Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,,
S1,2020,6,19,0,48,19,45.368473,-71.857803,157.89999,15,76.6,18.1,60,614.4,1741,0.730686,296,158,132,530,OK,,
S2,2020,6,19,0,48,22,45.368488,-71.857964,157.8,15,76.5,18.1,60,614.4,5868,0.456679,1803,593,430,2663,OK,,
S3,2020,6,19,0,48,24,45.368511,-71.858101,157.8,15,76.5,18.1,60,614.4,1651,0.874213,218,111,50,388,UE,,
S4,2020,6,19,0,48,27,45.368561,-71.858292,157.89999,15,76.5,18.1,60,614.4,789,855.05884,2595,821,625,3831,OK,,
S5,2020,6,19,0,48,29,45.368591,-71.858391,158,15,76.4,18.1,60,614.4,1644,0.404487,170,87,69,282,UE,,
S6,2020,6,19,0,48,31,45.368645,-71.858536,159,15,76.3,18.1,60,614.4,2270,0.926405,678,289,225,1088,OK,,
S1,2020,6,19,0,48,34,45.368671,-71.858635,159.5,15,76.3,18.1,60,614.4,4196,7.111137,9317,3487,2641,14313,OK,,
S2,2020,6,19,0,48,36,45.368729,-71.858833,160.5,15,76.3,18.1,60,614.4,59294,854.13251,8742,2724,2100,13071,OK,,
S3,2020,6,19,0,48,39,45.368759,-71.858963,160.89999,15,76.3,18.1,60,614.4,1856,0.430583,243,108,80,383,UE,,
S4,2020,6,19,0,48,41,45.368744,-71.8591,162.2,15,76.2,18.1,60,614.4,1653,0.156576,93,45,39,134,UE,,
S5,2020,6,19,0,48,44,45.368683,-71.859154,162,15,76.2,18.1,60,614.4,2173,0.169623,70,40,37,105,UE,,
S6,2020,6,19,0,48,46,45.368549,-71.859238,162.2,14,76.2,18.1,60,614.4,1635,0.260959,97,49,34,162,UE,,
S1,2020,6,19,0,48,49,45.368443,-71.859314,162,14,76.1,18.1,60,614.4,1781,0.626302,192,105,75,329,UE,,
S3,2020,6,19,0,48,54,45.368145,-71.859489,161.60001,15,76.1,18.1,60,614.4,3021,0.117432,36,23,21,51,UE,,
S4,2020,6,19,0,48,56,45.368023,-71.85952,160.5,15,76.1,18.1,60,614.4,2159,0.117432,45,26,23,59,UE,,
S5,2020,6,19,0,48,58,45.367832,-71.85952,161.7,15,76,18.1,60,614.4,7052,0.195719,49,38,39,51,UE,,
S2,2020,6,19,0,49,6,45.367569,-71.859413,163.7,15,76.1,18.1,60,614.4,2450,0.352295,241,95,60,380,UE,,
S4,2020,6,19,0,49,11,45.367569,-71.859062,162.7,15,76.1,18.2,60,614.4,1825,0.978597,251,141,89,466,UE,,
S2,2020,6,19,0,49,21,45.367592,-71.858032,161.39999,15,76.3,18.1,60,614.4,2935,1.539659,225,174,113,481,OK,,
S3,2020,6,19,0,49,23,45.367599,-71.857819,161.39999,15,76.4,18.1,60,614.4,2149,0.274007,73,44,33,125,UE,,
S4,2020,6,19,0,49,25,45.367603,-71.857491,161.3,14,76.5,18.1,60,614.4,2681,1.552707,301,207,150,659,OK,,
S5,2020,6,19,0,49,28,45.367607,-71.857353,162,15,76.5,18.1,60,614.4,4671,1.187364,128,130,99,318,UE,,
S6,2020,6,19,0,49,30,45.367584,-71.857269,159.8,15,76.5,18.1,60,614.4,2761,0.63935,88,68,40,198,UE,,
S1,2020,6,19,0,49,33,45.367569,-71.857246,160.2,15,76.5,18.1,60,614.4,2650,0.678494,84,66,34,198,UE,,
S2,2020,6,19,0,49,35,45.367569,-71.857201,160.2,15,76.5,18.1,60,614.4,2597,0.57411,135,88,69,242,UE,,
S3,2020,6,19,0,49,38,45.367592,-71.85717,159.5,15,76.5,18.1,60,614.4,4811,2.400825,216,244,178,668,OK,,
S4,2020,6,19,0,49,40,45.367634,-71.857185,159.10001,15,76.4,18.1,60,614.4,4693,8.11583,946,925,724,2711,OK,,
S5,2020,6,19,0,49,43,45.367634,-71.857246,158.60001,15,76.4,18.1,60,614.4,5215,9.003092,1043,1051,861,2972,OK,,
S2,2020,6,19,0,49,50,45.367599,-71.857658,159.2,15,76.3,18.1,60,614.4,1814,0.300103,167,75,56,276,UE,,
S3,2020,6,19,0,49,52,45.367584,-71.857918,159.39999,15,76.2,18.1,60,614.4,1937,1.304796,286,169,100,522,OK,,
S4,2020,6,19,0,49,55,45.367577,-71.858109,159.5,15,76.2,18.1,60,614.4,2121,0.247911,65,39,29,107,UE,,
S5,2020,6,19,0,49,57,45.367558,-71.858406,160.7,15,76.1,18.1,60,614.4,3550,0.417535,44,42,26,104,UE,,
S6,2020,6,19,0,50,0,45.367554,-71.858627,161.2,15,76.1,18.1,60,614.4,1655,0.913357,383,178,118,635,OK,,
S3,2020,6,19,0,50,7,45.367542,-71.859467,163.5,15,76,18.1,60,614.4,1620,0.143528,59,29,21,94,UE,,
S4,2020,6,19,0,50,10,45.367538,-71.859657,164.89999,15,76,18.1,60,614.4,3908,0.365343,395,138,84,579,UE,,
S6,2020,6,19,0,50,14,45.367527,-71.860115,168,15,76,18.1,60,614.4,1631,1.383084,437,201,94,737,UE,,
S1,2020,6,19,0,50,17,45.367527,-71.860222,168.3,15,76,18.1,60,614.4,2184,4.018772,1078,650,502,1955,OK,,
S2,2020,6,19,0,50,19,45.367519,-71.860382,169,15,76,18.1,60,614.4,1622,7.372097,3196,1555,1163,5553,OK,,
S4,2020,6,19,0,50,24,45.367496,-71.860725,173.10001,15,76,18.1,60,614.4,1998,0.378391,263,117,95,417,UE,,
S5,2020,6,19,0,50,27,45.367496,-71.860886,174.10001,15,76,18.1,60,614.4,2735,0.156576,56,34,32,75,UE,,
S3,2020,6,19,0,50,37,45.367481,-71.861588,182.5,15,76,18.1,60,614.4,1862,0.247911,107,44,21,171,UE,,
S4,2020,6,19,0,50,39,45.367481,-71.861717,183.3,15,76,18.1,60,614.4,1713,0.326199,152,69,47,239,UE,,
S5,2020,6,19,0,50,41,45.367493,-71.861916,184,15,75.9,18.1,60,614.4,2784,0.169623,52,33,29,90,UE,,
S6,2020,6,19,0,50,44,45.367504,-71.862007,184.7,15,75.9,18.1,60,614.4,1620,0.287055,124,61,46,208,UE,,
S1,2020,6,19,0,50,46,45.367588,-71.862106,185.7,15,75.9,18.1,60,614.4,1772,5.845486,2964,1330,941,4948,OK,,
S2,2020,6,19,0,50,49,45.367687,-71.862129,185.2,15,75.9,18.1,60,614.4,2286,1.40918,959,398,285,1518,OK,,
S4,2020,6,19,0,50,54,45.367996,-71.862122,182.2,15,75.9,18.1,60,614.4,2031,5.545383,3122,1309,856,5189,OK,,
S5,2020,6,19,0,50,56,45.368179,-71.862122,182.2,15,75.9,18.1,60,614.4,2574,0.313151,95,59,51,132,UE,,
S6,2020,6,19,0,50,59,45.368298,-71.862122,180.2,14,75.9,18.1,60,614.4,2022,0.156576,52,30,24,84,UE,,
S2,2020,6,19,0,51,4,45.368587,-71.862137,177.10001,15,75.9,18,60,614.4,3353,0.521918,524,202,148,788,OK,,
S3,2020,6,19,0,51,6,45.368683,-71.862129,176.3,15,75.9,18,60,614.4,4590,0.091336,31,21,21,39,UE,,
S4,2020,6,19,0,51,8,45.36879,-71.862129,175.3,15,76.1,18.1,60,614.4,2000,2.961887,808,471,347,1397,OK,,
S5,2020,6,19,0,51,11,45.368843,-71.862061,175.3,15,76.1,18.1,60,614.4,1977,0.678494,188,109,80,313,UE,,
S6,2020,6,19,0,51,13,45.368877,-71.86187,174.89999,15,76,18.1,60,614.4,2125,0.260959,68,41,30,118,UE,,
S2,2020,6,19,0,51,18,45.368885,-71.861511,173.39999,15,76,18.1,60,614.4,2696,0.652398,501,196,131,781,OK,,
S3,2020,6,19,0,51,21,45.368889,-71.861351,172.89999,15,76,18.1,60,614.4,1622,0.208767,73,36,23,120,UE,,
S4,2020,6,19,0,51,23,45.368904,-71.861107,172.89999,15,76,18.1,60,614.4,1664,1.709283,586,261,123,1000,OK,,
S5,2020,6,19,0,51,26,45.368927,-71.860947,172.60001,15,75.9,18,60,614.4,2066,0.665446,369,152,94,568,UE,,
S2,2020,6,19,0,51,33,45.369049,-71.860443,171,15,76,18.1,60,614.4,1739,0.247911,156,73,61,216,UE,,
S3,2020,6,19,0,51,35,45.369068,-71.860214,170.2,15,76,18.1,60,614.4,1645,0.70459,270,138,104,443,OK,,
S4,2020,6,19,0,51,38,45.369049,-71.860077,169.39999,15,76,18.1,60,614.4,1999,0.169623,126,57,49,177,UE,,
S5,2020,6,19,0,51,40,45.369007,-71.859886,168.39999,15,76,18.1,60,614.4,4503,0.378391,111,76,75,130,UE,,
S1,2020,6,19,0,51,45,45.368904,-71.859558,169.2,15,75.9,18,60,614.4,3131,0.117432,45,28,27,67,UE,,
S2,2020,6,19,0,51,48,45.368858,-71.859406,168.8,15,75.9,18,60,614.4,1696,0.287055,199,96,88,272,UE,,
S3,2020,6,19,0,51,50,45.36879,-71.859253,168.8,15,75.9,18.1,60,614.4,1652,0.548014,305,147,124,489,OK,,
S4,2020,6,19,0,51,53,45.368744,-71.859207,167.3,14,75.9,18.1,60,614.4,4949,0.06524,530,177,139,786,OK,,
S5,2020,6,19,0,51,55,45.368729,-71.859154,167.7,15,75.9,18,60,614.4,4549,0.63935,943,346,260,1441,OK,,
S6,2020,6,19,0,51,58,45.368786,-71.8591,167.2,15,75.9,18,60,614.4,1691,0.260959,154,73,61,249,UE,,
S1,2020,6,19,0,52,0,45.368828,-71.859184,167.60001,15,75.9,18,60,614.4,2684,0.887261,14154,4815,4011,20990,OK,,
S2,2020,6,19,0,52,2,45.368893,-71.859406,167.8,14,75.8,18,60,614.4,4054,0.169623,1740,589,480,2645,OK,,
S3,2020,6,19,0,52,5,45.368942,-71.859596,168.3,15,75.8,18,60,614.4,1671,0.169623,75,39,33,107,UE,,
S4,2020,6,19,0,52,7,45.369022,-71.859917,169,14,75.8,18,60,614.4,1620,2.974935,1283,629,475,2138,OK,,
S5,2020,6,19,0,52,10,45.369057,-71.860146,170.3,15,75.7,18,60,614.4,1639,0.391439,140,71,49,236,UE,,
S2,2020,6,19,0,52,17,45.368961,-71.860939,171.5,14,75.8,18.1,60,614.4,2949,0.247911,208,80,54,318,UE,,
S3,2020,6,19,0,52,20,45.368931,-71.861153,171.7,13,75.7,18,60,614.4,1642,0.326199,91,46,24,158,UE,,
S4,2020,6,19,0,52,22,45.368912,-71.861397,172.39999,14,75.7,18,60,614.4,2266,1.069933,676,274,178,1065,OK,,
S5,2020,6,19,0,52,24,45.3689,-71.861763,173.2,14,75.8,18,60,614.4,1829,0.665446,192,107,75,338,UE,,
S6,2020,6,19,0,52,27,45.368896,-71.861984,173.39999,14,75.9,18,60,614.4,1977,0.874213,218,128,87,383,UE,,
S4,2020,6,19,0,52,37,45.368885,-71.862984,178.8,14,76.2,18,60,614.4,2527,0.247911,80,49,43,131,UE,,
S5,2020,6,19,0,52,39,45.368797,-71.863136,178.8,14,76.1,18,60,614.4,3965,0.260959,63,45,41,111,UE,,
S4,2020,6,19,0,52,51,45.367973,-71.863159,188,14,76.1,18,60,614.4,1632,1.696235,757,363,269,1269,OK,,
S5,2020,6,19,0,52,54,45.367847,-71.863159,190.2,15,76.1,18,60,614.4,3209,1.931098,508,338,301,875,OK,,
S1,2020,6,19,0,52,59,45.367577,-71.863205,192.89999,15,76.1,18,60,614.4,1785,2.49216,847,461,357,1460,OK,,
S2,2020,6,19,0,53,1,45.367432,-71.86322,193.5,15,76.1,18.1,60,614.4,1624,2.022434,870,436,342,1447,OK,,
S4,2020,6,19,0,53,6,45.367161,-71.863243,193.89999,14,76.1,18,60,614.4,3811,0.521918,122,87,78,201,UE,,
S5,2020,6,19,0,53,9,45.367031,-71.863251,193.2,14,76.1,18,60,614.4,5940,0.326199,73,57,56,87,UE,,
S6,2020,6,19,0,53,11,45.366898,-71.863258,191.7,14,76.2,18,60,614.4,1717,0.887261,322,171,133,525,OK,,
S1,2020,6,19,0,53,14,45.366707,-71.863266,192,14,76.3,18,60,614.4,3968,0.156576,40,28,26,55,UE,,
S2,2020,6,19,0,53,16,45.366627,-71.863266,191.10001,13,76.5,18,60,614.4,1677,0.730686,395,187,151,568,OK,,
S3,2020,6,19,0,53,18,45.366535,-71.863289,190.8,14,76.4,18,60,614.4,1725,4.175347,1006,543,287,1884,OK,,
S4,2020,6,19,0,53,21,45.366505,-71.863373,190.89999,15,76.5,18,60,614.4,2620,0.495822,132,84,70,202,UE,,
S2,2020,6,19,0,53,31,45.36652,-71.864265,198,15,76.4,18,60,614.4,1921,0.234863,74,42,32,122,UE,,
S3,2020,6,19,0,53,33,45.366531,-71.864594,198,15,76.3,18,60,614.4,2292,0.260959,66,41,31,116,UE,,
S4,2020,6,19,0,53,36,45.366539,-71.864792,201.5,14,76.3,18,60,614.4,1746,15.187825,4067,2209,1368,7526,OK,,
S5,2020,6,19,0,53,38,45.366543,-71.86499,202.8,15,76.3,18,60,614.4,2729,0.378391,89,59,47,137,UE,,
S6,2020,6,19,0,53,41,45.36655,-71.865311,205.10001,15,76.3,18,60,614.4,2124,2.165961,395,252,141,790,OK,,
S1,2020,6,19,0,53,43,45.36657,-71.865501,204.89999,14,76.3,18,60,614.4,2598,0.939453,176,121,84,329,UE,,
S2,2020,6,19,0,53,45,45.3666,-71.865776,206.2,15,76.3,18,60,614.4,1845,4.971272,1362,765,524,2547,OK,,
S3,2020,6,19,0,53,48,45.366615,-71.865967,207.2,15,76.3,18,60,614.4,1795,0.313151,110,60,47,182,UE,,
S4,2020,6,19,0,53,50,45.36665,-71.866272,209.39999,14,76.3,17.9,60,614.4,1668,1.252604,590,276,202,950,OK,,
S5,2020,6,19,0,53,53,45.366669,-71.86647,210.60001,14,76.3,18,60,614.4,1641,12.473849,4118,2090,1374,7158,OK,,
S1,2020,6,19,0,53,58,45.36668,-71.866982,213.5,14,76.3,18,60,614.4,2526,0.756782,158,105,76,286,UE,,
S2,2020,6,19,0,54,0,45.366665,-71.86731,213.5,14,76.3,18,60,614.4,1770,12.408609,3271,1796,1122,6017,OK,,
S3,2020,6,19,0,54,3,45.366638,-71.867523,216.3,14,76.3,18,60,614.4,3208,0.156576,36,25,21,54,UE,,
S4,2020,6,19,0,54,5,45.3666,-71.867706,218.10001,15,76.3,18,60,614.4,1828,2.870551,925,511,390,1595,OK,,
S5,2020,6,19,0,54,8,45.366573,-71.867973,218,15,76.2,17.9,60,614.4,3887,0.613254,152,107,98,213,UE,,
S6,2020,6,19,0,54,10,45.366547,-71.868141,218.2,13,76.3,18,60,614.4,2083,0.50887,148,87,68,254,UE,,
S1,2020,6,19,0,54,12,45.366505,-71.868401,219.3,14,76.3,18,60,614.4,2820,0.456679,138,87,78,236,UE,,
S2,2020,6,19,0,54,15,45.366467,-71.868538,220.89999,14,76.3,18,60,614.4,2144,0.822021,265,155,130,431,OK,,
S3,2020,6,19,0,54,17,45.366417,-71.868607,220.8,15,76.3,18,60,614.4,1645,0.587158,268,127,93,439,UE,,
S4,2020,6,19,0,54,20,45.36639,-71.868576,221,15,76.3,18,60,614.4,1628,1.696235,688,346,262,1117,OK,,
S5,2020,6,19,0,54,22,45.366428,-71.8685,221,15,76.3,17.9,60,614.4,1844,2.04853,656,364,279,1147,OK,,
S6,2020,6,19,0,54,25,45.366467,-71.868431,218.8,14,76.3,17.9,60,614.4,1633,1.826714,708,358,266,1191,OK,,
S1,2020,6,19,0,54,27,45.366512,-71.86824,218.2,15,76.4,18,60,614.4,2603,0.587158,191,117,105,341,OK,,
S2,2020,6,19,0,54,30,45.366535,-71.868088,218.2,15,76.3,17.9,60,614.4,1623,0.795925,359,175,134,568,OK,,
S3,2020,6,19,0,54,32,45.366573,-71.86792,217.39999,15,76.4,18,60,614.4,3720,0.430583,84,63,53,145,UE,,
S4,2020,6,19,0,54,34,45.366615,-71.867676,214.60001,15,76.4,18,60,614.4,4968,0.678494,1100,373,245,1591,OK,,
S5,2020,6,19,0,54,37,45.36665,-71.867485,213.3,15,76.5,18,60,614.4,2044,0.887261,251,147,112,414,OK,,
S6,2020,6,19,0,54,39,45.366669,-71.867172,211.5,15,76.5,18,60,614.4,2232,0.339247,84,52,38,146,UE,,
S1,2020,6,19,0,54,42,45.366673,-71.866966,211.2,15,76.6,17.9,60,614.4,5176,0.143528,33,25,24,42,UE,,
S2,2020,6,19,0,54,44,45.36665,-71.866692,211.7,15,76.8,18,60,614.4,1921,0.313151,126,70,61,177,UE,,
S3,2020,6,19,0,54,47,45.366627,-71.866577,212.39999,15,76.8,18,60,614.4,1773,0.939453,455,202,135,749,OK,,
S4,2020,6,19,0,54,49,45.366524,-71.866493,212.39999,15,76.7,17.9,60,614.4,24794,854.8501,1215,386,322,1770,OK,,
S5,2020,6,19,0,54,52,45.366432,-71.866486,211.8,15,76.8,17.9,60,614.4,1911,2.674832,1159,638,581,1845,OK,,
S2,2020,6,19,0,54,59,45.366104,-71.866409,208.2,15,76.8,18,60,614.4,2078,0.300103,122,69,63,159,UE,,
S3,2020,6,19,0,55,1,45.365967,-71.866341,204.89999,15,76.6,17.9,60,614.4,2606,0.313151,79,51,41,124,UE,,
S4,2020,6,19,0,55,4,45.365871,-71.866287,204.10001,15,76.6,17.9,60,614.4,2906,1.839762,1568,617,442,2504,OK,,
S5,2020,6,19,0,55,6,45.365719,-71.866203,204.5,15,76.5,17.9,60,614.4,3151,0.561062,153,101,90,269,UE,,
S6,2020,6,19,0,55,9,45.365601,-71.866135,204.5,14,76.5,17.9,60,614.4,1698,0.626302,247,130,104,412,OK,,
S2,2020,6,19,0,55,14,45.36528,-71.866074,202.10001,14,76.6,18,60,614.4,1880,0.260959,119,65,60,152,UE,,
S3,2020,6,19,0,55,16,45.36512,-71.866058,202.10001,14,76.5,17.9,60,614.4,6642,0.13048,38,28,29,42,UE,,
S4,2020,6,19,0,55,19,45.36504,-71.866074,204.3,14,76.5,17.9,60,614.4,3002,1.500515,1421,575,452,2289,OK,,
S5,2020,6,19,0,55,21,45.364998,-71.866119,204.60001,14,76.5,17.9,60,614.4,1985,0.091336,49,27,26,66,UE,,
S3,2020,6,19,0,55,31,45.364956,-71.866966,207.89999,13,76.5,17.9,60,614.4,1881,0.561062,188,105,83,298,UE,,
S4,2020,6,19,0,55,33,45.364952,-71.867218,208.7,13,76.5,17.9,60,614.4,2876,0.665446,189,121,107,263,OK,,
S5,2020,6,19,0,55,36,45.364956,-71.867371,209.2,14,76.5,17.9,60,614.4,2498,0.965549,353,210,195,455,OK,,
S2,2020,6,19,0,55,43,45.364925,-71.867981,211.60001,14,76.5,17.9,60,614.4,2932,0.143528,42,27,24,57,UE,,
S3,2020,6,19,0,55,46,45.364849,-71.868065,213.39999,14,76.5,17.9,60,614.4,2248,1.696235,424,261,197,715,OK,,
S4,2020,6,19,0,55,48,45.364731,-71.86808,213,14,76.5,17.9,60,614.4,1874,0.208767,66,37,28,102,UE,,
S5,2020,6,19,0,55,51,45.364555,-71.868073,213,14,76.5,17.9,60,614.4,4552,0.221815,41,33,29,60,UE,,
S2,2020,6,19,0,55,58,45.364166,-71.868073,210.89999,15,76.5,17.9,60,614.4,1822,0.274007,114,62,54,162,UE,,
S3,2020,6,19,0,56,0,45.36401,-71.868073,209.39999,14,76.5,17.9,60,614.4,2365,0.182671,64,38,34,95,UE,,
S4,2020,6,19,0,56,3,45.363911,-71.868073,208.5,14,76.5,17.9,60,614.4,4652,0.169623,45,32,31,55,UE,,
S5,2020,6,19,0,56,5,45.363777,-71.868065,208.5,14,76.5,17.9,60,614.4,3833,0.156576,50,33,32,60,UE,,
S2,2020,6,19,0,56,13,45.363525,-71.867973,204.5,15,76.5,17.9,60,614.4,1867,0.117432,53,29,26,74,UE,,
S3,2020,6,19,0,56,15,45.363495,-71.867851,204.10001,14,76.5,17.9,60,614.4,3459,0.104384,34,22,21,50,UE,,
S4,2020,6,19,0,56,18,45.36348,-71.867615,203.60001,14,76.5,17.9,60,614.4,1630,0.287055,127,61,45,199,UE,,
S5,2020,6,19,0,56,20,45.363472,-71.867447,203.3,14,76.5,17.9,60,614.4,1874,0.822021,230,130,92,384,UE,,
S6,2020,6,19,0,56,22,45.363464,-71.867287,203.5,14,76.4,17.9,60,614.4,1656,0.678494,313,147,106,527,OK,,
S1,2020,6,19,0,56,25,45.363472,-71.86721,203.8,14,76.5,17.9,60,614.4,2348,4.54069,3102,1269,884,4929,OK,,
S2,2020,6,19,0,56,27,45.36356,-71.867111,204.89999,14,76.4,17.9,60,614.4,1620,0.965549,412,202,151,715,OK,,
S4,2020,6,19,0,56,32,45.363846,-71.867081,206.60001,14,76.4,17.9,60,614.4,3429,0.561062,567,214,150,888,OK,,
S6,2020,6,19,0,56,37,45.364204,-71.867065,210.5,14,76.4,17.9,60,614.4,1662,0.143528,58,30,23,96,UE,,
S1,2020,6,19,0,56,40,45.364353,-71.867065,209.60001,15,76.5,17.9,60,614.4,2078,0.730686,203,120,91,346,UE,,
S2,2020,6,19,0,56,42,45.364491,-71.867065,209.39999,14,76.6,17.9,60,614.4,3028,0.600206,191,121,112,254,OK,,
S3,2020,6,19,0,56,44,45.364681,-71.867065,208.60001,14,76.7,17.9,60,614.4,6494,0.247911,57,45,45,66,UE,,
S4,2020,6,19,0,56,47,45.364799,-71.867058,208,13,76.6,17.9,60,614.4,1660,0.352295,147,76,61,231,UE,,
S5,2020,6,19,0,56,49,45.364933,-71.866997,207,14,76.5,17.9,60,614.4,3088,0.13048,44,28,26,59,UE,,
S2,2020,6,19,0,56,57,45.365002,-71.866402,204.60001,15,76.5,17.9,60,614.4,2162,0.287055,127,72,68,160,UE,,
S3,2020,6,19,0,56,59,45.364986,-71.866173,204.60001,15,76.5,17.9,60,614.4,1886,0.195719,136,62,52,204,UE,,
S4,2020,6,19,0,57,2,45.364929,-71.866074,205.89999,14,76.6,17.9,60,614.4,2124,0.482775,156,91,76,269,UE,,
S5,2020,6,19,0,57,4,45.364792,-71.866035,206.2,15,76.6,17.9,60,614.4,6694,0.952501,120,123,112,334,OK,,
S2,2020,6,19,0,57,11,45.364395,-71.866013,205.5,15,76.6,17.9,60,614.4,2941,0.169623,52,33,30,93,UE,,
S3,2020,6,19,0,57,14,45.364288,-71.866013,203.89999,15,76.5,17.8,60,614.4,2361,0.169623,57,34,30,78,UE,,
S4,2020,6,19,0,57,16,45.36412,-71.866013,201.5,15,76.6,17.9,60,614.4,3020,0.13048,41,26,24,50,UE,,
S5,2020,6,19,0,57,19,45.363995,-71.866013,201.2,15,76.6,17.9,60,614.4,8095,0.195719,51,40,42,52,UE,,
S1,2020,6,19,0,57,24,45.363712,-71.866035,198.8,14,76.7,17.9,60,614.4,4811,0.156576,40,29,28,53,UE,,
S2,2020,6,19,0,57,26,45.363583,-71.866058,198.8,14,76.7,17.9,60,614.4,4359,0.482775,142,97,95,172,UE,,
S3,2020,6,19,0,57,29,45.363522,-71.866043,198.3,14,76.7,17.9,60,614.4,2421,0.274007,97,58,52,136,UE,,
S2,2020,6,19,0,57,41,45.363487,-71.865273,195.3,14,76.5,17.8,60,614.4,2834,0.274007,120,71,71,147,UE,,
S3,2020,6,19,0,57,43,45.363522,-71.865059,195,15,76.6,17.9,60,614.4,1934,3.457709,1554,856,794,2531,OK,,
S4,2020,6,19,0,57,46,45.363571,-71.864998,196.8,15,76.5,17.8,60,614.4,3977,0.495822,115,83,75,168,UE,,
S3,2020,6,19,0,57,58,45.364223,-71.864952,205,13,76.5,17.8,60,614.4,1954,0.365343,145,81,71,225,UE,,
S4,2020,6,19,0,58,1,45.36441,-71.864952,206.89999,15,76.4,17.8,60,614.4,4123,0.561062,125,92,83,182,UE,,
S5,2020,6,19,0,58,3,45.364532,-71.86496,207.10001,15,76.5,17.9,60,614.4,6578,0.169623,31,27,26,38,UE,,
S2,2020,6,19,0,58,10,45.364933,-71.864883,205.5,15,76.4,17.8,60,614.4,3336,0.326199,350,140,112,501,OK,,
S3,2020,6,19,0,58,13,45.36496,-71.864738,202,15,76.5,17.8,60,614.4,2187,0.391439,110,66,52,193,UE,,
S4,2020,6,19,0,58,15,45.36496,-71.864433,199,15,76.5,17.8,60,614.4,2317,0.678494,196,119,98,328,UE,,
S5,2020,6,19,0,58,18,45.364975,-71.86422,197.3,15,76.8,17.9,60,614.4,3565,0.221815,47,34,29,77,UE,,
S6,2020,6,19,0,58,20,45.364948,-71.864029,197.3,15,76.9,17.8,60,614.4,1767,0.743734,220,120,82,382,UE,,
S3,2020,6,19,0,58,28,45.364594,-71.86396,197.2,14,77,17.9,60,614.4,6234,0.143528,27,23,22,36,UE,,
S4,2020,6,19,0,58,30,45.364471,-71.863953,196.8,13,77,17.8,60,614.4,1650,0.76983,365,173,130,587,OK,,
S2,2020,6,19,0,58,40,45.363762,-71.863983,195.60001,13,77.2,17.9,60,614.4,4942,0.50887,148,103,103,167,OK,,
S3,2020,6,19,0,58,42,45.363617,-71.863983,194.10001,13,77.1,17.8,60,614.4,3991,0.417535,87,65,57,130,UE,,
S4,2020,6,19,0,58,45,45.363537,-71.863968,191.8,12,77.2,17.9,60,614.4,1967,6.96761,2180,1244,986,3852,OK,,
S5,2020,6,19,0,58,47,45.363464,-71.863846,191.8,12,77.1,17.8,60,614.4,4519,0.182671,50,35,34,64,UE,,
S2,2020,6,19,0,58,55,45.363495,-71.863304,184.10001,13,77.1,17.8,60,614.4,6429,0.247911,72,52,54,75,UE,,
S3,2020,6,19,0,58,57,45.363491,-71.863152,182.60001,13,77.1,17.8,60,614.4,2005,0.50887,203,114,102,323,OK,,
S4,2020,6,19,0,58,59,45.363506,-71.863029,179.89999,13,77.1,17.8,60,614.4,2351,0.887261,254,155,128,420,OK,,
S1,2020,6,19,0,59,7,45.363743,-71.862923,181.7,13,77,17.8,60,614.4,3340,0.247911,71,47,43,99,UE,,
S2,2020,6,19,0,59,9,45.363888,-71.862907,182,13,77,17.8,60,614.4,1622,0.287055,136,68,55,209,UE,,
S4,2020,6,19,0,59,14,45.364136,-71.8629,184.10001,13,77,17.8,60,614.4,2640,0.76983,212,134,114,336,OK,,
S5,2020,6,19,0,59,17,45.364246,-71.8629,187,13,76.9,17.8,60,614.4,5704,0.234863,45,37,35,58,UE,,
S6,2020,6,19,0,59,19,45.364346,-71.862915,190.10001,13,76.9,17.8,60,614.4,1727,0.482775,157,84,60,264,UE,,
S1,2020,6,19,0,59,22,45.364487,-71.862938,193.39999,13,76.8,17.8,60,614.4,1949,1.722331,495,284,212,896,OK,,
S2,2020,6,19,0,59,24,45.364601,-71.862938,193.7,13,76.8,17.8,60,614.4,2115,0.534966,314,130,85,495,UE,,
S3,2020,6,19,0,59,26,45.364777,-71.86293,191.39999,13,76.8,17.8,60,614.4,6326,0.221815,46,38,37,54,UE,,
S4,2020,6,19,0,59,29,45.364883,-71.862923,191.2,12,76.8,17.8,60,614.4,2660,0.50887,138,88,74,228,UE,,
S1,2020,6,19,0,59,36,45.365318,-71.862946,192.10001,13,76.7,17.8,60,614.4,1846,0.808973,139,82,30,246,UE,,
S2,2020,6,19,0,59,39,45.365437,-71.862946,192.89999,12,76.7,17.8,60,614.4,1670,0.378391,135,60,29,220,UE,,
S3,2020,6,19,0,59,41,45.365608,-71.862938,192.5,13,76.7,17.8,60,614.4,3077,0.274007,68,46,39,91,UE,,
S4,2020,6,19,0,59,44,45.365723,-71.862938,192.60001,13,76.7,17.8,60,614.4,3658,0.57411,134,95,84,222,UE,,
S5,2020,6,19,0,59,46,45.365826,-71.862938,192.39999,12,76.7,17.8,60,614.4,6973,0.156576,34,28,28,39,UE,,
S1,2020,6,19,0,59,51,45.366096,-71.862961,192.10001,12,76.7,17.8,60,614.4,2949,0.835069,101,84,48,221,UE,,
S2,2020,6,19,0,59,53,45.366249,-71.862984,193.8,12,76.7,17.8,60,614.4,2138,0.534966,157,93,74,230,UE,,
