Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,,
S6,2020,6,19,0,37,0,45.36742,-71.869087,218,15,72.6,18.6,60,614.4,1784,0.430583,145,79,60,242,UE,,
S1,2020,6,19,0,37,2,45.367424,-71.869225,218,15,72.6,18.6,60,614.4,2048,0.952501,252,149,109,399,OK,,
S3,2020,6,19,0,37,7,45.36729,-71.869331,217.8,15,72.7,18.6,60,614.4,4251,0.221815,60,42,40,82,UE,,
S4,2020,6,19,0,37,10,45.367188,-71.869308,218.89999,14,72.6,18.6,60,614.4,1621,1.135173,467,232,173,769,OK,,
S5,2020,6,19,0,37,12,45.367081,-71.869308,218.7,14,72.7,18.6,60,614.4,2753,0.143528,43,27,24,63,UE,,
S6,2020,6,19,0,37,14,45.366959,-71.869308,218.8,14,72.7,18.6,60,614.4,1804,0.247911,82,45,34,134,UE,,
S1,2020,6,19,0,37,17,45.366951,-71.869308,220.10001,14,72.6,18.6,60,614.4,2173,0.57411,172,102,83,290,UE,,
S2,2020,6,19,0,37,19,45.366978,-71.869324,221.3,14,72.6,18.6,60,614.4,3204,0.287055,84,55,50,113,UE,,
S3,2020,6,19,0,37,22,45.367027,-71.869331,222.10001,14,72.6,18.6,60,614.4,4824,0.195719,53,38,37,69,UE,,
S4,2020,6,19,0,37,24,45.3671,-71.869331,222.8,14,72.6,18.6,60,614.4,1620,1.122124,488,241,185,811,OK,,
S1,2020,6,19,0,37,32,45.367043,-71.869415,223.2,14,72.6,18.6,60,614.4,5995,0.156576,33,27,26,40,UE,,
S3,2020,6,19,0,37,37,45.367008,-71.869652,224.10001,14,72.6,18.6,60,614.4,3075,0.182671,50,33,29,74,UE,,
S4,2020,6,19,0,37,39,45.366997,-71.869774,225.3,14,72.6,18.6,60,614.4,3076,1.056885,259,174,149,453,OK,,
S1,2020,6,19,0,37,46,45.366913,-71.870369,231.8,14,72.6,18.6,60,614.4,2171,1.500515,402,242,186,716,OK,,
S2,2020,6,19,0,37,49,45.366886,-71.870537,232.8,14,72.5,18.6,60,614.4,1864,4.175347,2190,954,648,3752,OK,,
S3,2020,6,19,0,37,51,45.36684,-71.870789,233.60001,15,72.5,18.6,60,614.4,3849,0.13048,39,26,25,51,UE,,
S4,2020,6,19,0,37,54,45.366817,-71.870911,233.7,15,72.5,18.6,60,614.4,3674,1.043837,231,166,145,415,OK,,
S4,2020,6,19,0,38,8,45.366688,-71.871727,235,15,72.4,18.5,60,614.4,2068,1.174316,755,325,242,1217,OK,,
S5,2020,6,19,0,38,11,45.36668,-71.871872,235.60001,15,72.4,18.5,60,614.4,1630,5.349663,2294,1099,792,3943,OK,,
S6,2020,6,19,0,38,13,45.366718,-71.872078,236.39999,15,72.4,18.5,60,614.4,1771,0.939453,325,176,137,554,OK,,
S2,2020,6,19,0,38,18,45.366928,-71.872261,237.60001,15,72.4,18.5,60,614.4,1657,2.061578,835,431,343,1459,OK,,
S4,2020,6,19,0,38,23,45.367153,-71.872322,238.7,15,72.4,18.5,60,614.4,1984,0.756782,257,146,121,432,OK,,
S5,2020,6,19,0,38,26,45.367252,-71.872314,237.39999,15,72.4,18.5,60,614.4,2092,1.487467,514,296,254,897,OK,,
S6,2020,6,19,0,38,28,45.367348,-71.872253,235.89999,14,72.4,18.6,60,614.4,1726,0.417535,150,80,61,259,UE,,
S1,2020,6,19,0,38,31,45.367474,-71.872108,235.10001,15,72.4,18.5,60,614.4,1928,0.430583,173,96,85,303,UE,,
S2,2020,6,19,0,38,33,45.367542,-71.872009,234.7,15,72.4,18.5,60,614.4,3919,0.456679,532,197,141,827,OK,,
S3,2020,6,19,0,38,35,45.367657,-71.871841,234.5,15,72.4,18.5,60,614.4,1649,0.169623,90,43,34,142,UE,,
S4,2020,6,19,0,38,38,45.367729,-71.871727,234.7,15,72.4,18.5,60,614.4,2851,6.041205,4867,1888,1279,7769,OK,,
S5,2020,6,19,0,38,40,45.36784,-71.871559,234.39999,15,72.4,18.5,60,614.4,2146,3.19675,1008,591,492,1779,OK,,
S6,2020,6,19,0,38,43,45.36792,-71.871452,234,15,72.5,18.5,60,614.4,1620,1.500515,627,308,228,1047,OK,,
S2,2020,6,19,0,38,48,45.368061,-71.871147,232.3,15,72.5,18.5,60,614.4,2898,0.274007,267,110,89,394,UE,,
S3,2020,6,19,0,38,50,45.368099,-71.870895,231.2,15,72.5,18.5,60,614.4,2807,0.404487,124,78,70,171,UE,,
S4,2020,6,19,0,38,53,45.368114,-71.870743,230.3,15,72.5,18.5,60,614.4,3144,0.57411,523,201,141,815,OK,,
S5,2020,6,19,0,38,55,45.36813,-71.870605,230,15,72.5,18.5,60,614.4,2332,11.886691,8052,3299,2297,12734,OK,,
S6,2020,6,19,0,38,57,45.368191,-71.870445,228.7,15,72.6,18.5,60,614.4,1760,0.365343,124,67,51,210,UE,,
S1,2020,6,19,0,39,0,45.368279,-71.870407,228.8,15,72.6,18.5,60,614.4,2056,0.391439,140,80,69,241,UE,,
S2,2020,6,19,0,39,2,45.368435,-71.870399,229.10001,15,72.4,18.4,60,614.4,3491,1.043837,1060,400,283,1687,OK,,
S3,2020,6,19,0,39,5,45.368553,-71.870392,229.2,15,72.5,18.4,60,614.4,1787,0.195719,68,37,29,113,UE,,
S4,2020,6,19,0,39,7,45.368713,-71.870384,229.3,15,72.6,18.5,60,614.4,2492,0.143528,42,26,22,61,UE,,
S1,2020,6,19,0,39,15,45.368843,-71.870705,234,15,72.6,18.5,60,614.4,1783,4.423258,1262,693,471,2185,OK,,
S2,2020,6,19,0,39,17,45.368835,-71.87085,236,15,72.6,18.5,60,614.4,1745,3.744764,1671,740,462,2875,OK,,
S4,2020,6,19,0,39,22,45.368786,-71.871246,239.7,15,72.6,18.5,60,614.4,2118,0.326199,221,95,72,334,UE,,
S6,2020,6,19,0,39,27,45.368706,-71.871674,241.3,15,72.5,18.4,60,614.4,1620,0.469727,193,95,70,324,UE,,
S1,2020,6,19,0,39,29,45.368664,-71.871918,242.39999,15,72.6,18.5,60,614.4,2091,0.13048,45,26,22,79,UE,,
S2,2020,6,19,0,39,32,45.368641,-71.872093,243.10001,15,72.6,18.5,60,614.4,1714,0.208767,101,46,32,161,UE,,
S4,2020,6,19,0,39,37,45.368568,-71.872559,247.10001,15,72.5,18.5,60,614.4,3994,0.50887,110,81,72,165,UE,,
S4,2020,6,19,0,39,51,45.368183,-71.874504,252.5,14,73.3,18.4,60,614.4,3641,0.495822,112,80,70,175,UE,,
S5,2020,6,19,0,39,54,45.368149,-71.87484,253.60001,14,73.6,18.4,60,614.4,7290,0.234863,46,39,39,51,UE,,
S4,2020,6,19,0,40,6,45.367607,-71.875961,256.20001,14,74.6,18.5,60,614.4,3800,0.365343,83,60,53,130,UE,,
S2,2020,6,19,0,40,16,45.366688,-71.876076,255.2,14,75.2,18.5,60,614.4,5978,0.143528,45,32,33,46,UE,,
S3,2020,6,19,0,40,18,45.366291,-71.87606,250.2,14,75.2,18.4,60,614.4,6562,0.143528,34,27,27,37,UE,,
S4,2020,6,19,0,40,21,45.366024,-71.876053,248.89999,14,75.3,18.4,60,614.4,3630,0.600206,133,95,83,217,UE,,
S5,2020,6,19,0,40,23,45.365681,-71.876038,246.89999,14,75.4,18.4,60,614.4,6993,0.182671,40,33,33,45,UE,,
S3,2020,6,19,0,40,33,45.365417,-71.875671,244.3,13,75.5,18.4,60,614.4,1797,0.182671,68,37,30,100,UE,,
S4,2020,6,19,0,40,36,45.365425,-71.875511,245.39999,14,75.4,18.4,60,614.4,2620,0.326199,258,104,75,391,UE,,
S5,2020,6,19,0,40,38,45.365425,-71.875351,244.89999,14,75.4,18.4,60,614.4,2853,0.182671,61,38,35,81,UE,,
S6,2020,6,19,0,40,41,45.365425,-71.875145,243.89999,14,75.4,18.4,60,614.4,1621,0.730686,314,153,113,524,OK,,
S1,2020,6,19,0,40,43,45.365391,-71.875046,243,15,75.4,18.4,60,614.4,2358,18.019232,12291,5016,3477,19382,OK,,
S2,2020,6,19,0,40,45,45.365269,-71.875,241.10001,15,75.4,18.4,60,614.4,2963,3.757813,3144,1210,821,5071,OK,,
S3,2020,6,19,0,40,48,45.36517,-71.874992,240.5,15,75.2,18.3,60,614.4,1703,1.109077,255,136,64,466,UE,,
S4,2020,6,19,0,40,50,45.365013,-71.875,240.3,15,75.3,18.4,60,614.4,1680,0.939453,414,190,127,695,OK,,
S5,2020,6,19,0,40,53,45.364899,-71.874992,240.5,14,75.2,18.4,60,614.4,2153,0.835069,217,131,98,405,UE,,
S6,2020,6,19,0,40,55,45.364727,-71.874992,240.5,14,75.2,18.4,60,614.4,1623,1.174316,437,217,150,732,OK,,
S1,2020,6,19,0,40,58,45.364613,-71.874992,238.8,14,75.2,18.4,60,614.4,2211,0.156576,47,28,23,83,UE,,
S2,2020,6,19,0,41,0,45.364433,-71.874985,237.89999,14,75.2,18.4,60,614.4,1710,1.239556,569,258,173,939,OK,,
S3,2020,6,19,0,41,3,45.364307,-71.874977,236.8,14,75.2,18.4,60,614.4,2305,16.675291,3666,2330,1652,6916,OK,,
S4,2020,6,19,0,41,5,45.364189,-71.874977,236,14,75.2,18.4,60,614.4,1657,0.365343,132,68,49,217,UE,,
S5,2020,6,19,0,41,7,45.364033,-71.874977,234.60001,15,75.2,18.4,60,614.4,3075,0.782878,134,100,73,272,UE,,
S1,2020,6,19,0,41,12,45.363937,-71.874969,234,15,75,18.4,60,614.4,2174,2.087673,532,323,241,955,OK,,
S2,2020,6,19,0,41,15,45.363888,-71.874954,233.60001,15,75,18.4,60,614.4,1694,0.613254,207,109,79,349,UE,,
S3,2020,6,19,0,41,17,45.363853,-71.874863,233.7,15,75,18.4,60,614.4,1731,13.113199,3657,1969,1250,6552,OK,,
S4,2020,6,19,0,41,20,45.363861,-71.874763,233.3,15,75,18.4,60,614.4,1895,0.495822,133,76,52,226,UE,,
S5,2020,6,19,0,41,22,45.363873,-71.874565,233.3,15,74.8,18.3,60,614.4,1855,1.226508,341,192,133,559,OK,,
S6,2020,6,19,0,41,25,45.363873,-71.874428,231.5,14,74.8,18.3,60,614.4,1668,0.743734,255,113,52,425,UE,,
S1,2020,6,19,0,41,27,45.36388,-71.874191,231.5,13,74.9,18.4,60,614.4,1760,2.779215,507,284,96,966,UE,,
S2,2020,6,19,0,41,30,45.36388,-71.874031,229.2,14,74.7,18.3,60,614.4,4120,1.21346,1359,452,244,1976,OK,,
S3,2020,6,19,0,41,32,45.363884,-71.873848,227.39999,14,74.8,18.4,60,614.4,1640,1.500515,388,195,91,663,UE,,
S4,2020,6,19,0,41,34,45.363888,-71.873573,225,14,74.7,18.4,60,614.4,5366,0.50887,1029,362,270,1559,OK,,
S5,2020,6,19,0,41,37,45.363892,-71.873398,223.39999,14,74.7,18.4,60,614.4,1797,0.652398,233,127,101,365,OK,,
S6,2020,6,19,0,41,39,45.363888,-71.873116,222.3,14,74.6,18.3,60,614.4,1669,0.287055,169,81,69,265,UE,,
S2,2020,6,19,0,41,44,45.36388,-71.872665,222,14,74.6,18.4,60,614.4,2029,0.482775,348,155,128,510,OK,,
S3,2020,6,19,0,41,47,45.363903,-71.872498,220.89999,14,74.5,18.3,60,614.4,3474,0.339247,88,60,54,126,UE,,
S4,2020,6,19,0,41,49,45.363953,-71.872246,220.89999,14,74.5,18.3,60,614.4,1650,0.665446,301,142,103,506,OK,,
S5,2020,6,19,0,41,52,45.363998,-71.87207,219.3,14,74.5,18.3,60,614.4,2073,0.234863,74,43,35,120,UE,,
S1,2020,6,19,0,41,57,45.364143,-71.871605,218.10001,14,74.5,18.4,60,614.4,2714,1.591851,322,220,164,561,OK,,
S2,2020,6,19,0,41,59,45.364197,-71.871437,217.89999,14,74.3,18.3,60,614.4,1808,6.837131,1898,1053,712,3487,OK,,
S3,2020,6,19,0,42,1,45.364273,-71.871208,218.39999,14,74.4,18.4,60,614.4,2709,0.365343,73,50,37,134,UE,,
S4,2020,6,19,0,42,4,45.364307,-71.871094,218.8,14,74.3,18.3,60,614.4,1829,4.488498,2143,925,573,3576,OK,,
S5,2020,6,19,0,42,6,45.364361,-71.870934,218.2,14,74.3,18.3,60,614.4,2100,0.247911,79,46,38,119,UE,,
S6,2020,6,19,0,42,9,45.364407,-71.870796,218.2,14,74.3,18.3,60,614.4,1961,0.247911,71,41,30,121,UE,,
S2,2020,6,19,0,42,14,45.364529,-71.870445,217.89999,14,74.2,18.3,60,614.4,1703,0.339247,156,71,48,253,UE,,
S3,2020,6,19,0,42,16,45.364674,-71.870338,217.89999,14,74.3,18.4,60,614.4,2130,0.260959,78,46,37,127,UE,,
S4,2020,6,19,0,42,19,45.36478,-71.870338,219.3,14,74.2,18.3,60,614.4,1919,0.287055,169,74,54,264,UE,,
S6,2020,6,19,0,42,24,45.365105,-71.87043,222.8,14,74.2,18.4,60,614.4,2245,0.339247,76,48,33,141,UE,,
S1,2020,6,19,0,42,26,45.365234,-71.870483,223.5,14,74.2,18.4,60,614.4,1640,18.241047,7205,3377,2176,12101,OK,,
S2,2020,6,19,0,42,28,45.365448,-71.87056,225.3,14,74.1,18.3,60,614.4,2322,5.127849,3242,1297,821,5182,OK,,
S4,2020,6,19,0,42,33,45.365799,-71.870674,228.7,14,74,18.3,60,614.4,2492,0.887261,660,269,194,1086,OK,,
S5,2020,6,19,0,42,36,45.365921,-71.870712,230.10001,14,74,18.3,60,614.4,2490,3.314182,2488,1019,746,4021,OK,,
S6,2020,6,19,0,42,38,45.366039,-71.870842,230.10001,14,74,18.3,60,614.4,1620,0.169623,79,39,30,132,UE,,
S2,2020,6,19,0,42,43,45.366009,-71.8713,229.2,14,73.9,18.3,60,614.4,1628,0.939453,402,193,139,703,OK,,
S4,2020,6,19,0,42,48,45.365944,-71.871712,230.60001,14,73.9,18.3,60,614.4,4402,1.21346,1666,606,440,2618,OK,,
S5,2020,6,19,0,42,50,45.365887,-71.872047,232.39999,14,73.9,18.3,60,614.4,1645,0.404487,143,73,51,243,UE,,
S2,2020,6,19,0,42,58,45.365749,-71.872871,236.10001,14,73.9,18.3,60,614.4,1646,0.208767,97,46,34,158,UE,,
S3,2020,6,19,0,43,0,45.365696,-71.873215,236.8,14,73.9,18.3,60,614.4,1651,0.195719,84,39,25,139,UE,,
S4,2020,6,19,0,43,3,45.365662,-71.873451,237.3,14,73.9,18.3,60,614.4,3032,0.391439,295,104,52,455,UE,,
S2,2020,6,19,0,43,13,45.365509,-71.87471,240.60001,14,74.1,18.3,60,614.4,2401,0.221815,95,55,53,116,UE,,
S3,2020,6,19,0,43,15,45.365498,-71.874893,241.60001,14,74.3,18.3,60,614.4,1970,4.318875,2497,1076,760,4035,OK,,
S4,2020,6,19,0,43,17,45.365482,-71.875,242.7,14,74.3,18.3,60,614.4,1919,3.601237,1510,834,751,2321,OK,,
S5,2020,6,19,0,43,20,45.365479,-71.875023,243.10001,14,74.3,18.3,60,614.4,3058,0.365343,117,74,69,157,UE,,
S6,2020,6,19,0,43,22,45.365471,-71.875061,243.7,14,74.3,18.3,60,614.4,1700,0.548014,201,106,81,339,UE,,
S1,2020,6,19,0,43,25,45.365421,-71.875076,244.2,14,74.3,18.3,60,614.4,1894,9.264051,2961,1662,1300,5157,OK,,
S2,2020,6,19,0,43,27,45.365417,-71.874962,242.7,14,74.2,18.3,60,614.4,2014,1.748427,1035,443,313,1718,OK,,
S2,2020,6,19,0,43,42,45.365608,-71.873695,237.3,14,74.3,18.3,60,614.4,3307,0.378391,324,114,62,479,UE,,
S3,2020,6,19,0,43,44,45.365658,-71.873405,236.7,14,74.3,18.3,60,614.4,1930,0.430583,245,106,74,376,UE,,
S4,2020,6,19,0,43,47,45.365681,-71.873222,236.39999,14,74.4,18.3,60,614.4,1620,2.192057,937,462,350,1549,OK,,
S5,2020,6,19,0,43,49,45.365719,-71.872948,236.10001,14,74.5,18.3,60,614.4,2474,0.50887,169,102,91,267,UE,,
S2,2020,6,19,0,43,57,45.365814,-71.872253,234.5,14,74.5,18.3,60,614.4,2806,0.326199,302,124,98,454,UE,,
S3,2020,6,19,0,43,59,45.365871,-71.871964,234.5,14,74.5,18.2,60,614.4,1703,0.234863,89,47,36,141,UE,,
S4,2020,6,19,0,44,2,45.365913,-71.87175,231.89999,14,74.6,18.3,60,614.4,2015,0.404487,240,102,70,379,UE,,
S5,2020,6,19,0,44,4,45.365944,-71.871559,230.89999,14,74.5,18.2,60,614.4,2686,0.260959,86,53,48,123,UE,,
S6,2020,6,19,0,44,7,45.365993,-71.871307,230,14,74.6,18.3,60,614.4,1621,1.226508,443,218,145,740,OK,,
S2,2020,6,19,0,44,11,45.366047,-71.870895,229.60001,14,74.6,18.3,60,614.4,1835,0.57411,321,143,105,515,OK,,
S3,2020,6,19,0,44,14,45.366077,-71.870735,230.39999,14,74.6,18.3,60,614.4,1902,0.534966,314,138,101,507,OK,,
S4,2020,6,19,0,44,16,45.366119,-71.870506,229.89999,14,74.5,18.3,60,614.4,4093,1.330892,1462,483,253,2191,OK,,
S5,2020,6,19,0,44,19,45.366154,-71.870338,229.60001,14,74.5,18.3,60,614.4,3582,3.940484,524,447,318,1286,OK,,
S6,2020,6,19,0,44,21,45.366199,-71.870071,229.10001,14,74.5,18.3,60,614.4,1624,0.978597,257,125,53,447,UE,,
S2,2020,6,19,0,44,26,45.36628,-71.869621,228.89999,14,74.5,18.2,60,614.4,2157,0.521918,173,101,86,308,UE,,
S3,2020,6,19,0,44,29,45.366306,-71.869469,228,14,74.5,18.3,60,614.4,1706,0.404487,134,71,50,221,UE,,
S4,2020,6,19,0,44,31,45.366356,-71.869347,228.39999,14,74.5,18.2,60,614.4,2103,0.182671,56,33,26,83,UE,,
S6,2020,6,19,0,44,36,45.3666,-71.869301,228.89999,14,74.4,18.2,60,614.4,1659,0.169623,62,32,23,103,UE,,
S1,2020,6,19,0,44,38,45.366779,-71.869308,228,13,74.4,18.2,60,614.4,1621,1.891954,656,322,205,1107,OK,,
S2,2020,6,19,0,44,41,45.366913,-71.869293,228,13,74.4,18.2,60,614.4,2243,0.926405,614,255,180,947,OK,,
S3,2020,6,19,0,44,43,45.367104,-71.869286,230.2,14,74.4,18.3,60,614.4,5883,0.117432,32,24,24,35,UE,,
S4,2020,6,19,0,44,46,45.36721,-71.869293,228.39999,14,74.5,18.3,60,614.4,3240,0.156576,56,35,34,74,UE,,
S5,2020,6,19,0,44,48,45.367401,-71.869301,227.7,14,74.5,18.3,60,614.4,1963,0.143528,59,33,29,91,UE,,
S1,2020,6,19,0,44,53,45.367744,-71.869308,227.8,14,74.5,18.3,60,614.4,1687,0.822021,284,149,109,448,OK,,
S2,2020,6,19,0,44,56,45.367863,-71.869308,229.89999,14,74.6,18.2,60,614.4,1660,0.156576,82,39,31,122,UE,,
S3,2020,6,19,0,44,58,45.367996,-71.869324,230.39999,14,74.7,18.3,60,614.4,5096,0.117432,29,22,21,37,UE,,
S4,2020,6,19,0,45,1,45.368225,-71.869308,230.8,14,74.5,18.2,60,614.4,3053,0.70459,179,119,103,300,OK,,
S5,2020,6,19,0,45,3,45.368366,-71.869331,229.3,14,74.6,18.2,60,614.4,7637,0.13048,32,25,26,38,UE,,
S1,2020,6,19,0,45,8,45.368706,-71.869331,227.2,14,74.8,18.3,60,614.4,1888,4.005723,1067,608,418,1903,OK,,
S2,2020,6,19,0,45,10,45.368862,-71.869339,226.39999,14,74.7,18.2,60,614.4,2922,0.521918,433,167,113,698,OK,,
S3,2020,6,19,0,45,13,45.368977,-71.869347,226.2,14,74.7,18.2,60,614.4,2280,0.482775,129,79,62,234,UE,,
S4,2020,6,19,0,45,15,45.369148,-71.869347,226.2,14,74.7,18.2,60,614.4,3681,0.613254,140,100,88,236,UE,,
S5,2020,6,19,0,45,18,45.369255,-71.869331,226.10001,14,74.7,18.2,60,614.4,3704,0.339247,73,53,46,114,UE,,
S2,2020,6,19,0,45,25,45.369583,-71.86924,224.7,14,74.7,18.2,60,614.4,1650,0.561062,270,139,120,433,OK,,
S3,2020,6,19,0,45,27,45.36961,-71.869019,220.7,14,74.7,18.2,60,614.4,4783,0.104384,32,22,22,42,UE,,
S4,2020,6,19,0,45,30,45.36961,-71.868813,217.5,14,74.7,18.2,60,614.4,3296,0.691542,174,118,104,280,OK,,
S6,2020,6,19,0,45,35,45.36961,-71.86824,211.7,14,75,18.2,60,614.4,1667,0.417535,160,83,64,268,UE,,
S1,2020,6,19,0,45,37,45.36961,-71.867874,210.39999,14,75.1,18.2,60,614.4,6149,0.117432,30,23,23,36,UE,,
S2,2020,6,19,0,45,40,45.369614,-71.86763,209.8,14,75.2,18.2,60,614.4,2616,0.208767,86,51,49,105,UE,,
S3,2020,6,19,0,45,42,45.369614,-71.867264,209.8,14,75.3,18.2,60,614.4,1629,2.205105,845,401,259,1430,OK,,
S4,2020,6,19,0,45,45,45.369614,-71.86702,206.7,14,75.4,18.2,60,614.4,1635,0.808973,383,184,141,624,OK,,
S2,2020,6,19,0,45,54,45.369617,-71.865761,199.2,14,75.8,18.2,60,614.4,3588,0.221815,75,48,47,87,UE,,
S3,2020,6,19,0,45,57,45.369617,-71.865517,197.8,14,76,18.2,60,614.4,1847,4.266683,1132,638,426,2074,OK,,
S4,2020,6,19,0,45,59,45.369617,-71.865158,195.5,14,76,18.2,60,614.4,3394,0.495822,119,82,72,203,UE,,
S6,2020,6,19,0,46,4,45.369617,-71.864555,190.8,14,76.2,18.2,60,614.4,1629,0.182671,87,44,36,143,UE,,
S1,2020,6,19,0,46,7,45.369621,-71.864311,188.2,14,76.2,18.2,60,614.4,1733,0.70459,355,188,174,616,OK,,
S2,2020,6,19,0,46,9,45.369625,-71.863976,188.2,14,76.4,18.2,60,614.4,2627,0.260959,248,107,93,345,UE,,
S3,2020,6,19,0,46,12,45.369621,-71.86377,183.60001,14,76.4,18.2,60,614.4,3605,0.182671,34,26,21,56,UE,,
S4,2020,6,19,0,46,14,45.369617,-71.863571,183,14,76.5,18.2,60,614.4,1638,0.76983,348,166,123,577,OK,,
S2,2020,6,19,0,46,24,45.36964,-71.862625,179.3,14,76.4,18.2,60,614.4,2198,0.182671,65,38,33,90,UE,,
S3,2020,6,19,0,46,26,45.369637,-71.862328,178.2,14,76.4,18.2,60,614.4,1620,3.509901,1466,722,539,2455,OK,,
S4,2020,6,19,0,46,29,45.369637,-71.862122,177.39999,14,76.5,18.2,60,614.4,4158,0.534966,128,92,85,196,UE,,
S5,2020,6,19,0,46,31,45.36964,-71.861794,175.5,15,76.5,18.2,60,614.4,5241,0.156576,37,28,27,50,UE,,
S1,2020,6,19,0,46,36,45.369633,-71.86132,174.39999,15,76.7,18.2,60,614.4,1868,1.813666,662,366,305,1095,OK,,
S2,2020,6,19,0,46,39,45.369625,-71.861221,171.7,15,76.7,18.2,60,614.4,2321,0.352295,157,90,87,216,UE,,
S3,2020,6,19,0,46,41,45.369625,-71.861198,171.7,14,76.6,18.2,60,614.4,1769,1.957194,711,384,307,1182,OK,,
S4,2020,6,19,0,46,44,45.369625,-71.861168,171.89999,15,76.5,18.2,60,614.4,3274,0.730686,183,124,109,300,OK,,
S5,2020,6,19,0,46,46,45.369644,-71.861137,172.3,15,76.5,18.2,60,614.4,2995,0.169623,55,35,32,80,UE,,
S1,2020,6,19,0,46,51,45.369785,-71.861061,173,15,76.4,18.2,60,614.4,1877,0.156576,52,29,23,79,UE,,
S2,2020,6,19,0,46,53,45.369877,-71.860901,171.60001,15,76.3,18.2,60,614.4,2885,0.274007,226,87,58,358,UE,,
S4,2020,6,19,0,46,58,45.370014,-71.860512,171.7,15,76.2,18.2,60,614.4,1743,0.117432,75,35,29,108,UE,,
S6,2020,6,19,0,47,3,45.370152,-71.860062,171.2,15,76.2,18.2,60,614.4,1668,0.456679,222,104,77,372,UE,,
S1,2020,6,19,0,47,6,45.370209,-71.859886,170.8,15,76.2,18.2,60,614.4,1946,0.313151,118,66,57,210,UE,,
S2,2020,6,19,0,47,8,45.370262,-71.859703,170.8,15,76.2,18.2,60,614.4,1641,0.430583,161,82,60,293,UE,,
S3,2020,6,19,0,47,11,45.370354,-71.859421,170.3,15,76.2,18.2,60,614.4,1929,0.339247,135,75,66,212,UE,,
S4,2020,6,19,0,47,13,45.370415,-71.85923,169.60001,15,76.3,18.1,60,614.4,1735,0.482775,143,77,51,252,UE,,
S5,2020,6,19,0,47,15,45.37051,-71.858925,167.8,15,76.4,18.2,60,614.4,1944,0.926405,257,148,107,480,OK,,
S6,2020,6,19,0,47,18,45.370575,-71.858734,165.8,15,76.4,18.2,60,614.4,1795,0.195719,62,34,25,105,UE,,
S2,2020,6,19,0,47,23,45.370708,-71.858315,162.3,15,76.5,18.2,60,614.4,1836,0.339247,196,88,67,296,UE,,
S3,2020,6,19,0,47,25,45.37075,-71.858139,161.10001,15,76.4,18.2,60,614.4,3347,0.495822,517,202,153,810,OK,,
S4,2020,6,19,0,47,28,45.37075,-71.85804,161,15,76.4,18.1,60,614.4,1632,0.743734,339,163,123,539,OK,,
S5,2020,6,19,0,47,30,45.370667,-71.857903,160.8,15,76.4,18.2,60,614.4,1745,0.352295,117,63,46,203,UE,,
S6,2020,6,19,0,47,33,45.370575,-71.857796,160.5,15,76.4,18.2,60,614.4,1734,0.482775,251,115,86,411,UE,,
S1,2020,6,19,0,47,35,45.370472,-71.857681,159.7,15,76.3,18.2,60,614.4,2204,5.036513,3173,1311,892,5045,OK,,
S2,2020,6,19,0,47,38,45.370285,-71.857513,158.39999,15,76.3,18.2,60,614.4,4554,1.40918,2022,728,525,3131,OK,,
S3,2020,6,19,0,47,40,45.37014,-71.857407,157.3,15,76.4,18.2,60,614.4,2196,22.338106,4349,2780,1726,8401,OK,,
S4,2020,6,19,0,47,42,45.369911,-71.857262,155.39999,15,76.6,18.2,60,614.4,1628,3.405517,1430,686,488,2429,OK,,
S5,2020,6,19,0,47,45,45.369762,-71.85717,155.7,15,76.7,18.1,60,614.4,2199,1.774523,1166,489,351,1804,OK,,
S6,2020,6,19,0,47,47,45.369564,-71.857063,157.2,15,76.8,18.1,60,614.4,1622,0.978597,299,146,79,514,UE,,
S1,2020,6,19,0,47,50,45.369434,-71.857002,157.8,15,76.9,18.2,60,614.4,1656,0.952501,219,112,44,404,UE,,
S2,2020,6,19,0,47,52,45.36924,-71.856888,157.8,15,76.9,18.2,60,614.4,1836,3.314182,1449,609,323,2425,OK,,
S3,2020,6,19,0,47,55,45.36911,-71.856842,158.3,15,77,18.1,60,614.4,2266,0.678494,156,98,70,305,UE,,
S4,2020,6,19,0,47,57,45.368908,-71.856789,158.2,15,77,18.1,60,614.4,4182,21.920572,1820,2050,1317,5653,OK,,
S5,2020,6,19,0,48,0,45.368774,-71.856773,158.60001,15,77,18.1,60,614.4,1654,1.448323,569,293,227,994,OK,,
S6,2020,6,19,0,48,2,45.368652,-71.856766,158.8,15,77,18.2,60,614.4,1638,0.50887,149,75,41,252,UE,,
S1,2020,6,19,0,48,4,45.368507,-71.856781,158.5,15,77,18.1,60,614.4,1911,2.283393,488,287,162,872,OK,,
S2,2020,6,19,0,48,7,45.368465,-71.856865,159,15,77,18.1,60,614.4,1700,1.774523,764,345,219,1269,OK,,
S3,2020,6,19,0,48,9,45.368446,-71.857048,160.2,15,76.9,18.2,60,614.4,1819,0.352295,189,84,60,302,UE,,
S4,2020,6,19,0,48,12,45.368446,-71.857193,160,15,76.8,18.1,60,614.4,5886,0.534966,1948,649,479,2950,OK,,
S5,2020,6,19,0,48,14,45.36845,-71.857407,158.3,15,76.8,18.1,60,614.4,2293,0.417535,308,131,102,475,OK,,
S6,2020,6,19,0,48,17,45.368458,-71.857567,157.89999,15,76.7,18.2,60,614.4,1971,1.683187,1047,459,348,1698,OK,,
