Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,
S4,2020,5,6,0,29,12,45.373112,-71.978523,245.10001,14,47,5.6,60,614.4,2321,0.600206,157,97,76,280,UE,0.308,0.471,,
S5,2020,5,6,0,29,14,45.373039,-71.978531,245.7,14,47,5.7,60,614.4,2929,0.848117,144,106,75,302,UE,0.358,0.526,,
S2,2020,5,6,0,29,21,45.372707,-71.978584,244.2,14,47,5.6,60,614.4,3410,1.957194,295,236,173,609,OK,0.400,0.559,,
S3,2020,5,6,0,29,24,45.372616,-71.978592,244.10001,14,47,5.7,60,614.4,5291,0.221815,55,41,40,79,UE,0.427,0.528,,
S4,2020,5,6,0,29,26,45.372498,-71.9786,244.10001,14,47,5.6,60,614.4,3895,0.287055,65,47,42,124,UE,0.401,0.530,,
S5,2020,5,6,0,29,29,45.372421,-71.978615,243.8,14,47.1,5.7,60,614.4,6824,0.143528,24,22,21,45,UE,0.525,0.616,,
S2,2020,5,6,0,29,36,45.372143,-71.978653,245.10001,14,47,5.7,60,614.4,3694,0.182671,46,32,29,82,UE,0.384,0.512,,
S3,2020,5,6,0,29,39,45.372044,-71.978653,246,14,47,5.7,60,614.4,7074,0.456679,47,55,49,140,UE,0.609,0.698,,
S4,2020,5,6,0,29,41,45.371979,-71.978661,246.10001,14,47,5.7,60,614.4,1624,0.443631,180,90,67,302,UE,0.214,0.383,,
S5,2020,5,6,0,29,44,45.371872,-71.978691,245.5,14,47,5.7,60,614.4,4302,0.430583,74,60,51,150,UE,0.445,0.577,,
S6,2020,5,6,0,29,46,45.371811,-71.978706,245.2,14,47.1,5.7,60,614.4,4021,0.117432,191,82,79,287,UE,0.131,0.245,,
S1,2020,5,6,0,29,48,45.371731,-71.97876,244.10001,14,47,5.7,60,614.4,2632,0.626302,153,99,80,298,UE,0.334,0.490,,
S2,2020,5,6,0,29,51,45.371708,-71.978828,244.10001,14,47.1,5.7,60,614.4,2094,1.200412,709,296,198,1147,OK,0.152,0.310,,
S3,2020,5,6,0,29,53,45.371716,-71.978966,245.5,13,47.1,5.7,60,614.4,2314,0.274007,65,41,30,117,UE,0.304,0.475,,
S4,2020,5,6,0,29,56,45.371719,-71.979065,246.2,13,47.1,5.7,60,614.4,2564,0.300103,77,49,40,134,UE,0.328,0.483,,
S5,2020,5,6,0,29,58,45.371727,-71.979202,246.5,13,47.1,5.7,60,614.4,4299,0.404487,68,56,47,139,UE,0.449,0.583,,
S2,2020,5,6,0,30,6,45.371738,-71.979523,250.2,13,47.1,5.7,60,614.4,2275,0.260959,74,45,36,130,UE,0.304,0.464,,
S3,2020,5,6,0,30,8,45.37175,-71.979614,250.8,13,47.1,5.7,60,614.4,2955,0.848117,132,100,68,291,UE,0.357,0.528,,
S4,2020,5,6,0,30,11,45.371769,-71.979782,249.89999,13,47,5.7,60,614.4,2740,0.300103,73,48,39,129,UE,0.342,0.496,,
S5,2020,5,6,0,30,13,45.371777,-71.979881,250,13,47.1,5.7,60,614.4,2332,0.339247,81,51,38,138,UE,0.307,0.476,,
S2,2020,5,6,0,30,20,45.371807,-71.980301,250.39999,13,47.1,5.7,60,614.4,2464,0.430583,99,64,48,188,UE,0.319,0.487,,
S3,2020,5,6,0,30,23,45.371815,-71.980408,250.5,13,47.1,5.7,60,614.4,3729,0.352295,101,68,64,144,UE,0.371,0.491,,
S4,2020,5,6,0,30,25,45.371822,-71.980568,250.5,13,47,5.7,60,614.4,3755,0.287055,74,51,47,109,UE,0.381,0.506,,
S5,2020,5,6,0,30,28,45.371834,-71.980667,250.89999,13,47,5.7,60,614.4,4416,0.13048,37,26,25,49,UE,0.395,0.506,,
S3,2020,5,6,0,30,38,45.371868,-71.981209,250.10001,13,47,5.7,60,614.4,2007,1.970242,532,311,228,966,OK,0.274,0.447,,
S4,2020,5,6,0,30,40,45.371872,-71.981323,249.10001,13,47.1,5.7,60,614.4,2660,0.548014,169,105,93,249,UE,0.326,0.466,,
S5,2020,5,6,0,30,43,45.371883,-71.981506,249.8,13,47,5.7,60,614.4,2849,1.21346,406,251,234,541,OK,0.326,0.453,,
S2,2020,5,6,0,30,50,45.371944,-71.981918,248.7,15,47,5.7,60,614.4,2505,0.182671,55,34,29,88,UE,0.320,0.468,,
S3,2020,5,6,0,30,52,45.372013,-71.982079,248.8,14,47,5.7,60,614.4,4279,0.182671,32,26,22,64,UE,0.445,0.578,,
S4,2020,5,6,0,30,55,45.372063,-71.982162,248.8,15,47,5.7,60,614.4,1925,0.469727,301,134,105,468,OK,0.173,0.328,,
S5,2020,5,6,0,30,57,45.372143,-71.982246,248.8,15,47,5.7,60,614.4,3915,0.169623,48,33,31,64,UE,0.382,0.501,,
S3,2020,5,6,0,31,7,45.372135,-71.982536,250.2,15,47,5.7,60,614.4,2733,0.13048,38,24,21,57,UE,0.333,0.475,,
S4,2020,5,6,0,31,10,45.372051,-71.982544,250.10001,15,47,5.7,60,614.4,3372,0.378391,74,54,44,136,UE,0.389,0.537,,
S5,2020,5,6,0,31,12,45.372002,-71.982529,250,15,47,5.7,60,614.4,4021,1.017741,128,116,86,310,UE,0.452,0.600,,
S2,2020,5,6,0,31,19,45.371887,-71.982269,248.10001,15,47,5.7,60,614.4,4396,0.287055,55,43,38,111,UE,0.437,0.563,,
S3,2020,5,6,0,31,22,45.371899,-71.98217,247.8,15,47,5.7,60,614.4,1780,0.300103,103,56,43,178,UE,0.251,0.418,,
S4,2020,5,6,0,31,24,45.371998,-71.982162,247.8,15,47,5.7,60,614.4,3006,0.469727,414,160,111,646,OK,0.136,0.278,,
S5,2020,5,6,0,31,27,45.372055,-71.982216,247.7,15,47,5.7,60,614.4,2874,0.143528,44,28,25,65,UE,0.338,0.475,,
S6,2020,5,6,0,31,29,45.372128,-71.9823,248.10001,15,47,5.7,60,614.4,2264,0.052192,51,23,21,77,UE,0.166,0.297,,
S1,2020,5,6,0,31,32,45.372177,-71.982346,248,15,47,5.7,60,614.4,2824,0.182671,49,32,27,94,UE,0.345,0.492,,
S2,2020,5,6,0,31,34,45.372231,-71.982407,248.39999,15,47,5.7,60,614.4,2264,0.378391,235,95,61,376,UE,0.144,0.298,,
S4,2020,5,6,0,31,39,45.372391,-71.982582,249.5,15,47.1,5.8,60,614.4,21004,855.0849,159,55,52,227,UE,0.047,0.124,,
S2,2020,5,6,0,31,49,45.37273,-71.982834,249.7,14,47,5.7,60,614.4,1969,0.469727,116,68,46,217,UE,0.260,0.440,,
S3,2020,5,6,0,31,51,45.372833,-71.982719,248.3,15,47,5.7,60,614.4,4340,0.613254,88,77,62,213,UE,0.464,0.601,,
S4,2020,5,6,0,31,54,45.372887,-71.98262,247.2,14,47.1,5.8,60,614.4,2590,0.195719,56,35,30,91,UE,0.326,0.472,,
S5,2020,5,6,0,31,56,45.372971,-71.982475,247.2,14,47,5.8,60,614.4,4439,0.156576,38,28,26,56,UE,0.416,0.533,,
S1,2020,5,6,0,32,1,45.373104,-71.982224,244.2,14,47.1,5.8,60,614.4,2361,3.26199,879,542,437,1516,OK,0.312,0.470,,
S2,2020,5,6,0,32,4,45.373161,-71.982117,243.7,15,47.1,5.8,60,614.4,1728,3.992675,1419,757,584,2560,OK,0.243,0.410,,
S3,2020,5,6,0,32,6,45.373215,-71.982018,243.39999,14,47,5.7,60,614.4,1621,0.208767,100,50,41,168,UE,0.220,0.376,,
S4,2020,5,6,0,32,9,45.373291,-71.981873,243,15,47,5.7,60,614.4,1706,0.260959,108,57,47,178,UE,0.244,0.400,,
S2,2020,5,6,0,32,18,45.373508,-71.981468,244.2,15,47,5.7,60,614.4,2804,0.143528,40,26,22,69,UE,0.343,0.490,,
S3,2020,5,6,0,32,21,45.373539,-71.981377,244.89999,15,47.1,5.8,60,614.4,2320,2.648736,535,347,233,1024,OK,0.296,0.474,,
S4,2020,5,6,0,32,23,45.373577,-71.981247,244.89999,15,47,5.7,60,614.4,2570,2.505208,567,371,285,1119,OK,0.329,0.493,,
S5,2020,5,6,0,32,26,45.373615,-71.981209,245.60001,15,47.1,5.8,60,614.4,6008,1.030789,142,136,122,366,OK,0.531,0.636,,
S6,2020,5,6,0,32,28,45.373692,-71.981255,247.3,15,47,5.7,60,614.4,5006,0.221815,437,182,175,661,OK,0.117,0.228,,
S1,2020,5,6,0,32,31,45.373688,-71.981323,247.7,15,47.1,5.8,60,614.4,2436,6.041205,1224,807,564,2310,OK,0.312,0.486,,
S2,2020,5,6,0,32,33,45.37365,-71.981377,246.8,15,47,5.7,60,614.4,2140,3.522949,2092,863,564,3408,OK,0.148,0.306,,
S3,2020,5,6,0,32,36,45.373585,-71.981445,246.89999,15,47.1,5.8,60,614.4,2020,0.143528,47,27,22,77,UE,0.281,0.439,,
S4,2020,5,6,0,32,38,45.373539,-71.981514,246.3,15,47.1,5.8,60,614.4,2927,0.182671,51,33,29,81,UE,0.345,0.485,,
S2,2020,5,6,0,32,48,45.37328,-71.981956,245.2,20,47.1,5.8,60,614.4,2045,0.195719,64,37,30,111,UE,0.283,0.443,,
S3,2020,5,6,0,32,50,45.373207,-71.982086,245.2,20,47,5.8,60,614.4,2180,0.247911,76,45,37,125,UE,0.296,0.452,,
S4,2020,5,6,0,32,53,45.373161,-71.982178,245.2,20,47,5.8,60,614.4,2932,0.482775,101,70,55,195,UE,0.359,0.516,,
S5,2020,5,6,0,32,55,45.373081,-71.982315,245.2,20,47,5.8,60,614.4,4118,0.300103,49,40,33,100,UE,0.441,0.579,,
S2,2020,5,6,0,33,3,45.372936,-71.982574,247.3,20,47,5.8,60,614.4,2971,0.156576,39,26,22,66,UE,0.355,0.501,,
S4,2020,5,6,0,33,8,45.372829,-71.98278,248.60001,20,47,5.8,60,614.4,1649,0.561062,205,105,76,358,UE,0.221,0.393,,
S5,2020,5,6,0,33,10,45.372791,-71.982864,248.89999,20,47,5.8,60,614.4,1790,0.234863,160,75,66,274,UE,0.189,0.329,,
S1,2020,5,6,0,33,15,45.372814,-71.983055,249,20,47,5.8,60,614.4,1717,0.430583,108,58,31,212,UE,0.181,0.369,,
S2,2020,5,6,0,33,17,45.37291,-71.983177,249.10001,15,47,5.8,60,614.4,3414,0.835069,705,237,110,1083,OK,0.132,0.227,,
S3,2020,5,6,0,33,20,45.372974,-71.983253,248.89999,20,47.1,5.8,60,614.4,6965,1.957194,215,239,215,660,OK,0.593,0.683,,
S4,2020,5,6,0,33,22,45.373077,-71.983368,248.89999,20,47,5.8,60,614.4,40072,854.88922,548,187,184,867,OK,0.024,0.088,,
S5,2020,5,6,0,33,25,45.373142,-71.983429,248.89999,15,47,5.8,60,614.4,4175,0.991645,154,129,105,344,OK,0.449,0.587,,
S1,2020,5,6,0,33,30,45.373302,-71.983559,249,15,47,5.8,60,614.4,5074,0.195719,36,30,27,79,UE,0.470,0.586,,
S2,2020,5,6,0,33,32,45.37336,-71.983566,249,15,47,5.8,60,614.4,2863,1.604899,356,241,193,716,OK,0.352,0.508,,
S3,2020,5,6,0,33,35,45.373405,-71.983665,249.60001,15,47,5.8,60,614.4,6140,1.004693,130,129,115,345,OK,0.544,0.648,,
S4,2020,5,6,0,33,37,45.373383,-71.983719,249.2,15,47.1,5.8,60,614.4,4162,2.531304,443,353,299,1083,OK,0.437,0.571,,
S5,2020,5,6,0,33,40,45.373325,-71.983711,248.2,15,47.1,5.8,60,614.4,3234,3.914388,900,621,529,1961,OK,0.372,0.515,,
S1,2020,5,6,0,33,45,45.373222,-71.983582,247.89999,20,47,5.8,60,614.4,4988,0.156576,30,24,22,67,UE,0.454,0.569,,
S2,2020,5,6,0,33,47,45.373177,-71.983528,247,20,47.1,5.8,60,614.4,52477,0.013048,667,255,252,1117,OK,0.068,0.158,,
S3,2020,5,6,0,33,49,45.373089,-71.983414,246.39999,20,47,5.8,60,614.4,3041,0.548014,110,78,61,229,UE,0.368,0.524,,
S4,2020,5,6,0,33,52,45.373028,-71.983345,246.5,20,47.1,5.8,60,614.4,4792,0.300103,454,148,85,660,UE,0.139,0.229,,
S5,2020,5,6,0,33,54,45.372936,-71.983246,246.5,20,47,5.8,60,614.4,6271,1.748427,182,204,175,546,OK,0.581,0.683,,
S1,2020,5,6,0,33,59,45.372807,-71.983101,247,20,47,5.8,60,614.4,1677,4.201443,874,457,157,1615,OK,0.077,0.253,,
S2,2020,5,6,0,34,2,45.372711,-71.982994,246.60001,20,47.1,5.8,60,614.4,1738,3.418566,1246,528,227,2150,OK,0.104,0.262,,
S3,2020,5,6,0,34,4,45.372646,-71.98291,247,20,47,5.8,60,614.4,2393,0.195719,51,32,25,90,UE,0.314,0.477,,
S4,2020,5,6,0,34,7,45.372543,-71.982796,247.5,20,47,5.8,60,614.4,2383,0.13048,47,28,25,73,UE,0.305,0.445,,
S2,2020,5,6,0,34,16,45.372215,-71.982445,247,20,47,5.8,60,614.4,63843,855.00665,83,23,25,111,UE,-0.101,-0.154,,
S4,2020,5,6,0,34,21,45.372063,-71.982269,247,20,47,5.8,60,614.4,2392,0.182671,56,34,29,87,UE,0.311,0.460,,
S5,2020,5,6,0,34,24,45.372017,-71.982208,247.39999,20,47.1,5.9,60,614.4,4949,0.208767,33,29,25,67,UE,0.484,0.606,,
S2,2020,5,6,0,34,31,45.371883,-71.981918,247.39999,20,47,5.8,60,614.4,1651,0.169623,72,37,29,123,UE,0.229,0.393,,
S3,2020,5,6,0,34,34,45.371861,-71.981773,247.60001,20,47.1,5.8,60,614.4,5514,0.626302,120,98,92,161,UE,0.468,0.574,,
S4,2020,5,6,0,34,36,45.371857,-71.981682,248,20,47,5.8,60,614.4,1626,1.435276,580,278,191,991,OK,0.192,0.365,,
S5,2020,5,6,0,34,39,45.371853,-71.981537,247.7,20,47,5.8,60,614.4,3352,0.70459,190,127,115,372,OK,0.364,0.495,,
S6,2020,5,6,0,34,41,45.371845,-71.98143,248.2,20,47.2,5.9,60,614.4,1939,0.208767,106,58,56,173,UE,0.260,0.381,,
S1,2020,5,6,0,34,44,45.371841,-71.981293,249.3,20,47,5.8,60,614.4,3527,1.383084,359,244,222,681,OK,0.373,0.502,,
S2,2020,5,6,0,34,46,45.371826,-71.981186,249.89999,20,47.1,5.8,60,614.4,1628,3.13151,1271,608,419,2208,OK,0.192,0.364,,
S4,2020,5,6,0,34,51,45.371815,-71.980934,250.2,20,47.1,5.8,60,614.4,2623,0.182671,54,34,29,83,UE,0.329,0.476,,
S5,2020,5,6,0,34,53,45.371803,-71.980782,250.2,20,47,5.8,60,614.4,3593,0.352295,104,69,65,145,UE,0.364,0.484,,
S2,2020,5,6,0,35,1,45.371784,-71.980461,249.60001,20,47.2,5.9,60,614.4,4975,0.313151,68,52,49,95,UE,0.436,0.546,,
S3,2020,5,6,0,35,3,45.37178,-71.98037,250,20,47.2,5.9,60,614.4,3366,0.169623,40,28,24,71,UE,0.380,0.520,,
S4,2020,5,6,0,35,6,45.371769,-71.980232,249.8,20,47.2,5.9,60,614.4,2375,0.600206,126,82,57,243,UE,0.305,0.481,,
S5,2020,5,6,0,35,8,45.371758,-71.980141,249.60001,20,47.1,5.9,60,614.4,1747,0.743734,245,132,97,442,UE,0.242,0.414,,
S2,2020,5,6,0,35,15,45.371738,-71.979767,249.7,20,47.1,5.9,60,614.4,3197,0.521918,81,63,45,175,UE,0.382,0.545,,
S3,2020,5,6,0,35,18,45.371735,-71.979675,249.10001,15,47.1,5.9,60,614.4,1847,0.861165,256,143,104,428,OK,0.254,0.428,,
S4,2020,5,6,0,35,20,45.371716,-71.979477,249.10001,15,47.1,5.9,60,614.4,2057,0.404487,114,67,51,208,UE,0.282,0.450,,
S5,2020,5,6,0,35,23,45.3717,-71.979324,246.3,20,47.1,5.9,60,614.4,3297,0.378391,72,53,42,131,UE,0.387,0.539,,
S2,2020,5,6,0,35,30,45.371662,-71.978844,242.8,20,47.1,5.9,60,614.4,2337,0.365343,107,65,54,182,UE,0.309,0.463,,
S3,2020,5,6,0,35,33,45.371643,-71.978592,241.3,20,47.1,5.9,60,614.4,1735,2.844455,807,435,281,1450,OK,0.221,0.404,,
S4,2020,5,6,0,35,35,45.371632,-71.978424,240.2,15,47.1,5.9,60,614.4,1852,0.208767,76,42,34,118,UE,0.263,0.423,,
S5,2020,5,6,0,35,38,45.371613,-71.978203,238.5,20,47.1,5.9,60,614.4,6599,0.456679,63,62,57,123,UE,0.549,0.644,,
S2,2020,5,6,0,35,45,45.37159,-71.97776,237.10001,20,47.1,5.9,60,614.4,2319,0.234863,61,38,29,111,UE,0.307,0.474,,
S3,2020,5,6,0,35,47,45.371574,-71.9776,236.89999,20,47.1,5.9,60,614.4,1660,13.126247,5294,2436,1530,8962,OK,0.170,0.344,,
S4,2020,5,6,0,35,50,45.371567,-71.977486,236.60001,20,47.1,5.9,60,614.4,2467,0.221815,65,40,34,105,UE,0.317,0.466,,
S5,2020,5,6,0,35,52,45.371559,-71.977303,236.60001,20,47.1,5.9,60,614.4,5263,0.156576,29,24,22,48,UE,0.470,0.582,,
S2,2020,5,6,0,36,0,45.371544,-71.976898,233.89999,20,47.2,5.9,60,614.4,3466,0.495822,96,71,58,182,UE,0.396,0.542,,
S4,2020,5,6,0,36,5,45.37154,-71.976654,234.10001,14,47.2,5.9,60,614.4,2256,0.521918,108,69,46,198,UE,0.288,0.468,,
S5,2020,5,6,0,36,7,45.37154,-71.976555,233.8,20,47.2,5.9,60,614.4,1722,0.76983,349,157,103,548,OK,0.169,0.339,,
S2,2020,5,6,0,36,15,45.371548,-71.976158,232.89999,20,47.2,5.9,60,614.4,1967,0.221815,68,39,30,117,UE,0.273,0.440,,
S3,2020,5,6,0,36,17,45.371548,-71.976059,232.5,20,47.2,5.9,60,614.4,2239,0.365343,91,56,42,165,UE,0.299,0.468,,
S4,2020,5,6,0,36,19,45.371552,-71.975868,231.60001,15,47.2,5.9,60,614.4,1625,0.156576,85,43,38,124,UE,0.224,0.367,,
S5,2020,5,6,0,36,22,45.371552,-71.975754,231.10001,15,47.2,5.9,60,614.4,5883,0.117432,32,24,24,43,UE,0.431,0.524,,
S6,2020,5,6,0,36,24,45.371555,-71.975586,231.10001,15,47.2,5.9,60,614.4,2212,0.026096,45,22,24,66,UE,0.168,0.248,,
S1,2020,5,6,0,36,27,45.371559,-71.975479,229.10001,20,47.2,5.9,60,614.4,1854,3.666477,1473,807,702,2495,OK,0.263,0.410,,
S2,2020,5,6,0,36,29,45.371552,-71.975388,228.60001,20,47.2,5.9,60,614.4,1932,1.122124,787,358,305,1311,OK,0.178,0.322,,
S3,2020,5,6,0,36,32,45.371487,-71.975281,229.2,20,47.2,5.9,60,614.4,1855,0.417535,129,72,54,225,UE,0.259,0.429,,
S4,2020,5,6,0,36,34,45.371437,-71.975258,229.89999,20,47.2,5.9,60,614.4,2169,0.195719,57,34,27,95,UE,0.295,0.457,,
S5,2020,5,6,0,36,37,45.371326,-71.975258,230.2,20,47.2,5.9,60,614.4,2930,0.326199,54,40,28,102,UE,0.357,0.526,,
S2,2020,5,6,0,36,44,45.371059,-71.975258,232.3,20,47.2,5.9,60,614.4,2567,0.313151,64,43,31,118,UE,0.326,0.497,,
S4,2020,5,6,0,36,49,45.370892,-71.975266,232.7,20,47.2,6,60,614.4,3467,0.143528,36,25,22,55,UE,0.380,0.515,,
S4,2020,5,6,0,37,4,45.370316,-71.975281,232.2,20,47.2,6,60,614.4,3051,0.156576,48,31,28,78,UE,0.347,0.480,,
S2,2020,5,6,0,37,14,45.369961,-71.975288,233.8,15,47.2,6,60,614.4,3799,0.221815,36,29,23,74,UE,0.425,0.571,,
S3,2020,5,6,0,37,16,45.369907,-71.975288,233.60001,15,47.1,5.9,60,614.4,3303,0.76983,108,88,61,249,UE,0.390,0.554,,
S4,2020,5,6,0,37,18,45.369831,-71.975296,234.60001,15,47.2,6,60,614.4,3356,0.378391,68,51,40,135,UE,0.392,0.545,,
S5,2020,5,6,0,37,21,45.369778,-71.975304,234.89999,14,47.2,6,60,614.4,4276,0.365343,61,50,42,127,UE,0.447,0.581,,
S2,2020,5,6,0,37,28,45.369553,-71.975311,236.10001,15,47.2,6,60,614.4,2605,0.482775,90,62,43,176,UE,0.327,0.500,,
S4,2020,5,6,0,37,33,45.369411,-71.975319,236.2,15,47.1,5.9,60,614.4,3473,0.182671,41,29,25,68,UE,0.385,0.524,,
S5,2020,5,6,0,37,36,45.369305,-71.975327,236.60001,15,47.2,6,60,614.4,4184,0.182671,34,27,23,62,UE,0.436,0.570,,
S2,2020,5,6,0,37,43,45.369038,-71.975334,234.5,15,47.2,6,60,614.4,3028,0.326199,79,53,45,127,UE,0.358,0.503,,
S3,2020,5,6,0,37,46,45.368916,-71.975319,233.2,14,47.2,6,60,614.4,2531,0.182671,47,30,24,79,UE,0.326,0.484,,
S4,2020,5,6,0,37,48,45.368851,-71.975281,232.60001,15,47.2,6,60,614.4,2101,2.531304,456,290,158,981,OK,0.233,0.422,,
S5,2020,5,6,0,37,50,45.368797,-71.975166,232.10001,14,47.1,5.9,60,614.4,3520,0.652398,109,85,66,238,UE,0.406,0.558,,
S6,2020,5,6,0,37,53,45.368786,-71.97506,231.60001,15,47.1,6,60,614.4,1829,0.287055,178,81,65,310,UE,0.181,0.334,,
S1,2020,5,6,0,37,55,45.368793,-71.974861,231.60001,15,47.2,6,60,614.4,2888,0.391439,57,44,28,131,UE,0.343,0.518,,
S2,2020,5,6,0,37,58,45.368797,-71.974747,228.2,20,47.2,6,60,614.4,1643,1.761474,670,311,189,1148,OK,0.168,0.344,,
S3,2020,5,6,0,38,0,45.368801,-71.974632,227.10001,15,47.1,6,60,614.4,3919,0.13048,34,24,22,49,UE,0.393,0.517,,
S4,2020,5,6,0,38,3,45.368809,-71.97448,226.10001,15,47.1,6,60,614.4,1681,0.404487,198,92,67,330,UE,0.186,0.353,,
S5,2020,5,6,0,38,5,45.36882,-71.974396,225.60001,15,47.1,6,60,614.4,3590,0.182671,56,37,35,79,UE,0.362,0.481,,
S6,2020,5,6,0,38,8,45.368828,-71.974243,224.39999,15,47.1,6,60,614.4,3139,0.143528,193,86,84,296,UE,0.147,0.260,,
S1,2020,5,6,0,38,10,45.368832,-71.974129,223.5,15,47.1,6,60,614.4,1968,1.722331,674,377,333,1228,OK,0.274,0.417,,
S2,2020,5,6,0,38,13,45.368839,-71.973946,222,15,47.1,6,60,614.4,1959,0.665446,391,169,120,638,OK,0.163,0.323,,
S3,2020,5,6,0,38,15,45.368843,-71.973824,221.10001,15,47.1,6,60,614.4,3712,0.221815,46,34,29,79,UE,0.404,0.542,,
S4,2020,5,6,0,38,17,45.368851,-71.973656,220,15,47.1,6,60,614.4,1883,0.195719,72,40,33,111,UE,0.267,0.424,,
S5,2020,5,6,0,38,20,45.368858,-71.973541,219.2,15,47.1,6,60,614.4,5463,0.143528,40,29,29,55,UE,0.413,0.509,,
S6,2020,5,6,0,38,22,45.368862,-71.973389,219.2,15,47.1,6,60,614.4,1821,0.06524,43,23,23,65,UE,0.243,0.354,,
S1,2020,5,6,0,38,25,45.368874,-71.973289,217.89999,14,47.1,6,60,614.4,1644,2.792263,1063,543,406,1816,OK,0.223,0.392,,
S2,2020,5,6,0,38,27,45.368904,-71.973145,217.8,15,47.1,6,60,614.4,2001,0.208767,76,43,37,124,UE,0.278,0.427,,
S3,2020,5,6,0,38,30,45.368961,-71.973083,217.2,20,47.1,6,60,614.4,1944,0.756782,253,143,116,436,OK,0.273,0.433,,
S4,2020,5,6,0,38,32,45.369022,-71.973068,217.7,20,47.2,6.1,60,614.4,4571,0.117432,187,73,62,279,UE,0.119,0.244,,
S5,2020,5,6,0,38,35,45.369122,-71.973068,219,15,47.1,6,60,614.4,4838,0.143528,37,27,26,51,UE,0.415,0.522,,
S1,2020,5,6,0,38,40,45.369263,-71.973068,219.8,15,47.1,6,60,614.4,2485,0.50887,167,101,90,281,UE,0.313,0.452,,
S2,2020,5,6,0,38,42,45.369331,-71.973068,220,15,47.1,6,60,614.4,1624,0.117432,71,36,33,108,UE,0.223,0.358,,
S3,2020,5,6,0,38,45,45.369431,-71.973091,220.7,15,47,6,60,614.4,1702,1.996338,928,488,431,1559,OK,0.243,0.387,,
S4,2020,5,6,0,38,47,45.369507,-71.973091,223,15,47,6,60,614.4,1910,0.156576,67,37,33,101,UE,0.267,0.409,,
S5,2020,5,6,0,38,49,45.369629,-71.973106,224.60001,15,47,6,60,614.4,4580,0.117432,32,23,22,46,UE,0.406,0.517,,
S2,2020,5,6,0,38,57,45.3699,-71.973145,229.8,15,47.1,6.1,60,614.4,2239,0.13048,48,28,25,78,UE,0.295,0.435,,
S3,2020,5,6,0,38,59,45.369976,-71.97316,231,15,47,6,60,614.4,1704,0.221815,91,48,39,152,UE,0.243,0.402,,
S4,2020,5,6,0,39,2,45.370071,-71.973213,231.2,15,47.1,6.1,60,614.4,2023,0.430583,135,78,62,231,UE,0.281,0.443,,
S5,2020,5,6,0,39,4,45.370113,-71.973289,230.3,14,47,6,60,614.4,3293,0.456679,75,58,43,153,UE,0.390,0.550,,
S2,2020,5,6,0,39,12,45.370129,-71.973625,228.5,20,47,6,60,614.4,2541,0.417535,87,58,42,171,UE,0.324,0.495,,
S3,2020,5,6,0,39,14,45.370132,-71.973724,228.8,15,47,6,60,614.4,2719,0.195719,61,38,34,96,UE,0.328,0.465,,
S4,2020,5,6,0,39,16,45.370132,-71.973885,228.3,15,47,6,60,614.4,2087,1.591851,969,409,285,1572,OK,0.156,0.314,,
S5,2020,5,6,0,39,19,45.370132,-71.973984,228.7,20,47,6,60,614.4,2156,2.727024,950,551,480,1670,OK,0.291,0.437,,
S6,2020,5,6,0,39,21,45.370117,-71.974129,228.7,20,47,6,60,614.4,1678,0.182671,133,65,62,205,UE,0.200,0.324,,
S1,2020,5,6,0,39,24,45.370079,-71.974205,228.89999,20,47,6,60,614.4,2948,0.274007,71,47,40,136,UE,0.352,0.498,,
S2,2020,5,6,0,39,26,45.370007,-71.974266,228.7,20,47,6.1,60,614.4,1981,0.626302,367,158,112,612,OK,0.161,0.322,,
S3,2020,5,6,0,39,29,45.369949,-71.974281,228.7,20,47,6,60,614.4,2502,0.247911,63,40,32,114,UE,0.324,0.482,,
S4,2020,5,6,0,39,31,45.369873,-71.974274,229.5,20,47,6.1,60,614.4,1919,0.326199,122,68,58,187,UE,0.271,0.421,,
S5,2020,5,6,0,39,34,45.369751,-71.974281,230,20,47,6,60,614.4,4696,0.378391,92,67,64,127,UE,0.413,0.523,,
S6,2020,5,6,0,39,36,45.369686,-71.974297,230,20,47,6.1,60,614.4,2534,0.143528,172,79,78,264,UE,0.160,0.272,,
S1,2020,5,6,0,39,39,45.36961,-71.974358,230.39999,20,46.9,6,60,614.4,1854,5.284424,2834,1246,876,4614,OK,0.167,0.330,,
S2,2020,5,6,0,39,41,45.369576,-71.974426,231,20,47,6.1,60,614.4,1729,1.435276,743,341,255,1273,OK,0.183,0.346,,
S3,2020,5,6,0,39,44,45.369564,-71.974541,231.5,20,47,6.1,60,614.4,2524,2.713976,962,576,531,1344,OK,0.309,0.441,,
S4,2020,5,6,0,39,46,45.36956,-71.974648,232,20,47,6.1,60,614.4,3772,0.287055,77,53,49,110,UE,0.381,0.505,,
S5,2020,5,6,0,39,48,45.369564,-71.974815,232.60001,20,47,6.1,60,614.4,7362,0.378391,83,68,69,92,UE,0.479,0.558,,
S2,2020,5,6,0,39,56,45.369537,-71.975159,233.39999,20,47,6.1,60,614.4,3512,0.287055,73,50,45,105,UE,0.376,0.507,,
S3,2020,5,6,0,39,58,45.369518,-71.975227,233.7,20,47,6.1,60,614.4,3172,0.195719,51,34,30,80,UE,0.360,0.497,,
