# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S2,2020,6,11,1,17,35,45.408176,-71.872711,207.8,14,66.9,20.5,60,614.4,1686,4.123155,1236,649,419,2225,OK,,,
S3,2020,6,11,1,17,37,45.408169,-71.872719,207.60001,14,66.9,20.5,60,614.4,1812,9.381483,2783,1539,1101,5305,OK,,,
S4,2020,6,11,1,17,40,45.408169,-71.872711,207.2,14,66.9,20.5,60,614.4,53309,853.45398,6499,1765,1098,9267,OK,,,
S5,2020,6,11,1,17,42,45.408169,-71.872711,207.3,15,66.9,20.5,60,614.4,1642,21.229031,5003,2514,978,8986,OK,,,
S6,2020,6,11,1,17,45,45.408169,-71.872719,207.39999,15,66.9,20.5,60,614.4,1823,3.405517,1426,596,296,2326,OK,,,
S1,2020,6,11,1,17,47,45.408169,-71.872719,207.3,15,66.9,20.5,60,614.4,1638,20.01557,5889,2643,991,9877,OK,,,
S2,2020,6,11,1,17,50,45.408169,-71.872711,207.39999,15,66.9,20.5,60,614.4,1695,4.136203,1224,646,416,2206,OK,,,
S3,2020,6,11,1,17,52,45.408165,-71.872711,207.7,15,66.9,20.5,60,614.4,1808,9.355387,2787,1539,1102,5311,OK,,,
S4,2020,6,11,1,17,54,45.408165,-71.872711,208.2,15,66.9,20.5,60,614.4,53159,853.44092,6498,1765,1099,9269,OK,,,
S5,2020,6,11,1,17,57,45.408165,-71.872711,208.3,15,66.8,20.5,60,614.4,1642,21.242079,5001,2514,978,8985,OK,,,
S6,2020,6,11,1,17,59,45.408165,-71.872711,208.3,15,66.8,20.5,60,614.4,1823,3.405517,1426,596,296,2325,OK,,,
S1,2020,6,11,1,18,2,45.408161,-71.872711,208.60001,15,66.8,20.5,60,614.4,1638,20.041666,5891,2644,990,9878,OK,,,
S2,2020,6,11,1,18,4,45.408157,-71.872711,208.89999,15,66.8,20.5,60,614.4,1694,4.123155,1221,644,415,2202,OK,,,
S3,2020,6,11,1,18,7,45.408154,-71.872711,209.60001,15,66.7,20.5,60,614.4,1810,9.342339,2776,1534,1098,5291,OK,,,
S4,2020,6,11,1,18,9,45.408154,-71.872704,210,15,66.7,20.5,60,614.4,62063,854.00201,6480,1784,1089,9214,OK,,,
S5,2020,6,11,1,18,12,45.408146,-71.872704,209.8,15,66.7,20.5,60,614.4,1646,22.168484,5258,2659,1080,9455,OK,,,
S6,2020,6,11,1,18,14,45.408146,-71.872704,209.10001,15,66.7,20.5,60,614.4,1895,3.470757,1539,631,314,2508,OK,,,
S1,2020,6,11,1,18,17,45.408146,-71.872704,208.8,15,66.7,20.5,60,614.4,1656,20.341768,6302,2778,1064,10433,OK,,,
S2,2020,6,11,1,18,19,45.408146,-71.872704,208.8,15,66.7,20.5,60,614.4,1706,4.149251,1195,635,404,2157,OK,,,
S3,2020,6,11,1,18,21,45.408146,-71.872704,209.10001,15,66.7,20.5,60,614.4,1723,8.481174,2829,1509,1111,5200,OK,,,
S4,2020,6,11,1,18,24,45.408146,-71.872711,209.2,15,66.7,20.5,60,614.4,61175,853.91058,6521,1788,1089,9257,OK,,,
S5,2020,6,11,1,18,26,45.408146,-71.872711,209.2,15,66.7,20.5,60,614.4,1646,22.155436,5255,2658,1080,9451,OK,,,
S6,2020,6,11,1,18,29,45.408146,-71.872711,209.5,15,66.7,20.6,60,614.4,1892,3.483805,1540,632,315,2510,OK,,,
S1,2020,6,11,1,18,31,45.408138,-71.872711,209.5,15,66.6,20.5,60,614.4,1656,20.367865,6303,2779,1064,10435,OK,,,
S2,2020,6,11,1,18,34,45.408138,-71.872711,209.60001,15,66.6,20.5,60,614.4,1718,4.240587,1218,651,419,2194,OK,,,
S3,2020,6,11,1,18,36,45.408161,-71.872719,209.7,15,66.7,20.6,60,614.4,1668,7.946208,2555,1326,893,4563,OK,,,
S4,2020,6,11,1,18,39,45.408237,-71.872719,210,15,66.6,20.5,60,614.4,5187,4.814697,8176,2515,1292,12116,OK,,,
S5,2020,6,11,1,18,41,45.408234,-71.872719,209.89999,15,66.6,20.6,60,614.4,1638,8.311551,2011,1006,407,3629,OK,,,
S6,2020,6,11,1,18,44,45.408176,-71.872711,209.5,15,66.5,20.5,60,614.4,1910,3.092366,1372,559,273,2223,OK,,,
S1,2020,6,11,1,18,46,45.408157,-71.872711,209.5,15,66.5,20.5,60,614.4,1661,20.550537,6403,2808,1063,10538,OK,,,
S2,2020,6,11,1,18,48,45.408031,-71.872711,209.5,15,66.6,20.6,60,614.4,2080,12.98272,6634,2647,1406,11157,OK,,,
S3,2020,6,11,1,18,51,45.407894,-71.872704,208.3,15,66.6,20.6,60,614.4,5665,0.195719,492,178,144,740,OK,,,
S4,2020,6,11,1,18,53,45.407665,-71.872704,207.5,15,66.5,20.5,60,614.4,1626,1.200412,469,235,173,772,OK,,,
S5,2020,6,11,1,18,56,45.407505,-71.872704,206.7,15,66.6,20.5,60,614.4,1939,0.300103,95,54,42,152,UE,,,
S6,2020,6,11,1,18,58,45.407341,-71.872696,206,15,66.7,20.6,60,614.4,2064,0.443631,116,69,50,201,UE,,,
S1,2020,6,11,1,19,1,45.407112,-71.872704,205,14,66.7,20.6,60,614.4,2397,4.958225,1035,674,475,1892,OK,,,
S2,2020,6,11,1,19,3,45.406956,-71.872696,204.7,15,66.7,20.6,60,614.4,3368,0.63935,644,247,179,967,OK,,,
S3,2020,6,11,1,19,6,45.406723,-71.872688,203.39999,15,66.7,20.6,60,614.4,1956,0.443631,164,92,79,262,UE,,,
S4,2020,6,11,1,19,8,45.406567,-71.872688,202.89999,14,66.7,20.6,60,614.4,1691,1.056885,398,209,163,646,OK,,,
S5,2020,6,11,1,19,10,45.40633,-71.872681,202.60001,14,66.7,20.5,60,614.4,1877,0.443631,143,80,62,223,UE,,,
S6,2020,6,11,1,19,13,45.406178,-71.872673,202.10001,15,66.8,20.6,60,614.4,1788,1.030789,306,168,118,524,OK,,,
S1,2020,6,11,1,19,15,45.405941,-71.872673,202.10001,15,66.8,20.6,60,614.4,1950,1.696235,560,317,257,1005,OK,,,
S2,2020,6,11,1,19,18,45.405777,-71.872665,200.60001,15,66.8,20.6,60,614.4,2534,0.495822,401,166,127,610,OK,,,
S3,2020,6,11,1,19,20,45.405621,-71.872665,200,15,66.8,20.6,60,614.4,2248,4.423258,1036,645,468,1909,OK,,,
S4,2020,6,11,1,19,23,45.405384,-71.872658,199.2,15,66.9,20.6,60,614.4,1625,1.591851,710,344,260,1186,OK,,,
S5,2020,6,11,1,19,25,45.405228,-71.87265,198.8,15,67,20.6,60,614.4,2145,0.313151,97,57,47,151,UE,,,
S6,2020,6,11,1,19,28,45.404991,-71.872643,197.60001,14,67,20.6,60,614.4,1716,1.096029,384,204,154,654,OK,,,
S1,2020,6,11,1,19,30,45.404835,-71.872643,197.10001,15,67.1,20.6,60,614.4,2401,0.287055,81,50,41,146,UE,,,
S2,2020,6,11,1,19,33,45.404591,-71.872635,196.89999,15,67.1,20.6,60,614.4,1621,3.105414,1402,688,536,2449,OK,,,
S3,2020,6,11,1,19,35,45.404427,-71.872643,196.7,15,67.1,20.6,60,614.4,1881,3.209798,938,529,388,1670,OK,,,
S4,2020,6,11,1,19,37,45.404179,-71.872643,196.7,15,67.1,20.6,60,614.4,1626,2.49216,933,466,329,1613,OK,,,
S5,2020,6,11,1,19,40,45.404034,-71.872643,197,15,67.1,20.6,60,614.4,2620,1.370036,296,197,149,597,OK,,,
S6,2020,6,11,1,19,42,45.40387,-71.872643,197,15,67.1,20.5,60,614.4,1802,1.591851,452,250,171,788,OK,,,
S1,2020,6,11,1,19,45,45.403809,-71.872643,197.39999,15,67.1,20.5,60,614.4,1979,1.487467,469,268,214,843,OK,,,
S2,2020,6,11,1,19,47,45.40374,-71.872627,197.2,15,67.1,20.5,60,614.4,2240,1.396132,873,356,234,1408,OK,,,
S3,2020,6,11,1,19,50,45.40358,-71.87262,196.60001,15,67.1,20.5,60,614.4,2873,0.991645,196,137,104,417,OK,,,
S4,2020,6,11,1,19,52,45.403439,-71.87262,196.10001,14,67.1,20.5,60,614.4,1629,5.623671,2224,1059,708,3903,OK,,,
S5,2020,6,11,1,19,55,45.403198,-71.872627,195.8,15,67.1,20.6,60,614.4,3671,1.709283,199,181,123,466,OK,,,
S6,2020,6,11,1,19,57,45.403042,-71.87262,195.2,15,67.1,20.5,60,614.4,2303,1.800618,404,256,183,776,OK,,,
S1,2020,6,11,1,20,0,45.402809,-71.87262,194.7,15,67.1,20.6,60,614.4,4535,0.76983,115,100,83,275,UE,,,
S2,2020,6,11,1,20,2,45.402657,-71.872604,194.3,14,67.1,20.5,60,614.4,4079,11.664876,1198,1196,826,3204,OK,,,
S3,2020,6,11,1,20,4,45.402435,-71.872597,194.3,14,67.1,20.6,60,614.4,2032,15.722792,3505,2114,1357,6435,OK,,,
S4,2020,6,11,1,20,7,45.40229,-71.872604,193.5,15,67.1,20.6,60,614.4,1620,1.017741,448,221,170,737,OK,,,
S5,2020,6,11,1,20,9,45.402081,-71.872604,193.2,15,67.2,20.6,60,614.4,2853,0.678494,584,232,169,879,OK,,,
S6,2020,6,11,1,20,12,45.401939,-71.872597,193,15,67.1,20.5,60,614.4,2325,0.208767,57,35,28,98,UE,,,
S1,2020,6,11,1,20,14,45.401806,-71.872597,192.8,15,67.3,20.6,60,614.4,1842,0.234863,60,34,21,108,UE,,,
S2,2020,6,11,1,20,17,45.401608,-71.872589,193.3,15,67.2,20.6,60,614.4,2429,0.260959,185,74,49,286,UE,,,
S3,2020,6,11,1,20,19,45.401489,-71.872589,193.3,15,67.2,20.6,60,614.4,1647,3.575141,1192,609,410,2075,OK,,,
S4,2020,6,11,1,20,22,45.401333,-71.872581,193.60001,15,67.2,20.6,60,614.4,1621,0.76983,375,185,151,604,OK,,,
S5,2020,6,11,1,20,24,45.401249,-71.872574,194.2,15,67.3,20.6,60,614.4,1885,0.965549,549,242,177,888,OK,,,
S6,2020,6,11,1,20,26,45.401138,-71.872513,195.60001,15,67.2,20.6,60,614.4,1664,0.417535,221,105,84,357,UE,,,
S1,2020,6,11,1,20,29,45.401096,-71.872383,196.10001,15,67.2,20.6,60,614.4,1860,0.247911,104,57,50,181,UE,,,
S2,2020,6,11,1,20,31,45.401093,-71.872147,196.10001,15,67.2,20.6,60,614.4,1888,0.495822,311,140,112,500,OK,,,
S3,2020,6,11,1,20,34,45.401096,-71.871971,195.3,15,67.2,20.6,60,614.4,3085,2.283393,391,291,214,881,OK,,,
S4,2020,6,11,1,20,36,45.401096,-71.871704,194.89999,15,67.2,20.6,60,614.4,3264,0.822021,185,129,109,349,OK,,,
S5,2020,6,11,1,20,39,45.401134,-71.871582,194.60001,15,67.3,20.6,60,614.4,2363,0.822021,202,127,97,397,UE,,,
S2,2020,6,11,1,20,46,45.401501,-71.871506,194.5,14,67.3,20.6,60,614.4,2005,0.234863,71,41,32,127,UE,,,
S3,2020,6,11,1,20,49,45.401672,-71.871521,194.39999,14,67.3,20.6,60,614.4,3034,1.487467,226,174,119,500,OK,,,
S4,2020,6,11,1,20,51,45.401791,-71.871521,194.89999,15,67.3,20.6,60,614.4,1727,0.952501,534,248,197,863,OK,,,
S5,2020,6,11,1,20,53,45.401962,-71.871513,195.10001,14,67.3,20.6,60,614.4,3492,0.417535,457,179,139,669,OK,,,
S6,2020,6,11,1,20,56,45.402077,-71.871506,194.5,14,67.3,20.6,60,614.4,2708,0.50887,464,194,158,722,OK,,,
S1,2020,6,11,1,20,58,45.402225,-71.871506,194.5,14,67.3,20.6,60,614.4,1724,0.352295,172,91,82,294,UE,,,
S2,2020,6,11,1,21,1,45.402317,-71.871513,195.10001,15,67.3,20.6,60,614.4,3851,0.234863,276,104,77,428,UE,,,
S3,2020,6,11,1,21,3,45.402416,-71.871513,195.39999,15,67.3,20.6,60,614.4,1726,0.352295,194,90,71,313,UE,,,
S4,2020,6,11,1,21,6,45.402584,-71.871521,195.89999,14,67.3,20.6,60,614.4,1656,1.461371,719,341,263,1221,OK,,,
S5,2020,6,11,1,21,8,45.402699,-71.871521,196.3,14,67.3,20.6,60,614.4,2121,4.070963,2610,1109,807,4172,OK,,,
S6,2020,6,11,1,21,11,45.402878,-71.871529,196.8,15,67.2,20.6,60,614.4,1775,0.57411,205,111,88,346,UE,,,
S1,2020,6,11,1,21,13,45.402988,-71.871536,197.3,15,67.2,20.6,60,614.4,1921,4.227539,2565,1135,866,4187,OK,,,
S2,2020,6,11,1,21,16,45.403145,-71.871544,197.89999,14,67.2,20.6,60,614.4,2148,4.932129,3541,1543,1239,5750,OK,,,
S3,2020,6,11,1,21,18,45.40324,-71.871544,197.89999,15,67.2,20.6,60,614.4,2995,1.161268,219,157,119,470,OK,,,
S4,2020,6,11,1,21,20,45.4034,-71.871529,198,15,67.2,20.6,60,614.4,1640,4.906033,2217,1055,777,3953,OK,,,
S5,2020,6,11,1,21,23,45.403519,-71.871521,198.3,13,67.1,20.5,60,614.4,1845,2.844455,1564,694,505,2519,OK,,,
S6,2020,6,11,1,21,25,45.403641,-71.871513,198.3,13,67.1,20.6,60,614.4,1652,3.066271,983,504,329,1703,OK,,,
S1,2020,6,11,1,21,28,45.403687,-71.871452,198.8,15,67.1,20.5,60,614.4,1713,12.252034,3264,1744,1029,5865,OK,,,
S2,2020,6,11,1,21,30,45.403706,-71.871323,198.89999,15,67.1,20.6,60,614.4,2160,2.466064,1615,683,497,2722,OK,,,
S3,2020,6,11,1,21,33,45.403713,-71.871033,199.3,15,67.1,20.6,60,614.4,3914,1.905002,313,252,204,737,OK,,,
S4,2020,6,11,1,21,35,45.403713,-71.87085,199.39999,15,67.2,20.6,60,614.4,3934,4.997368,5886,2188,1584,9062,OK,,,
S5,2020,6,11,1,21,38,45.403717,-71.870674,199.39999,15,67.3,20.6,60,614.4,1908,15.03125,5949,3293,2888,10135,OK,,,
S6,2020,6,11,1,21,40,45.403717,-71.87056,199.60001,15,NAN,NAN,60,614.4,1622,1.34394,591,295,232,969,OK,,,
S1,2020,6,11,1,21,42,45.403713,-71.870392,199.10001,15,65.5,20.6,60,614.4,1958,0.247911,81,46,37,141,UE,,,
S2,2020,6,11,1,21,45,45.403717,-71.870064,199.60001,15,67.3,20.6,60,614.4,3300,1.970242,2111,854,698,3326,OK,,,
S3,2020,6,11,1,21,47,45.403717,-71.869858,200.3,15,67.3,20.6,60,614.4,1632,0.782878,305,154,114,489,OK,,,
S4,2020,6,11,1,21,49,45.403721,-71.869667,200.2,15,67.2,20.6,60,614.4,1620,1.21346,491,241,174,821,OK,,,
S5,2020,6,11,1,21,52,45.403721,-71.869537,199.60001,15,67.3,20.6,60,614.4,1753,0.50887,155,84,58,267,UE,,,
S6,2020,6,11,1,21,54,45.403728,-71.86924,199.60001,15,67.3,20.6,60,614.4,1626,3.535997,1218,606,396,2079,OK,,,
S1,2020,6,11,1,21,57,45.403732,-71.869003,199.39999,15,67.3,20.6,60,614.4,2272,0.352295,85,53,39,161,UE,,,
S2,2020,6,11,1,21,59,45.403732,-71.868767,199.60001,15,67.3,20.6,60,614.4,1677,0.587158,276,128,91,467,UE,,,
S3,2020,6,11,1,22,2,45.40379,-71.86853,200.5,15,67.2,20.6,60,614.4,2196,0.391439,108,65,51,174,UE,,,
S4,2020,6,11,1,22,4,45.403908,-71.868469,201,15,67.3,20.6,60,614.4,5097,1.565755,2827,1030,802,4296,OK,,,
S5,2020,6,11,1,22,7,45.404137,-71.868454,201.10001,15,67.3,20.6,60,614.4,1620,1.565755,870,433,383,1403,OK,,,
S2,2020,6,11,1,22,14,45.40477,-71.868454,203.2,14,67.3,20.6,60,614.4,2801,0.143528,60,36,35,76,UE,,,
S4,2020,6,11,1,22,19,45.405045,-71.868462,203.60001,14,67.3,20.6,60,614.4,3089,1.069933,1031,412,318,1602,OK,,,
S5,2020,6,11,1,22,21,45.405247,-71.868477,203.60001,14,67.3,20.6,60,614.4,1748,0.378391,217,115,111,361,OK,,,
S1,2020,6,11,1,22,26,45.405617,-71.868484,204.7,14,67.3,20.6,60,614.4,3460,3.966579,4190,1631,1243,6507,OK,,,
S2,2020,6,11,1,22,29,45.405884,-71.868462,206.39999,13,67.3,20.6,60,614.4,5141,0.169623,1091,369,294,1602,OK,,,
S3,2020,6,11,1,22,31,45.40601,-71.868469,208.10001,14,67.3,20.6,60,614.4,2386,0.143528,48,29,25,78,UE,,,
S4,2020,6,11,1,22,34,45.406109,-71.868469,207.8,14,67.3,20.6,60,614.4,1855,0.939453,366,201,172,606,OK,,,
S5,2020,6,11,1,22,36,45.40612,-71.868507,208.8,14,67.3,20.6,60,614.4,3415,0.874213,934,368,287,1447,OK,,,
S6,2020,6,11,1,22,39,45.406105,-71.868553,208.89999,14,67.3,20.6,60,614.4,2891,0.169623,54,34,31,79,UE,,,
S2,2020,6,11,1,22,43,45.40593,-71.868546,208.8,14,67.3,20.6,60,614.4,5895,0.039144,138,49,40,205,UE,,,
S3,2020,6,11,1,22,46,45.405777,-71.86853,208.3,13,67.3,20.6,60,614.4,1763,3.209798,1246,670,556,2143,OK,,,
S4,2020,6,11,1,22,48,45.405499,-71.868523,207.39999,14,67.2,20.6,60,614.4,4409,0.039144,452,153,124,658,OK,,,
S5,2020,6,11,1,22,51,45.405319,-71.868515,206.5,13,67.2,20.6,60,614.4,2781,0.195719,70,43,40,95,UE,,,
S6,2020,6,11,1,22,53,45.405159,-71.868507,205.7,13,67.2,20.6,60,614.4,1713,0.117432,53,28,24,83,UE,,,
S2,2020,6,11,1,22,58,45.404938,-71.868515,205.2,14,67.3,20.6,60,614.4,5895,0.039144,157,56,46,230,UE,,,
S3,2020,6,11,1,23,1,45.40477,-71.868507,204.10001,15,67.3,20.6,60,614.4,4358,2.609592,235,257,176,642,OK,,,
S4,2020,6,11,1,23,3,45.404613,-71.868507,203.8,15,67.3,20.6,60,614.4,1622,0.195719,92,46,37,140,UE,,,
S5,2020,6,11,1,23,5,45.404362,-71.868515,202.5,14,67.3,20.6,60,614.4,3174,0.156576,44,29,26,63,UE,,,
S6,2020,6,11,1,23,8,45.404194,-71.868515,201.7,14,67.3,20.6,60,614.4,1728,0.260959,150,70,57,241,UE,,,
S1,2020,6,11,1,23,10,45.403969,-71.868507,201.7,14,67.3,20.6,60,614.4,1953,0.195719,69,39,32,119,UE,,,
S2,2020,6,11,1,23,13,45.403873,-71.8685,200.39999,14,67.3,20.6,60,614.4,4514,0.208767,323,122,97,492,UE,,,
S3,2020,6,11,1,23,15,45.403786,-71.868416,200.2,15,67.4,20.7,60,614.4,1646,0.339247,129,66,49,208,UE,,,
S4,2020,6,11,1,23,18,45.40374,-71.868279,200.2,15,67.3,20.6,60,614.4,1679,1.526611,620,281,170,1022,OK,,,
S5,2020,6,11,1,23,20,45.403725,-71.868095,200.2,14,67.3,20.6,60,614.4,1917,1.356988,302,177,105,588,OK,,,
S6,2020,6,11,1,23,23,45.403728,-71.867805,199.7,14,67.3,20.6,60,614.4,2126,2.074625,377,241,134,760,OK,,,
S1,2020,6,11,1,23,25,45.403732,-71.867638,199.5,15,67.3,20.6,60,614.4,2446,6.315212,1258,834,578,2499,OK,,,
S2,2020,6,11,1,23,28,45.403736,-71.86747,199,15,67.3,20.6,60,614.4,1782,2.713976,801,439,306,1475,OK,,,
S3,2020,6,11,1,23,30,45.403736,-71.867363,198.89999,15,67.3,20.6,60,614.4,2402,0.730686,153,100,70,306,UE,,,
S4,2020,6,11,1,23,32,45.403744,-71.867126,198.89999,15,67.3,20.6,60,614.4,1688,4.097059,1314,690,475,2334,OK,,,
S5,2020,6,11,1,23,35,45.403751,-71.866943,199,14,67.3,20.6,60,614.4,2937,3.314182,694,480,379,1412,OK,,,
S6,2020,6,11,1,23,37,45.403759,-71.866661,199,14,67.3,20.6,60,614.4,2119,1.096029,203,129,73,407,UE,,,
S1,2020,6,11,1,23,40,45.403767,-71.866463,199.5,14,67.3,20.6,60,614.4,2553,9.107475,1210,913,478,2842,OK,,,
S2,2020,6,11,1,23,42,45.403774,-71.866272,199.89999,15,67.2,20.6,60,614.4,1642,2.035482,782,364,224,1359,OK,,,
S3,2020,6,11,1,23,45,45.403786,-71.865967,200.3,14,67.2,20.6,60,614.4,1661,0.326199,118,61,45,191,UE,,,
S4,2020,6,11,1,23,47,45.40379,-71.865776,200.8,15,67.2,20.6,60,614.4,1747,5.975965,2888,1298,891,4878,OK,,,
S5,2020,6,11,1,23,50,45.403816,-71.865524,201.60001,15,67.2,20.6,60,614.4,2058,4.814697,1438,838,664,2546,OK,,,
S6,2020,6,11,1,23,52,45.403889,-71.86541,202.5,15,67.1,20.6,60,614.4,1802,0.260959,76,42,29,133,UE,,,
S1,2020,6,11,1,23,55,45.404079,-71.865395,204,14,67.3,20.7,60,614.4,1783,7.907064,3702,1625,1034,6010,OK,,,
S2,2020,6,11,1,23,57,45.40424,-71.865402,204.60001,15,67.2,20.6,60,614.4,1861,0.391439,201,87,57,326,UE,,,
S4,2020,6,11,1,24,2,45.404583,-71.865395,208.2,15,67.3,20.7,60,614.4,1704,3.653429,1535,688,420,2612,OK,,,
S5,2020,6,11,1,24,4,45.404819,-71.86541,208.2,15,67.2,20.7,60,614.4,1776,0.234863,79,43,32,127,UE,,,
S1,2020,6,11,1,24,9,45.405144,-71.865417,213.10001,14,67.1,20.6,60,614.4,2938,0.260959,41,31,21,81,UE,,,
S2,2020,6,11,1,24,12,45.405338,-71.86541,214.7,14,67.2,20.6,60,614.4,3965,0.874213,132,110,87,215,UE,,,
S3,2020,6,11,1,24,14,45.405415,-71.865456,215.60001,14,67.1,20.6,60,614.4,3469,16.388237,1444,1470,813,3554,OK,,,
S4,2020,6,11,1,24,17,45.405415,-71.865517,215.60001,14,67.1,20.6,60,614.4,3374,0.482775,74,59,43,125,UE,,,
S5,2020,6,11,1,24,19,45.405418,-71.865517,215.7,14,67.2,20.7,60,614.4,3474,0.600206,72,64,42,139,UE,,,
S6,2020,6,11,1,24,22,45.405445,-71.865479,216.2,14,67.1,20.6,60,614.4,3938,1.004693,77,89,52,198,UE,,,
S1,2020,6,11,1,24,24,45.405441,-71.865479,216.60001,14,67.1,20.6,60,614.4,4209,1.487467,106,131,79,281,UE,,,
S2,2020,6,11,1,24,26,45.405342,-71.865448,216,14,67.1,20.6,60,614.4,3603,22.429441,1843,1975,1092,4881,OK,,,
S4,2020,6,11,1,24,31,45.404987,-71.86541,214.8,14,67.1,20.6,60,614.4,1827,2.322537,1102,475,291,1764,OK,,,
S5,2020,6,11,1,24,34,45.4048,-71.865417,211,14,67.1,20.7,60,614.4,2221,0.678494,181,110,85,317,UE,,,
S1,2020,6,11,1,24,39,45.404289,-71.865425,207.10001,14,67.1,20.6,60,614.4,2273,2.322537,487,311,211,901,OK,,,
S2,2020,6,11,1,24,41,45.404102,-71.865425,205.3,14,67.1,20.6,60,614.4,1752,3.001031,1428,638,427,2301,OK,,,
S3,2020,6,11,1,24,44,45.403912,-71.865425,203.5,15,67.1,20.6,60,614.4,1650,0.70459,311,146,102,514,OK,,,
S4,2020,6,11,1,24,46,45.403839,-71.865387,203.10001,14,67.3,20.7,60,614.4,2686,0.587158,463,185,132,724,OK,,,
S5,2020,6,11,1,24,48,45.40379,-71.865196,201.8,14,67.1,20.6,60,614.4,2063,0.326199,109,63,52,169,UE,,,
S2,2020,6,11,1,24,56,45.403545,-71.865013,199.89999,14,67.1,20.6,60,614.4,1629,0.352295,175,85,68,259,UE,,,
S3,2020,6,11,1,24,58,45.403465,-71.864929,199.60001,15,67.1,20.6,60,614.4,1620,0.143528,59,29,21,96,UE,,,
S4,2020,6,11,1,25,1,45.403469,-71.864876,198.7,14,67.1,20.6,60,614.4,1640,0.326199,120,61,44,197,UE,,,
S5,2020,6,11,1,25,3,45.403507,-71.864799,198.89999,14,67.1,20.6,60,614.4,1624,0.600206,254,127,97,426,UE,,,
S1,2020,6,11,1,25,8,45.403725,-71.864693,197.10001,15,67.1,20.6,60,614.4,2366,1.161268,295,184,144,523,OK,,,
S2,2020,6,11,1,25,11,45.403767,-71.86467,196.3,15,67.1,20.6,60,614.4,1637,4.175347,1431,724,489,2543,OK,,,
S3,2020,6,11,1,25,13,45.403809,-71.864594,195.2,14,67.1,20.6,60,614.4,1751,0.691542,322,143,92,519,UE,,,
S4,2020,6,11,1,25,15,45.403912,-71.864426,195.2,15,67.1,20.6,60,614.4,1810,0.456679,228,100,66,363,UE,,,
S6,2020,6,11,1,25,20,45.404255,-71.864349,196.8,14,67.1,20.7,60,614.4,1840,3.288086,751,428,245,1436,OK,,,
S2,2020,6,11,1,25,25,45.404617,-71.864349,204.7,15,67.1,20.6,60,614.4,1796,0.169623,94,42,30,151,UE,,,
S3,2020,6,11,1,25,28,45.404758,-71.864357,207.89999,13,67.2,20.7,60,614.4,1691,0.156576,59,31,23,100,UE,,,
S4,2020,6,11,1,25,30,45.404892,-71.864365,209.7,15,67.1,20.6,60,614.4,2751,0.169623,157,65,52,234,UE,,,
S6,2020,6,11,1,25,35,45.405254,-71.864388,214.60001,14,67.1,20.6,60,614.4,2316,0.978597,755,324,261,1199,OK,,,
S2,2020,6,11,1,25,40,45.405655,-71.864388,218.89999,14,67.1,20.6,60,614.4,1878,0.104384,70,32,27,101,UE,,,
S3,2020,6,11,1,25,42,45.405895,-71.864388,221.39999,14,67.1,20.7,60,614.4,1634,0.195719,79,40,30,128,UE,,,
S4,2020,6,11,1,25,45,45.406055,-71.864395,222.89999,14,67.1,20.6,60,614.4,1850,0.143528,98,45,38,137,UE,,,
S5,2020,6,11,1,25,47,45.406292,-71.864388,222.89999,14,67.1,20.6,60,614.4,1829,0.652398,398,213,214,654,OK,,,
S6,2020,6,11,1,25,50,45.406448,-71.864388,228.2,15,67.1,20.6,60,614.4,1777,0.117432,52,28,24,84,UE,,,
S2,2020,6,11,1,25,55,45.406742,-71.864372,232.39999,14,67.1,20.6,60,614.4,2451,0.208767,91,53,51,113,UE,,,
S4,2020,6,11,1,26,0,45.406864,-71.864372,235,13,67.1,20.6,60,614.4,4044,1.383084,274,208,181,420,OK,,,
S5,2020,6,11,1,26,2,45.406841,-71.864433,235.7,14,67.1,20.6,60,614.4,5785,0.13048,27,22,21,37,UE,,,
S1,2020,6,11,1,26,7,45.40659,-71.864441,234.60001,14,67.1,20.7,60,614.4,2094,0.378391,130,75,64,220,UE,,,
S2,2020,6,11,1,26,9,45.406345,-71.864418,231.7,14,67.1,20.7,60,614.4,3205,2.961887,2944,1170,906,4689,OK,,,
S3,2020,6,11,1,26,12,45.406162,-71.86441,229.7,14,67,20.6,60,614.4,3176,0.117432,37,24,22,53,UE,,,
S4,2020,6,11,1,26,14,45.405872,-71.864403,229.7,14,67,20.6,60,614.4,1626,0.182671,92,45,37,132,UE,,,
S5,2020,6,11,1,26,17,45.405655,-71.864395,223,14,67.1,20.7,60,614.4,2585,0.208767,69,42,38,96,UE,,,
S6,2020,6,11,1,26,19,45.405441,-71.864395,220.7,14,67.1,20.7,60,614.4,1630,0.260959,130,66,57,211,UE,,,
S1,2020,6,11,1,26,22,45.405113,-71.864388,218.7,14,67.1,20.7,60,614.4,2268,0.313151,93,56,46,163,UE,,,
S2,2020,6,11,1,26,24,45.4049,-71.864372,216.60001,14,67.1,20.7,60,614.4,2679,2.792263,2160,857,597,3543,OK,,,
S3,2020,6,11,1,26,27,45.404587,-71.864372,213.5,14,67.1,20.6,60,614.4,2241,0.287055,81,49,39,138,UE,,,
S4,2020,6,11,1,26,29,45.404392,-71.864372,211.39999,14,67.1,20.6,60,614.4,1724,0.548014,172,92,64,283,UE,,,
