Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S5,2020,4,19,0,39,38,45.415127,-71.871315,244.60001,15,50.5,0.1,60,614.4,2271,1.017741,693,288,206,1088,OK,0.15,0.31,,,,
S6,2020,4,19,0,39,41,45.415272,-71.871422,244.60001,15,50.5,0.2,60,614.4,1679,0.587158,289,135,101,453,OK,0.19,0.35,,,,
S1,2020,4,19,0,39,43,45.415367,-71.87149,245.2,15,50.5,0.1,60,614.4,1991,0.234863,104,58,53,176,UE,0.27,0.41,,,,
S2,2020,4,19,0,39,46,45.41552,-71.871574,245.39999,13,50.5,0.2,60,614.4,3034,0.052192,11,8,6,20,UE,0.37,0.53,,,,
S3,2020,4,19,0,39,48,45.415623,-71.871628,245.2,15,50.5,0.2,60,614.4,2287,0.247911,53,34,23,99,UE,0.29,0.47,,,,
S4,2020,4,19,0,39,51,45.415737,-71.871681,245.5,15,50.5,0.2,60,614.4,3447,0.521918,56,52,32,142,UE,0.39,0.56,,,,
S5,2020,4,19,0,39,53,45.415901,-71.871758,245.2,15,50.5,0.2,60,614.4,1631,6.837131,2164,1083,659,3863,OK,0.19,0.37,,,,
S6,2020,4,19,0,39,56,45.416019,-71.871819,245.39999,15,50.5,0.2,60,614.4,1941,3.066271,650,386,222,1271,OK,0.23,0.42,,,,
S1,2020,4,19,0,39,58,45.416199,-71.871887,246.2,14,50.5,0.2,60,614.4,2561,0.391439,65,46,29,139,UE,0.31,0.49,,,,
S2,2020,4,19,0,40,0,45.416313,-71.871918,246.10001,15,50.5,0.2,60,614.4,1621,9.355387,3272,1606,1031,5839,OK,0.19,0.37,,,,
S3,2020,4,19,0,40,3,45.416481,-71.871971,244.89999,15,50.5,0.2,60,614.4,1846,2.935791,1471,638,415,2414,OK,0.16,0.32,,,,
S4,2020,4,19,0,40,5,45.416592,-71.872002,245.60001,14,50.5,0.2,60,614.4,1669,10.020833,4093,1873,1173,7084,OK,0.17,0.34,,,,
S5,2020,4,19,0,40,8,45.416759,-71.872055,245.60001,14,50.5,0.2,60,614.4,5274,0.691542,4334,1449,1129,6360,OK,0.1,0.19,,,,
S6,2020,4,19,0,40,10,45.416862,-71.872093,246.2,15,50.5,0.2,60,614.4,2158,1.200412,857,372,296,1374,OK,0.16,0.31,,,,
S1,2020,4,19,0,40,13,45.416965,-71.872124,246.3,15,50.5,0.2,60,614.4,1633,16.296902,6782,3437,2696,11425,OK,0.22,0.39,,,,
S2,2020,4,19,0,40,15,45.41711,-71.872154,247,14,50.5,0.2,60,614.4,3340,2.139865,1716,571,245,2663,OK,0.13,0.22,,,,
S3,2020,4,19,0,40,18,45.417198,-71.872177,248.89999,15,50.5,0.2,60,614.4,2422,0.665446,428,167,100,686,OK,0.14,0.28,,,,
S4,2020,4,19,0,40,20,45.417347,-71.8722,249.2,15,50.5,0.2,60,614.4,1650,0.326199,117,60,43,209,UE,0.22,0.39,,,,
S5,2020,4,19,0,40,22,45.417442,-71.872215,250.2,15,50.5,0.2,60,614.4,2009,5.140896,1525,882,686,2702,OK,0.28,0.44,,,,
S6,2020,4,19,0,40,25,45.41758,-71.872238,251.2,15,50.5,0.2,60,614.4,1907,0.274007,81,46,34,139,UE,0.26,0.44,,,,
S1,2020,4,19,0,40,27,45.417671,-71.872261,252.5,15,50.5,0.2,60,614.4,1937,0.013048,7,4,3,12,UE,0.27,0.44,,,,
S2,2020,4,19,0,40,30,45.417812,-71.872299,254.7,15,50.5,0.2,60,614.4,4099,0.234863,271,92,53,408,UE,0.13,0.24,,,,
S3,2020,4,19,0,40,32,45.417904,-71.872322,256.20001,14,50.5,0.2,60,614.4,1702,0.822021,255,135,91,445,UE,0.22,0.4,,,,
S4,2020,4,19,0,40,35,45.41803,-71.872353,256.20001,14,50.5,0.2,60,614.4,1620,2.387777,1176,588,495,2214,OK,0.22,0.37,,,,
S5,2020,4,19,0,40,37,45.418121,-71.872375,258.20001,15,50.7,0.3,60,614.4,2907,0.665446,137,95,74,263,UE,0.36,0.52,,,,
S6,2020,4,19,0,40,40,45.418217,-71.872398,257.60001,15,50.5,0.2,60,614.4,3503,0.143528,28,21,17,51,UE,0.4,0.55,,,,
S1,2020,4,19,0,40,42,45.418358,-71.872459,260.20001,15,50.5,0.2,60,614.4,3020,0.730686,187,124,107,329,OK,0.35,0.5,,,,
S2,2020,4,19,0,40,45,45.418465,-71.872475,260.79999,15,50.5,0.2,60,614.4,1834,1.839762,521,291,203,1014,OK,0.25,0.43,,,,
S3,2020,4,19,0,40,47,45.418636,-71.872498,260.20001,15,50.6,0.3,60,614.4,1668,0.613254,212,110,78,375,UE,0.22,0.4,,,,
S4,2020,4,19,0,40,49,45.418747,-71.872513,258.70001,15,50.6,0.3,60,614.4,4966,0.678494,98,88,75,253,UE,0.49,0.61,,,,
S5,2020,4,19,0,40,52,45.418888,-71.872528,258,15,50.5,0.2,60,614.4,1685,1.839762,626,328,237,1041,OK,0.23,0.4,,,,
S6,2020,4,19,0,40,54,45.418991,-71.872551,258.70001,15,50.5,0.2,60,614.4,1729,1.14822,393,210,157,663,OK,0.24,0.41,,,,
S1,2020,4,19,0,40,57,45.419159,-71.872581,258.70001,15,50.6,0.3,60,614.4,2715,2.400825,579,379,308,978,OK,0.34,0.49,,,,
S2,2020,4,19,0,40,59,45.419266,-71.872597,259.39999,15,50.6,0.3,60,614.4,1823,3.757813,1824,793,507,3073,OK,0.16,0.32,,,,
S3,2020,4,19,0,41,2,45.419411,-71.87262,259.5,15,50.6,0.3,60,614.4,1680,0.926405,333,174,130,597,OK,0.23,0.4,,,,
S4,2020,4,19,0,41,4,45.419514,-71.872635,259,15,50.5,0.2,60,614.4,1707,0.182671,68,36,27,126,UE,0.24,0.41,,,,
S5,2020,4,19,0,41,7,45.419605,-71.87265,259.5,15,50.6,0.3,60,614.4,2170,5.88463,1448,883,645,2783,OK,0.29,0.46,,,,
S6,2020,4,19,0,41,9,45.419739,-71.872673,260.10001,14,50.6,0.3,60,614.4,1941,1.34394,382,219,162,686,OK,0.27,0.44,,,,
S1,2020,4,19,0,41,12,45.419827,-71.872688,260.39999,14,50.5,0.2,60,614.4,1928,6.315212,1795,1026,755,3270,OK,0.27,0.44,,,,
S2,2020,4,19,0,41,14,45.419937,-71.872696,260.20001,14,50.5,0.3,60,614.4,1792,2.218153,585,324,206,1127,OK,0.23,0.41,,,,
S3,2020,4,19,0,41,16,45.419998,-71.872711,260.60001,14,50.5,0.2,60,614.4,2051,1.161268,308,182,134,590,OK,0.28,0.45,,,,
S4,2020,4,19,0,41,19,45.420128,-71.872742,261.20001,14,50.5,0.2,60,614.4,1850,2.661784,820,457,342,1632,OK,0.26,0.43,,,,
S5,2020,4,19,0,41,21,45.420227,-71.872757,261.60001,14,50.6,0.3,60,614.4,3949,1.905002,330,261,216,742,OK,0.43,0.57,,,,
S6,2020,4,19,0,41,24,45.420376,-71.872795,261.60001,14,50.6,0.3,60,614.4,5022,0.221815,29,28,23,65,UE,0.51,0.63,,,,
S1,2020,4,19,0,41,26,45.420483,-71.87281,262.89999,14,50.6,0.3,60,614.4,6144,0.06524,9,9,8,24,UE,0.55,0.65,,,,
S2,2020,4,19,0,41,29,45.420597,-71.872833,263.39999,14,50.6,0.3,60,614.4,4536,6.602268,931,826,676,2385,OK,0.47,0.61,,,,
S3,2020,4,19,0,41,31,45.420753,-71.872856,263.89999,14,50.5,0.3,60,614.4,5291,2.205105,276,269,226,733,OK,0.52,0.64,,,,
S4,2020,4,19,0,41,34,45.420849,-71.872871,264,14,50.5,0.3,60,614.4,1820,1.709283,697,379,329,1239,OK,0.26,0.41,,,,
S5,2020,4,19,0,41,36,45.421009,-71.872902,263.60001,14,50.5,0.3,60,614.4,2010,1.356988,958,429,358,1587,OK,0.17,0.32,,,,
S6,2020,4,19,0,41,38,45.421116,-71.872917,263.89999,13,50.5,0.3,60,614.4,4286,0.76983,1126,443,374,1727,OK,0.12,0.25,,,,
S1,2020,4,19,0,41,41,45.421276,-71.872955,264.20001,14,50.5,0.3,60,614.4,1989,1.970242,805,450,406,1324,OK,0.27,0.41,,,,
S2,2020,4,19,0,41,43,45.421375,-71.872971,264.79999,14,50.5,0.3,60,614.4,4345,3.301134,490,421,344,1215,OK,0.46,0.6,,,,
S3,2020,4,19,0,41,46,45.421528,-71.872978,264.70001,14,50.5,0.3,60,614.4,3884,1.370036,277,207,179,595,OK,0.41,0.55,,,,
S4,2020,4,19,0,41,48,45.421623,-71.872986,264.10001,14,50.6,0.4,60,614.4,1986,1.226508,390,223,179,746,OK,0.28,0.44,,,,
S5,2020,4,19,0,41,51,45.421776,-71.872993,263.60001,15,50.5,0.3,60,614.4,3155,5.649766,5679,2295,1838,9081,OK,0.14,0.28,,,,
S6,2020,4,19,0,41,53,45.421883,-71.872993,263.5,20,50.5,0.3,60,614.4,2045,2.374729,1530,664,504,2492,OK,0.16,0.32,,,,
S1,2020,4,19,0,41,56,45.421993,-71.872986,263.39999,20,50.5,0.4,60,614.4,2726,10.399224,8564,3457,2567,13803,OK,0.14,0.29,,,,
S2,2020,4,19,0,41,58,45.422153,-71.872978,263.20001,20,50.5,0.3,60,614.4,1620,16.114229,6844,3377,2559,12180,OK,0.21,0.38,,,,
S3,2020,4,19,0,42,1,45.422256,-71.872963,263.39999,20,50.5,0.3,60,614.4,2583,6.58922,5238,2150,1623,8445,OK,0.15,0.3,,,,
S4,2020,4,19,0,42,3,45.422409,-71.872925,264,20,50.5,0.4,60,614.4,1968,0.613254,214,121,101,417,OK,0.28,0.43,,,,
S5,2020,4,19,0,42,5,45.422512,-71.87291,263.89999,20,50.5,0.3,60,614.4,1630,3.314182,1390,664,467,2391,OK,0.19,0.36,,,,
S6,2020,4,19,0,42,8,45.422665,-71.872879,263.70001,20,50.5,0.4,60,614.4,1653,0.913357,420,198,145,697,OK,0.19,0.36,,,,
S1,2020,4,19,0,42,10,45.422768,-71.872856,263.70001,20,50.5,0.4,60,614.4,1819,0.717638,306,166,147,556,OK,0.26,0.4,,,,
S2,2020,4,19,0,42,13,45.422928,-71.872818,263.70001,20,50.5,0.4,60,614.4,3875,1.552707,247,201,160,584,OK,0.43,0.58,,,,
S3,2020,4,19,0,42,15,45.423031,-71.872787,263.60001,20,50.5,0.4,60,614.4,1885,1.85281,610,341,270,1151,OK,0.27,0.43,,,,
S4,2020,4,19,0,42,18,45.423126,-71.872757,263.5,20,50.5,0.3,60,614.4,2869,3.522949,386,329,169,903,OK,0.3,0.48,,,,
S5,2020,4,19,0,42,20,45.423279,-71.872711,263.5,20,50.5,0.4,60,614.4,3189,1.34394,1259,486,348,1984,OK,0.13,0.28,,,,
S6,2020,4,19,0,42,23,45.423386,-71.872688,263.5,20,50.5,0.4,60,614.4,1621,0.626302,252,125,92,421,UE,0.21,0.38,,,,
S1,2020,4,19,0,42,25,45.423561,-71.872643,262.79999,20,50.5,0.4,60,614.4,1620,9.65549,3747,1828,1268,6400,OK,0.2,0.37,,,,
S2,2020,4,19,0,42,27,45.423679,-71.872604,262.20001,20,50.5,0.4,60,614.4,1683,0.613254,237,124,97,418,UE,0.24,0.4,,,,
S3,2020,4,19,0,42,30,45.423855,-71.872559,260.89999,20,50.5,0.4,60,614.4,3015,2.5574,2287,899,656,3620,OK,0.14,0.28,,,,
S4,2020,4,19,0,42,32,45.423969,-71.872513,260,20,50.5,0.4,60,614.4,1713,0.495822,256,118,88,429,UE,0.18,0.35,,,,
S5,2020,4,19,0,42,35,45.424137,-71.872452,258.39999,15,50.5,0.4,60,614.4,1981,3.092366,1778,762,530,2903,OK,0.16,0.32,,,,
S6,2020,4,19,0,42,37,45.42424,-71.872414,257.60001,20,50.5,0.4,60,614.4,1647,1.252604,467,239,177,794,OK,0.22,0.39,,,,
S1,2020,4,19,0,42,40,45.424381,-71.872406,257.60001,20,50.5,0.4,60,614.4,2877,5.493191,4796,1921,1439,7667,OK,0.14,0.29,,,,
S2,2020,4,19,0,42,42,45.424454,-71.872475,255.39999,20,50.5,0.4,60,614.4,3292,1.291748,1239,474,337,1986,OK,0.13,0.27,,,,
S3,2020,4,19,0,42,45,45.424473,-71.872581,255.5,20,50.5,0.4,60,614.4,1642,5.793294,2271,1159,885,4011,OK,0.22,0.39,,,,
S4,2020,4,19,0,42,47,45.424423,-71.872726,255.8,15,50.5,0.4,60,614.4,2588,0.548014,431,175,128,688,OK,0.15,0.29,,,,
S5,2020,4,19,0,42,50,45.42437,-71.872826,256.5,15,50.5,0.4,60,614.4,2296,1.226508,328,201,159,622,OK,0.31,0.47,,,,
S6,2020,4,19,0,42,52,45.424263,-71.872971,257.20001,20,50.5,0.4,60,614.4,2389,0.717638,162,104,76,301,UE,0.31,0.48,,,,
S1,2020,4,19,0,42,54,45.424183,-71.87307,257.39999,15,50.5,0.4,60,614.4,3063,0.326199,54,41,29,110,UE,0.37,0.54,,,,
S2,2020,4,19,0,42,57,45.424042,-71.873215,258,15,50.5,0.4,60,614.4,3578,0.991645,132,113,80,343,UE,0.42,0.57,,,,
S3,2020,4,19,0,42,59,45.423943,-71.873314,258.20001,20,50.5,0.4,60,614.4,1738,5.232232,1233,671,352,2325,OK,0.18,0.37,,,,
S4,2020,4,19,0,43,2,45.423794,-71.873451,258.20001,20,50.5,0.4,60,614.4,2049,0.326199,82,49,34,165,UE,0.27,0.45,,,,
S5,2020,4,19,0,43,4,45.423691,-71.87352,259.10001,20,50.5,0.4,60,614.4,2606,8.846517,1335,976,585,3022,OK,0.31,0.49,,,,
S6,2020,4,19,0,43,7,45.423595,-71.873589,259.5,20,50.5,0.5,60,614.4,2395,1.2787,204,142,81,430,UE,0.27,0.46,,,,
S1,2020,4,19,0,43,9,45.423447,-71.873688,260.20001,20,50.4,0.4,60,614.4,2809,0.143528,21,16,10,45,UE,0.33,0.51,,,,
S2,2020,4,19,0,43,12,45.423351,-71.873741,260.79999,15,50.4,0.4,60,614.4,3492,1.578803,361,254,221,825,OK,0.38,0.52,,,,
S3,2020,4,19,0,43,14,45.423191,-71.873817,261.5,20,50.4,0.4,60,614.4,4094,3.118462,505,413,339,1228,OK,0.44,0.58,,,,
S4,2020,4,19,0,43,17,45.423084,-71.873863,261.79999,20,50.4,0.4,60,614.4,1648,0.70459,367,176,142,659,OK,0.2,0.36,,,,
S5,2020,4,19,0,43,19,45.42292,-71.873924,261.70001,20,50.5,0.5,60,614.4,4072,2.022434,532,370,349,1136,OK,0.39,0.51,,,,
S6,2020,4,19,0,43,21,45.42281,-71.87397,261.60001,20,50.5,0.5,60,614.4,3334,0.313151,69,49,41,140,UE,0.38,0.53,,,,
S1,2020,4,19,0,43,24,45.422634,-71.874016,261.79999,20,50.5,0.5,60,614.4,2104,1.865858,604,351,293,1080,OK,0.29,0.44,,,,
S2,2020,4,19,0,43,26,45.42252,-71.874046,261.70001,20,50.5,0.5,60,614.4,6199,4.279731,733,639,604,1965,OK,0.5,0.6,,,,
S3,2020,4,19,0,43,29,45.422344,-71.874077,261.70001,20,50.5,0.5,60,614.4,2020,1.526611,446,259,200,865,OK,0.28,0.45,,,,
S4,2020,4,19,0,43,31,45.422218,-71.874084,262,20,50.5,0.5,60,614.4,1639,0.848117,378,193,159,712,OK,0.23,0.39,,,,
S5,2020,4,19,0,43,34,45.422092,-71.8741,262,20,50.5,0.5,60,614.4,4489,11.912786,4385,2836,2922,9313,OK,0.35,0.44,,,,
S6,2020,4,19,0,43,36,45.421909,-71.874077,261.89999,20,50.5,0.5,60,614.4,2049,0.939453,272,159,123,502,OK,0.28,0.45,,,,
S1,2020,4,19,0,43,39,45.421787,-71.874062,261.89999,20,50.5,0.5,60,614.4,1630,0.952501,243,120,50,449,UE,0.11,0.29,,,,
S2,2020,4,19,0,43,41,45.421619,-71.874046,262.10001,15,50.5,0.5,60,614.4,1624,3.170654,860,395,137,1545,OK,0.07,0.23,,,,
S3,2020,4,19,0,43,43,45.421513,-71.874023,262.20001,15,50.5,0.5,60,614.4,3904,1.826714,1873,625,325,2803,OK,0.14,0.23,,,,
S4,2020,4,19,0,43,46,45.421356,-71.874001,262.29999,15,50.5,0.5,60,614.4,3305,1.578803,240,190,137,595,OK,0.39,0.55,,,,
S5,2020,4,19,0,43,48,45.421249,-71.873978,262.20001,20,50.5,0.5,60,614.4,2820,2.740072,1924,699,367,2951,OK,0.13,0.25,,,,
S6,2020,4,19,0,43,51,45.421082,-71.873947,262.20001,20,50.5,0.5,60,614.4,1891,1.056885,455,185,86,731,UE,0.11,0.27,,,,
S1,2020,4,19,0,43,53,45.420963,-71.873917,262.79999,20,50.5,0.5,60,614.4,1620,0.848117,221,103,35,394,UE,0.07,0.23,,,,
S2,2020,4,19,0,43,56,45.420792,-71.873886,262.39999,20,50.5,0.5,60,614.4,1621,6.863226,1849,863,321,3354,OK,0.08,0.25,,,,
S3,2020,4,19,0,43,58,45.420673,-71.873871,262,20,50.5,0.5,60,614.4,2250,4.658122,2404,902,391,3819,OK,0.11,0.24,,,,
S4,2020,4,19,0,44,1,45.420547,-71.873848,261.5,15,50.5,0.5,60,614.4,3901,2.179009,374,296,243,898,OK,0.43,0.57,,,,
S5,2020,4,19,0,44,3,45.420368,-71.873817,260.5,20,50.5,0.6,60,614.4,1629,3.39247,1145,535,290,2004,OK,0.15,0.33,,,,
S6,2020,4,19,0,44,6,45.420261,-71.873802,259.89999,20,50.5,0.5,60,614.4,1641,0.978597,315,143,66,529,UE,0.12,0.29,,,,
S1,2020,4,19,0,44,8,45.420128,-71.873779,260.20001,20,50.5,0.5,60,614.4,2786,7.776584,5070,1779,773,7639,OK,0.12,0.23,,,,
S2,2020,4,19,0,44,10,45.420055,-71.873802,260.39999,15,50.5,0.5,60,614.4,1722,0.965549,343,146,61,585,UE,0.1,0.26,,,,
S3,2020,4,19,0,44,13,45.419991,-71.873901,260.10001,20,50.5,0.5,60,614.4,2999,2.035482,370,268,200,830,OK,0.37,0.53,,,,
S4,2020,4,19,0,44,15,45.419971,-71.874008,260.29999,20,50.5,0.6,60,614.4,1686,0.260959,80,42,27,152,UE,0.21,0.39,,,,
S5,2020,4,19,0,44,18,45.419952,-71.874191,260.29999,20,50.5,0.6,60,614.4,1866,0.391439,106,60,41,184,UE,0.25,0.43,,,,
S6,2020,4,19,0,44,20,45.419945,-71.874329,260.89999,20,50.5,0.6,60,614.4,1624,0.195719,68,32,17,109,UE,0.15,0.33,,,,
S1,2020,4,19,0,44,23,45.419926,-71.874527,261.29999,15,50.5,0.6,60,614.4,1637,0.06524,18,9,4,30,UE,0.13,0.31,,,,
S2,2020,4,19,0,44,25,45.41991,-71.874664,261.39999,15,50.5,0.6,60,614.4,1696,0.078288,37,17,12,58,UE,0.18,0.35,,,,
S3,2020,4,19,0,44,28,45.419899,-71.874802,261.79999,20,50.5,0.6,60,614.4,1630,0.208767,92,44,31,153,UE,0.19,0.36,,,,
S4,2020,4,19,0,44,30,45.419888,-71.875023,261.70001,20,50.5,0.6,60,614.4,2255,0.352295,207,82,48,305,UE,0.14,0.29,,,,
S5,2020,4,19,0,44,33,45.41988,-71.875191,261.5,20,50.5,0.6,60,614.4,1925,0.195719,54,31,22,83,UE,0.26,0.44,,,,
S6,2020,4,19,0,44,35,45.419872,-71.875458,260.70001,20,50.5,0.6,60,614.4,2341,0.052192,18,11,9,26,UE,0.31,0.47,,,,
S1,2020,4,19,0,44,37,45.419868,-71.875641,260,20,50.5,0.6,60,614.4,1628,0.013048,6,3,2,10,UE,0.2,0.38,,,,
S2,2020,4,19,0,44,40,45.419872,-71.875923,259.20001,20,50.5,0.6,60,614.4,1901,1.304796,536,213,84,994,UE,0.09,0.23,,,,
S3,2020,4,19,0,44,42,45.419868,-71.876106,258.89999,20,50.5,0.6,60,614.4,2754,3.457709,2249,797,359,3438,OK,0.12,0.23,,,,
S4,2020,4,19,0,44,45,45.419868,-71.876381,258.89999,20,50.5,0.6,60,614.4,1987,0.143528,51,29,24,69,UE,0.28,0.43,,,,
S5,2020,4,19,0,44,47,45.419868,-71.876572,257.70001,20,50.5,0.6,60,614.4,4142,0.808973,896,292,147,1296,OK,0.14,0.23,,,,
S6,2020,4,19,0,44,50,45.419865,-71.876762,257.60001,20,50.5,0.6,60,614.4,1842,0.63935,267,110,51,427,UE,0.11,0.27,,,,
S1,2020,4,19,0,44,52,45.419868,-71.877007,257.39999,20,50.5,0.6,60,614.4,1680,0.613254,145,76,34,247,UE,0.14,0.32,,,,
S2,2020,4,19,0,44,55,45.419888,-71.877151,257.10001,20,50.5,0.6,60,614.4,4725,0.260959,71,50,49,82,UE,0.4,0.5,,,,
S3,2020,4,19,0,44,57,45.419979,-71.877319,256.39999,20,50.5,0.6,60,614.4,2945,0.052192,19,12,11,24,UE,0.34,0.47,,,,
S4,2020,4,19,0,44,59,45.420059,-71.877365,256.70001,20,50.6,0.7,60,614.4,1916,0.169623,86,36,21,144,UE,0.14,0.31,,,,
S5,2020,4,19,0,45,2,45.420193,-71.87738,257.10001,20,50.5,0.6,60,614.4,1802,0.234863,115,50,31,171,UE,0.16,0.32,,,,
S6,2020,4,19,0,45,4,45.420288,-71.87738,257.5,20,50.5,0.6,60,614.4,1649,0.221815,77,35,18,125,UE,0.14,0.31,,,,
S1,2020,4,19,0,45,7,45.420425,-71.877357,258.70001,20,50.5,0.6,60,614.4,1824,0.026096,7,4,2,13,UE,0.18,0.37,,,,
S2,2020,4,19,0,45,9,45.420506,-71.877296,259.29999,20,50.5,0.6,60,614.4,1684,1.200412,375,160,52,660,UE,0.06,0.21,,,,
S3,2020,4,19,0,45,12,45.420559,-71.877136,259.29999,20,50.5,0.6,60,614.4,2020,0.091336,59,25,17,95,UE,0.16,0.32,,,,
S4,2020,4,19,0,45,14,45.420563,-71.877007,261.60001,20,50.6,0.7,60,614.4,3054,0.117432,90,31,14,137,UE,0.13,0.23,,,,
S5,2020,4,19,0,45,17,45.420563,-71.876862,262.20001,20,50.5,0.6,60,614.4,1627,0.117432,56,27,20,77,UE,0.2,0.37,,,,
S6,2020,4,19,0,45,19,45.420559,-71.876648,262.5,20,50.5,0.6,60,614.4,3034,0.052192,11,8,6,16,UE,0.37,0.53,,,,
S1,2020,4,19,0,45,22,45.420559,-71.876495,262.60001,20,50.6,0.7,60,614.4,1635,0.026096,8,4,2,14,UE,0.15,0.33,,,,
S2,2020,4,19,0,45,24,45.420563,-71.876274,263.20001,20,50.6,0.7,60,614.4,1754,0.234863,94,40,19,159,UE,0.12,0.28,,,,
S3,2020,4,19,0,45,26,45.420567,-71.876129,263.5,20,50.6,0.7,60,614.4,1626,3.549045,840,408,135,1541,OK,0.06,0.23,,,,
S4,2020,4,19,0,45,29,45.420567,-71.8759,263.70001,15,50.6,0.7,60,614.4,2605,0.052192,37,14,8,57,UE,0.13,0.27,,,,
S5,2020,4,19,0,45,31,45.42057,-71.875755,263.79999,15,50.6,0.7,60,614.4,3209,0.495822,110,77,64,225,UE,0.37,0.52,,,,
S6,2020,4,19,0,45,34,45.420574,-71.875519,263.70001,20,50.5,0.6,60,614.4,1856,0.143528,35,20,12,57,UE,0.22,0.41,,,,
S1,2020,4,19,0,45,36,45.420574,-71.875381,263.39999,15,50.6,0.7,60,614.4,1623,0.182671,52,24,9,93,UE,0.08,0.25,,,,
S2,2020,4,19,0,45,39,45.420567,-71.875183,263.39999,15,50.5,0.7,60,614.4,1620,7.528673,1836,863,258,3347,OK,0.04,0.2,,,,
S3,2020,4,19,0,45,41,45.420567,-71.875061,262,15,50.5,0.6,60,614.4,3340,2.439968,1987,670,307,2949,OK,0.13,0.23,,,,
S4,2020,4,19,0,45,44,45.420559,-71.874977,261.39999,20,50.5,0.7,60,614.4,2694,0.052192,45,17,10,67,UE,0.13,0.27,,,,
S5,2020,4,19,0,45,46,45.420536,-71.874878,261.10001,20,50.5,0.7,60,614.4,2114,0.13048,43,25,21,60,UE,0.29,0.44,,,,
S6,2020,4,19,0,45,49,45.420471,-71.87484,261.29999,20,50.5,0.7,60,614.4,4380,0.026096,12,8,8,16,UE,0.37,0.47,,,,
S1,2020,4,19,0,45,51,45.420341,-71.874817,261.20001,15,50.5,0.7,60,614.4,2997,0.195719,65,41,38,110,UE,0.34,0.46,,,,
S2,2020,4,19,0,45,53,45.420242,-71.874802,261.39999,15,50.5,0.7,60,614.4,1944,2.948839,1068,599,508,1835,OK,0.27,0.42,,,,
S3,2020,4,19,0,45,56,45.420109,-71.874771,262.10001,15,50.5,0.7,60,614.4,1747,2.139865,1089,494,357,1739,OK,0.18,0.34,,,,
S4,2020,4,19,0,45,58,45.420033,-71.874748,261.89999,15,50.5,0.7,60,614.4,2894,0.117432,26,18,14,51,UE,0.36,0.52,,,,
S5,2020,4,19,0,46,1,45.419952,-71.874657,261.89999,15,50.5,0.7,60,614.4,1827,0.978597,440,187,105,723,OK,0.14,0.31,,,,
S6,2020,4,19,0,46,3,45.419922,-71.874535,261.5,20,50.5,0.7,60,614.4,1620,0.234863,75,36,19,124,UE,0.15,0.33,,,,
S1,2020,4,19,0,46,6,45.41991,-71.874321,261.29999,20,50.5,0.7,60,614.4,1642,2.844455,619,310,95,1115,UE,0.05,0.22,,,,
S2,2020,4,19,0,46,8,45.419922,-71.874168,260.20001,20,50.5,0.7,60,614.4,2098,0.287055,77,46,34,146,UE,0.28,0.46,,,,
S3,2020,4,19,0,46,11,45.41993,-71.874023,260,14,50.5,0.7,60,614.4,2634,1.813666,1123,403,181,1722,OK,0.12,0.24,,,,
S4,2020,4,19,0,46,13,45.419937,-71.87384,259.39999,15,50.5,0.7,60,614.4,2098,1.839762,1008,409,241,1698,OK,0.14,0.3,,,,
S5,2020,4,19,0,46,16,45.419903,-71.873749,259.5,20,50.4,0.7,60,614.4,4096,7.698296,968,879,660,2531,OK,0.46,0.6,,,,
S6,2020,4,19,0,46,18,45.419807,-71.87368,259.29999,15,50.4,0.7,60,614.4,3398,0.300103,40,34,23,87,UE,0.4,0.56,,,,
S1,2020,4,19,0,46,20,45.419708,-71.873657,258.79999,13,50.4,0.7,60,614.4,4864,0.052192,8,7,6,19,UE,0.48,0.6,,,,
S2,2020,4,19,0,46,23,45.419552,-71.873627,259,20,50.4,0.7,60,614.4,1624,0.182671,95,48,42,147,UE,0.22,0.37,,,,
S3,2020,4,19,0,46,25,45.419449,-71.873611,258.29999,15,50.4,0.7,60,614.4,2599,1.500515,438,273,236,831,OK,0.33,0.47,,,,
S4,2020,4,19,0,46,28,45.419292,-71.873581,258.29999,15,50.4,0.7,60,614.4,1637,0.587158,283,136,106,507,OK,0.2,0.36,,,,
S5,2020,4,19,0,46,30,45.419174,-71.87355,257.20001,14,50.4,0.7,60,614.4,1826,0.665446,235,129,104,423,OK,0.26,0.42,,,,
S6,2020,4,19,0,46,33,45.419064,-71.873528,256.39999,15,50.4,0.7,60,614.4,2635,0.143528,35,23,18,60,UE,0.33,0.5,,,,
S1,2020,4,19,0,46,35,45.418903,-71.873497,255.7,20,50.4,0.7,60,614.4,2307,3.118462,817,503,395,1489,OK,0.31,0.47,,,,
S2,2020,4,19,0,46,38,45.418793,-71.873474,255.10001,20,50.3,0.7,60,614.4,1695,0.678494,247,130,99,424,UE,0.24,0.4,,,,
S3,2020,4,19,0,46,40,45.418625,-71.873444,254,14,50.3,0.7,60,614.4,1683,0.808973,403,188,141,659,OK,0.19,0.35,,,,
S4,2020,4,19,0,46,42,45.41851,-71.873413,253.2,15,50.3,0.7,60,614.4,3224,1.21346,236,171,136,505,OK,0.38,0.53,,,,
S5,2020,4,19,0,46,45,45.418343,-71.873383,252.2,15,50.4,0.8,60,614.4,1865,1.069933,605,268,197,977,OK,0.17,0.33,,,,
