Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S4,2020,4,19,2,11,0,45.403984,-71.885063,145.39999,14,51.3,0.3,60,614.4,1672,8.24631,4160,1959,1515,7034,OK,0.19,0.35,,,,
S5,2020,4,19,2,11,2,45.404057,-71.885117,145.89999,14,51.3,0.3,60,614.4,1706,3.340278,981,521,338,1732,OK,0.22,0.4,,,,
S6,2020,4,19,2,11,5,45.404202,-71.885239,145.2,14,51.3,0.4,60,614.4,1648,0.756782,262,134,93,449,UE,0.21,0.39,,,,
S1,2020,4,19,2,11,7,45.404312,-71.8853,144,14,51.3,0.4,60,614.4,1623,4.697266,1927,932,662,3294,OK,0.2,0.37,,,,
S2,2020,4,19,2,11,10,45.404472,-71.885414,144,14,51.3,0.4,60,614.4,2327,0.352295,214,83,46,342,UE,0.13,0.28,,,,
S3,2020,4,19,2,11,12,45.404583,-71.885498,144.10001,14,51.3,0.4,60,614.4,1628,6.263021,1605,789,333,2864,OK,0.11,0.29,,,,
S4,2020,4,19,2,11,15,45.404739,-71.885612,144.60001,14,51.3,0.3,60,614.4,1625,10.49056,5316,2607,2165,8789,OK,0.21,0.36,,,,
S5,2020,4,19,2,11,17,45.404846,-71.885696,144,14,51.3,0.4,60,614.4,1620,9.629395,3665,1801,1249,6246,OK,0.2,0.38,,,,
S6,2020,4,19,2,11,20,45.404953,-71.885773,144.5,14,51.3,0.4,60,614.4,1645,0.756782,282,144,105,477,OK,0.22,0.39,,,,
S1,2020,4,19,2,11,22,45.405106,-71.88588,145,14,51.3,0.3,60,614.4,1979,0.06524,23,13,11,40,UE,0.28,0.43,,,,
S2,2020,4,19,2,11,25,45.405209,-71.885963,145.3,14,51.3,0.4,60,614.4,3585,1.85281,477,326,297,637,OK,0.38,0.5,,,,
S3,2020,4,19,2,11,27,45.405361,-71.886063,145.5,14,51.3,0.3,60,614.4,1790,4.527642,1431,783,579,2384,OK,0.25,0.42,,,,
S4,2020,4,19,2,11,29,45.40546,-71.886147,145.2,13,51.3,0.4,60,614.4,2478,3.509901,818,526,403,1580,OK,0.32,0.49,,,,
S5,2020,4,19,2,11,32,45.405598,-71.886246,146.5,13,51.3,0.4,60,614.4,1641,0.521918,249,119,91,389,UE,0.2,0.36,,,,
S6,2020,4,19,2,11,34,45.405682,-71.886322,146.60001,13,51.3,0.4,60,614.4,1990,0.13048,40,23,18,65,UE,0.28,0.44,,,,
S1,2020,4,19,2,11,37,45.4058,-71.886482,146.60001,13,51.3,0.4,60,614.4,1979,0.195719,69,39,33,114,UE,0.28,0.43,,,,
S2,2020,4,19,2,11,39,45.405876,-71.886597,147.5,15,51.3,0.4,60,614.4,1898,1.422228,769,333,227,1292,OK,0.16,0.32,,,,
S3,2020,4,19,2,11,42,45.405945,-71.886734,147.3,15,51.3,0.4,60,614.4,1641,7.828776,2815,1432,1019,4870,OK,0.22,0.39,,,,
S4,2020,4,19,2,11,44,45.406025,-71.886963,146.89999,14,51.3,0.4,60,614.4,1849,11.469155,3600,2003,1521,6646,OK,0.26,0.43,,,,
S5,2020,4,19,2,11,47,45.406063,-71.887123,147.8,14,51.3,0.4,60,614.4,1775,4.853841,2242,985,621,3585,OK,0.16,0.33,,,,
S6,2020,4,19,2,11,49,45.40612,-71.887329,148.5,14,51.3,0.4,60,614.4,1621,2.231201,846,408,270,1429,OK,0.19,0.37,,,,
S1,2020,4,19,2,11,51,45.406158,-71.887474,148.8,15,51.3,0.4,60,614.4,1976,2.883599,739,432,301,1340,OK,0.26,0.44,,,,
S2,2020,4,19,2,11,54,45.406223,-71.887665,148.8,14,51.3,0.4,60,614.4,2304,0.417535,269,109,72,432,UE,0.14,0.3,,,,
S3,2020,4,19,2,11,56,45.406265,-71.887794,148.60001,14,51.3,0.4,60,614.4,1656,1.135173,474,220,145,789,OK,0.18,0.35,,,,
S4,2020,4,19,2,11,59,45.406338,-71.887993,148.60001,14,51.3,0.4,60,614.4,2319,1.187364,660,250,122,1136,OK,0.12,0.26,,,,
S5,2020,4,19,2,12,1,45.406395,-71.888123,148.39999,14,51.3,0.4,60,614.4,1642,7.045898,2430,1236,849,4082,OK,0.21,0.39,,,,
S6,2020,4,19,2,12,4,45.406513,-71.888298,148.89999,14,51.3,0.4,60,614.4,1795,1.330892,379,209,143,657,OK,0.24,0.42,,,,
S1,2020,4,19,2,12,6,45.406601,-71.888397,149.5,14,51.3,0.4,60,614.4,1995,14.248373,3160,1891,1183,5966,OK,0.25,0.43,,,,
S2,2020,4,19,2,12,9,45.406696,-71.888504,150,14,51.3,0.4,60,614.4,1637,0.339247,136,64,42,228,UE,0.18,0.36,,,,
S3,2020,4,19,2,12,11,45.406849,-71.888664,150.2,14,51.3,0.4,60,614.4,1624,2.505208,929,444,283,1592,OK,0.18,0.36,,,,
S4,2020,4,19,2,12,14,45.406952,-71.888771,150.39999,14,51.3,0.4,60,614.4,1913,2.870551,820,467,342,1535,OK,0.26,0.44,,,,
S5,2020,4,19,2,12,16,45.407104,-71.888931,150.2,14,51.3,0.4,60,614.4,1709,5.414903,2506,1140,779,4207,OK,0.18,0.34,,,,
S6,2020,4,19,2,12,18,45.4072,-71.88903,150.10001,14,51.3,0.3,60,614.4,1696,0.900309,290,153,106,510,OK,0.23,0.4,,,,
S1,2020,4,19,2,12,21,45.407333,-71.889183,150.10001,14,51.3,0.4,60,614.4,2257,5.31052,1443,877,695,2676,OK,0.3,0.46,,,,
S2,2020,4,19,2,12,23,45.407417,-71.889297,150.10001,14,51.3,0.4,60,614.4,2038,0.678494,402,170,116,664,OK,0.16,0.32,,,,
S3,2020,4,19,2,12,26,45.407543,-71.88945,150.10001,14,51.3,0.4,60,614.4,1736,8.063639,2367,1275,855,4372,OK,0.23,0.41,,,,
S4,2020,4,19,2,12,28,45.407631,-71.889557,150,14,51.3,0.3,60,614.4,2129,0.221815,155,67,52,250,UE,0.16,0.32,,,,
S5,2020,4,19,2,12,31,45.407715,-71.889679,150,14,51.3,0.4,60,614.4,1801,4.358018,2464,1116,856,3943,OK,0.18,0.34,,,,
S6,2020,4,19,2,12,33,45.407841,-71.889862,150.10001,14,51.4,0.4,60,614.4,1914,0.782878,495,221,174,791,OK,0.17,0.33,,,,
S1,2020,4,19,2,12,36,45.407925,-71.889977,150.2,14,51.4,0.4,60,614.4,1838,3.118462,1163,638,533,1879,OK,0.26,0.42,,,,
S2,2020,4,19,2,12,38,45.408035,-71.89016,150.2,14,51.3,0.4,60,614.4,1791,0.521918,176,96,74,328,UE,0.25,0.42,,,,
S3,2020,4,19,2,12,40,45.408112,-71.890282,150.10001,14,51.4,0.4,60,614.4,4535,0.469727,716,269,212,1114,OK,0.12,0.25,,,,
S4,2020,4,19,2,12,43,45.408218,-71.890472,150.10001,14,51.4,0.3,60,614.4,1955,3.170654,963,550,426,1805,OK,0.27,0.44,,,,
S5,2020,4,19,2,12,45,45.408287,-71.890587,150,14,51.4,0.4,60,614.4,1886,3.157606,837,477,326,1540,OK,0.25,0.43,,,,
S6,2020,4,19,2,12,48,45.408386,-71.89077,150.5,14,51.4,0.4,60,614.4,2356,0.404487,89,57,41,162,UE,0.31,0.48,,,,
S1,2020,4,19,2,12,50,45.408455,-71.890884,150.7,14,51.4,0.4,60,614.4,3744,1.98329,310,251,196,612,OK,0.42,0.57,,,,
S2,2020,4,19,2,12,53,45.408569,-71.891083,150.7,14,51.4,0.4,60,614.4,1882,0.391439,115,65,47,199,UE,0.26,0.43,,,,
S3,2020,4,19,2,12,55,45.408646,-71.89119,150.89999,14,51.4,0.4,60,614.4,2432,3.105414,661,431,310,1301,OK,0.31,0.49,,,,
S4,2020,4,19,2,12,58,45.408718,-71.891304,151.10001,14,51.4,0.4,60,614.4,1631,0.404487,164,78,53,286,UE,0.19,0.36,,,,
S5,2020,4,19,2,13,0,45.408844,-71.891441,151.3,14,51.4,0.4,60,614.4,1639,1.996338,935,447,339,1579,OK,0.2,0.36,,,,
S6,2020,4,19,2,13,3,45.408932,-71.891525,151.3,14,51.4,0.3,60,614.4,1858,0.534966,157,88,64,278,UE,0.26,0.43,,,,
S1,2020,4,19,2,13,5,45.409077,-71.891663,151,14,51.4,0.4,60,614.4,2939,1.14822,212,152,113,397,OK,0.36,0.52,,,,
S2,2020,4,19,2,13,7,45.409184,-71.891739,150.8,14,51.4,0.4,60,614.4,2322,0.391439,296,125,96,490,UE,0.16,0.31,,,,
S3,2020,4,19,2,13,10,45.409328,-71.891869,149.8,13,51.4,0.4,60,614.4,1621,0.495822,202,98,69,343,UE,0.2,0.37,,,,
S4,2020,4,19,2,13,12,45.409424,-71.891953,150.10001,14,51.5,0.4,60,614.4,1911,0.104384,60,26,18,97,UE,0.16,0.32,,,,
S5,2020,4,19,2,13,15,45.40958,-71.892082,150.10001,14,51.5,0.4,60,614.4,1859,8.768229,4468,1937,1276,7361,OK,0.16,0.32,,,,
S6,2020,4,19,2,13,17,45.409672,-71.892159,149.89999,14,51.5,0.4,60,614.4,1629,2.974935,1218,582,402,2059,OK,0.19,0.36,,,,
S1,2020,4,19,2,13,20,45.409809,-71.892288,149.8,14,51.5,0.4,60,614.4,1749,15.840223,7583,3399,2307,12988,OK,0.17,0.34,,,,
S2,2020,4,19,2,13,22,45.409893,-71.89238,150.10001,14,51.5,0.4,60,614.4,1842,0.926405,249,140,94,462,UE,0.24,0.42,,,,
S3,2020,4,19,2,13,25,45.409977,-71.892464,150.10001,14,51.5,0.4,60,614.4,1882,5.04956,2654,1149,771,4445,OK,0.16,0.32,,,,
S4,2020,4,19,2,13,27,45.410099,-71.892609,150,14,51.5,0.4,60,614.4,2856,3.19675,740,495,404,1400,OK,0.35,0.5,,,,
S5,2020,4,19,2,13,29,45.410179,-71.8927,149.89999,14,51.5,0.4,60,614.4,1659,0.50887,186,96,70,302,UE,0.22,0.4,,,,
S6,2020,4,19,2,13,32,45.410297,-71.892853,149.89999,14,51.5,0.4,60,614.4,2180,0.482775,121,74,54,218,UE,0.29,0.46,,,,
S1,2020,4,19,2,13,34,45.410362,-71.89296,149.8,14,51.5,0.4,60,614.4,3217,0.991645,207,147,120,388,OK,0.38,0.53,,,,
S2,2020,4,19,2,13,37,45.410473,-71.893135,149.7,14,51.5,0.4,60,614.4,1887,0.234863,134,59,43,221,UE,0.17,0.33,,,,
S3,2020,4,19,2,13,39,45.410545,-71.893257,149.5,14,51.6,0.4,60,614.4,1989,2.231201,620,360,267,1153,OK,0.27,0.44,,,,
S4,2020,4,19,2,13,42,45.410652,-71.893448,149.5,14,51.5,0.3,60,614.4,1979,0.182671,117,51,38,190,UE,0.17,0.32,,,,
S5,2020,4,19,2,13,44,45.410717,-71.893585,149.10001,14,51.6,0.4,60,614.4,1622,9.303195,3609,1791,1286,6282,OK,0.21,0.38,,,,
S6,2020,4,19,2,13,47,45.410774,-71.893723,149.2,14,51.5,0.4,60,614.4,1673,1.096029,532,249,186,892,OK,0.19,0.35,,,,
S1,2020,4,19,2,13,49,45.410847,-71.893913,149.2,14,51.6,0.4,60,614.4,1884,4.371067,1386,777,602,2479,OK,0.26,0.43,,,,
S2,2020,4,19,2,13,52,45.410896,-71.894028,149,14,51.6,0.4,60,614.4,2409,0.182671,139,58,44,216,UE,0.15,0.3,,,,
S3,2020,4,19,2,13,54,45.410961,-71.894196,148.3,14,51.6,0.4,60,614.4,2629,0.652398,511,205,146,824,OK,0.14,0.29,,,,
S4,2020,4,19,2,13,56,45.410999,-71.894318,148.89999,14,51.6,0.4,60,614.4,1624,5.284424,2287,1108,821,3890,OK,0.2,0.37,,,,
S5,2020,4,19,2,13,59,45.411053,-71.894508,149.7,14,51.6,0.4,60,614.4,3551,0.678494,132,98,81,276,UE,0.4,0.54,,,,
S6,2020,4,19,2,14,1,45.411087,-71.894646,149.7,14,51.6,0.4,60,614.4,1702,0.182671,74,39,32,123,UE,0.24,0.4,,,,
S1,2020,4,19,2,14,4,45.411144,-71.894867,149.3,14,51.6,0.4,60,614.4,1718,0.026096,25,12,11,41,UE,0.2,0.33,,,,
S2,2020,4,19,2,14,6,45.411171,-71.895004,149.3,14,51.6,0.4,60,614.4,3241,0.221815,48,34,28,102,UE,0.38,0.53,,,,
S3,2020,4,19,2,14,9,45.411209,-71.895233,149.3,14,51.6,0.4,60,614.4,2676,0.182671,179,76,64,262,UE,0.15,0.29,,,,
S4,2020,4,19,2,14,11,45.411243,-71.895325,149.2,14,51.6,0.4,60,614.4,3569,1.696235,1816,694,513,2943,OK,0.13,0.27,,,,
S5,2020,4,19,2,14,14,45.411312,-71.89537,149.10001,14,51.6,0.4,60,614.4,1620,0.822021,353,175,134,610,OK,0.21,0.38,,,,
S6,2020,4,19,2,14,16,45.41143,-71.895355,148.60001,14,51.6,0.4,60,614.4,1708,0.443631,151,80,59,255,UE,0.24,0.41,,,,
S1,2020,4,19,2,14,19,45.411514,-71.895325,148.60001,14,51.5,0.4,60,614.4,2072,7.398193,2170,1270,1001,3850,OK,0.29,0.45,,,,
S2,2020,4,19,2,14,21,45.411633,-71.895218,147.89999,14,51.5,0.4,60,614.4,1637,0.13048,57,29,23,91,UE,0.23,0.39,,,,
S3,2020,4,19,2,14,23,45.411701,-71.895119,148.5,14,51.6,0.4,60,614.4,3371,0.274007,293,116,91,471,UE,0.13,0.27,,,,
S4,2020,4,19,2,14,26,45.411812,-71.894951,148.89999,14,51.6,0.4,60,614.4,1793,0.091336,33,18,14,55,UE,0.25,0.42,,,,
S5,2020,4,19,2,14,28,45.411888,-71.894836,149.60001,14,51.6,0.4,60,614.4,2576,2.62264,2078,852,640,3299,OK,0.15,0.3,,,,
S6,2020,4,19,2,14,31,45.411991,-71.894653,149.60001,14,51.6,0.4,60,614.4,1639,0.613254,315,152,123,508,OK,0.2,0.36,,,,
S1,2020,4,19,2,14,33,45.412056,-71.894554,152.10001,14,51.6,0.4,60,614.4,1754,0.143528,83,44,43,129,UE,0.24,0.36,,,,
S2,2020,4,19,2,14,36,45.412155,-71.894409,152.8,14,51.6,0.4,60,614.4,2274,0.026096,10,6,5,15,UE,0.3,0.46,,,,
S3,2020,4,19,2,14,38,45.412212,-71.894302,153.89999,13,51.6,0.4,60,614.4,2419,0.091336,75,32,26,115,UE,0.16,0.3,,,,
S4,2020,4,19,2,14,41,45.412273,-71.894203,155.10001,14,51.6,0.4,60,614.4,2602,0.169623,30,21,14,59,UE,0.32,0.5,,,,
S5,2020,4,19,2,14,43,45.412357,-71.894035,157.10001,14,51.6,0.4,60,614.4,1832,3.19675,1591,693,453,2563,OK,0.16,0.33,,,,
S6,2020,4,19,2,14,46,45.412415,-71.893921,157.7,14,51.6,0.4,60,614.4,1635,1.591851,668,317,220,1105,OK,0.19,0.36,,,,
S1,2020,4,19,2,14,48,45.412479,-71.893768,159.10001,14,51.6,0.4,60,614.4,1862,9.877305,2657,1502,1025,4864,OK,0.25,0.43,,,,
S2,2020,4,19,2,14,50,45.412487,-71.893669,159,14,51.6,0.4,60,614.4,2004,12.421658,3375,1970,1450,6262,OK,0.27,0.45,,,,
S3,2020,4,19,2,14,53,45.412418,-71.893562,157.89999,14,51.5,0.4,60,614.4,1661,6.484836,2661,1227,786,4460,OK,0.17,0.35,,,,
S4,2020,4,19,2,14,55,45.412338,-71.893471,157.2,14,51.6,0.4,60,614.4,1853,0.117432,30,17,11,53,UE,0.24,0.42,,,,
S5,2020,4,19,2,14,58,45.412231,-71.893349,157.2,14,51.5,0.4,60,614.4,1649,0.182671,76,39,30,114,UE,0.23,0.39,,,,
S6,2020,4,19,2,15,0,45.412159,-71.893272,153.89999,14,51.5,0.4,60,614.4,3511,0.052192,13,9,8,19,UE,0.38,0.51,,,,
S1,2020,4,19,2,15,3,45.412102,-71.893181,154.2,13,51.5,0.4,60,614.4,2710,0.039144,11,7,6,16,UE,0.33,0.48,,,,
S2,2020,4,19,2,15,5,45.412079,-71.893013,154.8,14,51.5,0.4,60,614.4,1620,0.300103,133,66,51,224,UE,0.21,0.38,,,,
S3,2020,4,19,2,15,8,45.412113,-71.892899,155.8,14,51.6,0.4,60,614.4,1624,0.339247,141,68,48,232,UE,0.2,0.37,,,,
S4,2020,4,19,2,15,10,45.412189,-71.892746,157.89999,14,51.6,0.4,60,614.4,1879,0.378391,108,61,44,202,UE,0.26,0.43,,,,
S5,2020,4,19,2,15,12,45.412235,-71.892616,160.3,14,51.6,0.4,60,614.4,1620,0.274007,120,59,44,187,UE,0.21,0.38,,,,
S6,2020,4,19,2,15,15,45.412319,-71.892448,162,14,51.6,0.4,60,614.4,2492,0.06524,21,13,11,34,UE,0.32,0.47,,,,
S1,2020,4,19,2,15,17,45.41238,-71.892326,163.39999,14,51.6,0.4,60,614.4,2037,0.013048,5,3,2,9,UE,0.27,0.45,,,,
S2,2020,4,19,2,15,20,45.412476,-71.892159,165.5,14,51.6,0.4,60,614.4,3663,0.300103,67,48,42,94,UE,0.39,0.53,,,,
S3,2020,4,19,2,15,22,45.412529,-71.892075,166.5,14,51.6,0.4,60,614.4,1779,0.195719,68,37,28,108,UE,0.25,0.42,,,,
S4,2020,4,19,2,15,25,45.412563,-71.891953,166.5,14,51.5,0.4,60,614.4,1844,1.891954,557,311,225,952,OK,0.25,0.43,,,,
S5,2020,4,19,2,15,27,45.412567,-71.891891,166.7,14,51.5,0.4,60,614.4,2554,0.195719,52,33,27,79,UE,0.33,0.48,,,,
S6,2020,4,19,2,15,30,45.41256,-71.891838,165.7,13,51.5,0.4,60,614.4,4008,0.104384,15,13,10,28,UE,0.45,0.59,,,,
S1,2020,4,19,2,15,32,45.412472,-71.891708,163.89999,13,51.5,0.4,60,614.4,2872,0.013048,4,3,2,8,UE,0.35,0.52,,,,
S2,2020,4,19,2,15,35,45.412388,-71.891624,162.8,14,51.4,0.3,60,614.4,2667,0.06524,17,11,9,26,UE,0.34,0.49,,,,
S3,2020,4,19,2,15,37,45.412296,-71.891495,161.5,14,51.4,0.4,60,614.4,1633,0.06524,41,20,17,63,UE,0.21,0.36,,,,
S4,2020,4,19,2,15,39,45.412209,-71.891403,161,14,51.5,0.4,60,614.4,1627,3.601237,1411,708,523,2438,OK,0.22,0.38,,,,
S5,2020,4,19,2,15,42,45.412067,-71.891258,161.5,13,51.4,0.4,60,614.4,2465,0.117432,36,22,19,50,UE,0.32,0.46,,,,
S6,2020,4,19,2,15,44,45.411983,-71.891151,161.60001,14,51.4,0.4,60,614.4,5883,0.026096,8,6,6,11,UE,0.43,0.52,,,,
S1,2020,4,19,2,15,47,45.411865,-71.890999,161.89999,14,51.4,0.4,60,614.4,1635,0,4,2,2,6,UE,0.2,0.32,,,,
S2,2020,4,19,2,15,49,45.411793,-71.890915,161,14,51.4,0.4,60,614.4,2770,0.052192,16,10,9,23,UE,0.33,0.47,,,,
S3,2020,4,19,2,15,52,45.411678,-71.8908,161.2,14,51.4,0.4,60,614.4,1839,0.052192,20,11,9,28,UE,0.26,0.42,,,,
S4,2020,4,19,2,15,54,45.411594,-71.890717,162.39999,14,51.4,0.4,60,614.4,1686,0.156576,63,33,26,97,UE,0.24,0.4,,,,
S5,2020,4,19,2,15,57,45.411514,-71.890625,163.3,13,51.4,0.4,60,614.4,1648,10.842855,3414,1743,1108,5915,OK,0.2,0.38,,,,
S6,2020,4,19,2,15,59,45.4114,-71.890488,163.60001,14,51.4,0.4,60,614.4,1806,1.135173,306,170,112,547,OK,0.24,0.42,,,,
S1,2020,4,19,2,16,2,45.411316,-71.890388,164.3,14,51.4,0.4,60,614.4,2415,0.182671,36,24,16,71,UE,0.3,0.48,,,,
S2,2020,4,19,2,16,4,45.411186,-71.890259,163.7,14,51.4,0.4,60,614.4,1660,0.221815,66,34,20,117,UE,0.19,0.37,,,,
S3,2020,4,19,2,16,6,45.411098,-71.890152,163.89999,14,51.4,0.4,60,614.4,2275,6.302165,921,640,311,2014,OK,0.23,0.41,,,,
S4,2020,4,19,2,16,9,45.410976,-71.890015,162.10001,14,51.4,0.4,60,614.4,1656,0.234863,97,50,39,158,UE,0.23,0.39,,,,
S5,2020,4,19,2,16,11,45.410892,-71.889923,161.8,14,51.4,0.4,60,614.4,1639,0.482775,227,116,98,369,UE,0.23,0.38,,,,
S6,2020,4,19,2,16,14,45.410767,-71.889763,161.8,14,51.4,0.4,60,614.4,1689,0.156576,61,32,25,99,UE,0.24,0.4,,,,
S1,2020,4,19,2,16,16,45.410694,-71.889671,160.10001,14,51.4,0.4,60,614.4,3329,0.026096,13,8,8,20,UE,0.32,0.43,,,,
S2,2020,4,19,2,16,19,45.410568,-71.889519,160.39999,14,51.4,0.4,60,614.4,1929,0.613254,334,143,95,535,UE,0.16,0.32,,,,
S3,2020,4,19,2,16,21,45.410507,-71.889458,160.3,14,51.4,0.4,60,614.4,1705,0.169623,74,39,33,104,UE,0.24,0.4,,,,
S4,2020,4,19,2,16,24,45.410477,-71.889404,160.39999,14,51.4,0.4,60,614.4,1620,3.705621,1126,535,266,2016,OK,0.14,0.32,,,,
S5,2020,4,19,2,16,26,45.410442,-71.889313,162.39999,14,51.4,0.4,60,614.4,1854,4.031819,1757,731,374,2885,OK,0.13,0.29,,,,
S6,2020,4,19,2,16,29,45.410458,-71.889198,164.10001,14,51.4,0.4,60,614.4,1646,1.996338,555,282,152,1004,OK,0.17,0.35,,,,
S1,2020,4,19,2,16,31,45.410526,-71.889053,168,13,51.4,0.4,60,614.4,4034,4.214491,4403,1423,674,6487,OK,0.14,0.22,,,,
S2,2020,4,19,2,16,33,45.410599,-71.888962,169.5,14,51.4,0.4,60,614.4,4224,0.156576,210,75,51,319,UE,0.13,0.25,,,,
S3,2020,4,19,2,16,36,45.410706,-71.888802,171.7,14,51.4,0.4,60,614.4,2163,0.404487,241,98,61,382,UE,0.14,0.3,,,,
S4,2020,4,19,2,16,38,45.410786,-71.888695,173.10001,13,51.4,0.4,60,614.4,1685,1.34394,453,197,83,782,UE,0.1,0.26,,,,
S5,2020,4,19,2,16,41,45.4109,-71.888519,173.10001,13,51.4,0.4,60,614.4,3029,2.674832,2356,915,647,3594,OK,0.14,0.28,,,,
S6,2020,4,19,2,16,43,45.410984,-71.888405,176.60001,14,51.4,0.4,60,614.4,1745,0.991645,518,236,174,859,OK,0.18,0.34,,,,
S1,2020,4,19,2,16,46,45.411121,-71.888237,178.3,14,51.4,0.4,60,614.4,2113,0.300103,94,55,45,157,UE,0.29,0.45,,,,
S2,2020,4,19,2,16,48,45.411205,-71.88813,180.89999,14,51.4,0.4,60,614.4,1972,0.430583,242,103,69,396,UE,0.16,0.32,,,,
S3,2020,4,19,2,16,51,45.411285,-71.888008,182.39999,14,51.4,0.4,60,614.4,1679,2.074625,720,376,274,1212,OK,0.23,0.4,,,,
S4,2020,4,19,2,16,53,45.411411,-71.887825,184.3,14,51.4,0.4,60,614.4,1833,0.587158,182,101,75,337,UE,0.25,0.43,,,,
S5,2020,4,19,2,16,55,45.411491,-71.887695,185.7,14,51.4,0.4,60,614.4,1677,20.955023,8571,3899,2411,14046,OK,0.17,0.34,,,,
S6,2020,4,19,2,16,58,45.411625,-71.887505,187.8,13,51.4,0.4,60,614.4,1823,6.341309,1626,912,581,2941,OK,0.23,0.42,,,,
S1,2020,4,19,2,17,0,45.411713,-71.887367,189.10001,14,51.4,0.4,60,614.4,2201,0.221815,59,36,27,103,UE,0.3,0.46,,,,
S2,2020,4,19,2,17,3,45.411846,-71.887169,190.89999,14,51.3,0.4,60,614.4,1841,0.717638,420,189,146,703,OK,0.18,0.33,,,,
S3,2020,4,19,2,17,5,45.411922,-71.887047,192,13,51.4,0.4,60,614.4,1714,6.915419,2440,1295,986,4429,OK,0.24,0.41,,,,
S4,2020,4,19,2,17,8,45.412048,-71.886864,192,13,51.3,0.4,60,614.4,1627,0.365343,173,84,66,283,UE,0.21,0.37,,,,
S5,2020,4,19,2,17,10,45.412121,-71.886749,194.39999,14,51.3,0.4,60,614.4,1935,7.60696,2454,1388,1107,4536,OK,0.27,0.43,,,,
S6,2020,4,19,2,17,13,45.41217,-71.88665,195.2,14,51.3,0.4,60,614.4,1708,1.78757,892,411,303,1473,OK,0.18,0.35,,,,
S1,2020,4,19,2,17,15,45.41217,-71.886475,196.2,14,51.3,0.4,60,614.4,1640,4.840793,2092,991,701,3591,OK,0.19,0.36,,,,
S2,2020,4,19,2,17,18,45.412113,-71.88636,196.2,14,51.4,0.4,60,614.4,2059,0.287055,184,79,58,301,UE,0.16,0.32,,,,
S3,2020,4,19,2,17,20,45.411983,-71.886208,195.60001,14,51.3,0.4,60,614.4,17112,853.7019,850,191,183,1109,OK,0.07,-0.14,,,,
S4,2020,4,19,2,17,22,45.4119,-71.886101,195,13,51.4,0.4,60,614.4,2024,0.874213,239,140,104,466,OK,0.28,0.45,,,,
S5,2020,4,19,2,17,25,45.411781,-71.885971,194.60001,14,51.3,0.4,60,614.4,2088,2.831407,519,328,180,955,OK,0.23,0.42,,,,
S6,2020,4,19,2,17,27,45.411705,-71.885872,194.60001,13,51.4,0.4,60,614.4,2667,1.135173,129,105,50,283,UE,0.26,0.44,,,,
S1,2020,4,19,2,17,30,45.411591,-71.885735,194.60001,13,51.4,0.4,60,614.4,2820,19.519747,1684,1579,613,4196,OK,0.23,0.4,,,,
S2,2020,4,19,2,17,32,45.411518,-71.885651,194.5,13,51.4,0.4,60,614.4,2445,27.126709,3071,2395,962,7096,OK,0.2,0.38,,,,
S3,2020,4,19,2,17,35,45.411411,-71.885521,194,13,51.4,0.4,60,614.4,2133,16.257757,2632,1725,850,5279,OK,0.21,0.4,,,,
S4,2020,4,19,2,17,37,45.411343,-71.885437,194.10001,13,51.4,0.4,60,614.4,1885,0.57411,135,78,47,264,UE,0.23,0.42,,,,
S5,2020,4,19,2,17,40,45.411278,-71.885353,194.10001,13,51.4,0.4,60,614.4,2662,22.781738,2164,1888,725,5061,OK,0.21,0.38,,,,
S6,2020,4,19,2,17,42,45.411167,-71.885223,193.89999,13,51.4,0.4,60,614.4,2595,4.005723,438,357,155,969,OK,0.23,0.41,,,,
S1,2020,4,19,2,17,45,45.411095,-71.885124,193.7,13,51.4,0.4,60,614.4,2129,32.554657,4674,3145,1300,9505,OK,0.17,0.36,,,,
S2,2020,4,19,2,17,47,45.410984,-71.884995,192.39999,13,51.4,0.4,60,614.4,2431,1.226508,832,332,218,1315,OK,0.14,0.29,,,,
S3,2020,4,19,2,17,49,45.410896,-71.884903,191.7,13,51.4,0.4,60,614.4,1621,1.069933,383,188,123,655,OK,0.19,0.37,,,,
S4,2020,4,19,2,17,52,45.410763,-71.884735,189.5,13,51.4,0.4,60,614.4,2488,13.074057,1399,1124,433,3287,OK,0.19,0.37,,,,
S5,2020,4,19,2,17,54,45.410664,-71.884621,188.60001,13,51.4,0.4,60,614.4,2144,0.991645,177,114,63,329,UE,0.24,0.43,,,,
S6,2020,4,19,2,17,57,45.410503,-71.88443,188.60001,13,51.4,0.4,60,614.4,2347,3.731717,483,353,156,1002,OK,0.21,0.4,,,,
S1,2020,4,19,2,17,59,45.410393,-71.8843,186.7,13,51.4,0.4,60,614.4,3126,11.938883,819,908,344,2246,OK,0.26,0.42,,,,
S2,2020,4,19,2,18,2,45.41029,-71.884178,185.7,13,51.4,0.4,60,614.4,2705,31.51082,2900,2586,990,7218,OK,0.21,0.39,,,,
S3,2020,4,19,2,18,4,45.410145,-71.884018,184.89999,13,51.4,0.4,60,614.4,2435,19.793755,2609,1931,934,5628,OK,0.24,0.43,,,,
S4,2020,4,19,2,18,7,45.410046,-71.883904,184.8,13,51.4,0.4,60,614.4,1995,0.887261,447,183,103,738,OK,0.14,0.29,,,,
