Capteurs,Date,,,Heure,,,Longitude,Latitude,Altitude,,,,,,,,R,G,B,Clear,,,,,,,,,
S2,2019,10,30,5,33,17,45.382198,-71.933014,231.39999,22,70.2,10.8,60,614.4,1625,0.352295,174,85,69,281,OK,,,,,,,,
S1,2019,10,30,5,33,20,45.38224,-71.932907,231.7,22,70.3,10.8,60,614.4,2689,0.313151,71,47,37,121,OK,,,,,,,,
S2,2019,10,30,5,33,23,45.382381,-71.932846,232.2,22,70.2,10.8,60,614.4,3919,0.06524,17,12,11,24,OK,,,,,,,,
S1,2019,10,30,5,33,26,45.382519,-71.932838,232.39999,22,70.3,10.8,60,614.4,2710,0.078288,22,14,12,38,OK,,,,,,,,
S2,2019,10,30,5,33,30,45.382675,-71.932831,232.2,20,70.2,10.8,60,614.4,1812,7.071994,3127,1691,1518,5317,OK,,,,,,,,
S1,2019,10,30,5,33,33,45.382832,-71.932823,232,22,70.2,10.8,60,614.4,2804,0.06524,20,13,11,36,OK,,,,,,,,
S2,2019,10,30,5,33,36,0,0,0,0,70.2,10.8,60,614.4,3770,0.104384,33,22,21,44,OK,,,,,,,,
S1,2019,10,30,5,33,39,45.383163,-71.932816,231.60001,20,70.3,10.8,60,614.4,2044,10.86895,2594,1553,1059,4769,OK,,,,,,,,
S2,2019,10,30,5,33,42,45.383289,-71.932816,231.3,21,70.3,10.8,60,614.4,1773,0.404487,144,78,61,228,OK,,,,,,,,
S1,2019,10,30,5,33,46,45.383415,-71.932816,231,21,70.3,10.8,60,614.4,2773,0.06524,15,10,8,29,OK,,,,,,,,
S2,2019,10,30,5,33,49,45.383549,-71.932808,230.8,21,70.3,10.8,60,614.4,4275,0.13048,39,27,26,50,OK,,,,,,,,
S1,2019,10,30,5,33,52,45.383717,-71.9328,230.60001,22,70.3,10.8,60,614.4,1637,0.260959,158,81,76,311,OK,,,,,,,,
S2,2019,10,30,5,33,55,45.383823,-71.9328,230.39999,20,70.3,10.8,60,614.4,2211,8.585557,1972,1225,867,3386,OK,,,,,,,,
S1,2019,10,30,5,33,58,45.383896,-71.932793,230.10001,22,70.3,10.8,60,614.4,2224,12.630424,2627,1666,1104,4843,OK,,,,,,,,
S2,2019,10,30,5,34,2,45.383987,-71.932793,230,21,70.3,10.8,60,614.4,1622,0.274007,124,62,50,191,OK,,,,,,,,
S1,2019,10,30,5,34,5,45.38409,-71.9328,229.7,21,70.3,10.8,60,614.4,2730,0.052192,10,7,5,20,OK,,,,,,,,
S2,2019,10,30,5,34,8,45.384239,-71.9328,229.39999,21,70.3,10.8,60,614.4,4191,0.06524,18,13,12,27,OK,,,,,,,,
S1,2019,10,30,5,34,11,45.384357,-71.9328,229,21,70.3,10.8,60,614.4,2216,3.275038,1023,606,509,1811,OK,,,,,,,,
S2,2019,10,30,5,34,15,45.384472,-71.9328,228.7,21,70.4,10.8,60,614.4,1718,2.309489,1127,595,541,1948,OK,,,,,,,,
S1,2019,10,30,5,34,18,45.38459,-71.9328,228.60001,21,70.3,10.8,60,614.4,2804,0.06524,20,13,11,37,OK,,,,,,,,
S2,2019,10,30,5,34,21,45.38472,-71.932793,228.39999,21,70.4,10.8,60,614.4,4041,0.091336,26,18,17,36,OK,,,,,,,,
S1,2019,10,30,5,34,24,45.384907,-71.932793,227.60001,22,70.4,10.8,60,614.4,2730,0.052192,10,7,5,20,OK,,,,,,,,
S2,2019,10,30,5,34,27,45.385048,-71.932785,227,22,70.4,10.8,60,614.4,1632,0.313151,205,105,102,293,OK,,,,,,,,
S1,2019,10,30,5,34,31,45.385189,-71.932785,226.39999,22,70.3,10.8,60,614.4,2233,0.182671,73,42,39,108,OK,,,,,,,,
S2,2019,10,30,5,34,34,45.385323,-71.932785,225.89999,22,70.3,10.8,60,614.4,1991,0.156576,66,37,33,89,OK,,,,,,,,
S1,2019,10,30,5,34,37,45.385433,-71.932785,225.5,22,70.3,10.8,60,614.4,2838,0.104384,29,19,16,48,OK,,,,,,,,
S2,2019,10,30,5,34,40,45.385544,-71.932884,225.10001,23,70.3,10.8,60,614.4,1965,0.352295,116,66,53,198,OK,,,,,,,,
S1,2019,10,30,5,34,43,45.385574,-71.933037,224.89999,22,70.3,10.8,60,614.4,2932,0.039144,14,9,8,26,OK,,,,,,,,
S2,2019,10,30,5,34,47,45.385574,-71.933228,225.10001,21,70.3,10.8,60,614.4,1670,3.301134,1226,637,483,2042,OK,,,,,,,,
S1,2019,10,30,5,34,50,45.385578,-71.933411,224.7,21,70.4,10.8,60,614.4,2894,0.052192,13,9,7,24,OK,,,,,,,,
S2,2019,10,30,5,34,53,0,0,0,0,70.4,10.8,60,614.4,3774,0.091336,22,16,14,38,OK,,,,,,,,
S1,2019,10,30,5,34,56,45.38554,-71.9338,224.2,23,70.4,10.8,60,614.4,1664,2.68788,568,293,98,1018,OK,,,,,,,,
S2,2019,10,30,5,34,59,45.38546,-71.933891,224.2,22,70.4,10.8,60,614.4,1620,2.296441,701,336,172,1285,OK,,,,,,,,
S1,2019,10,30,5,35,3,45.385357,-71.933914,224.7,21,70.4,10.8,60,614.4,2391,1.552707,558,330,301,1009,OK,,,,,,,,
S2,2019,10,30,5,35,6,45.385246,-71.933907,224.8,20,70.4,10.8,60,614.4,2026,0.195719,82,46,42,126,OK,,,,,,,,
S1,2019,10,30,5,35,9,45.385094,-71.933907,224.7,20,70.4,10.8,60,614.4,2341,0.052192,18,11,9,32,OK,,,,,,,,
S2,2019,10,30,5,35,12,45.384975,-71.933907,224.8,15,70.4,10.8,60,614.4,2076,0.06524,28,16,14,41,OK,,,,,,,,
S1,2019,10,30,5,35,16,45.38485,-71.933907,224.89999,21,70.5,10.8,60,614.4,1624,0.57411,146,71,28,296,OK,,,,,,,,
S2,2019,10,30,5,35,19,45.384705,-71.933907,224.8,21,70.5,10.8,60,614.4,1620,3.888292,961,452,141,1758,OK,,,,,,,,
S1,2019,10,30,5,35,22,45.384552,-71.933907,224.39999,22,70.5,10.8,60,614.4,2319,0.039144,11,7,5,22,OK,,,,,,,,
S2,2019,10,30,5,35,25,45.384354,-71.933891,224.39999,21,70.6,10.8,60,614.4,2507,0.052192,14,9,7,22,OK,,,,,,,,
S1,2019,10,30,5,35,28,45.384205,-71.933884,224.5,20,70.6,10.8,60,614.4,1662,0.104384,31,16,9,55,OK,,,,,,,,
S2,2019,10,30,5,35,32,45.384079,-71.933868,224.7,20,70.6,10.8,60,614.4,1635,6.758843,1514,750,237,2605,OK,,,,,,,,
S1,2019,10,30,5,35,35,45.384003,-71.933861,225,20,70.7,10.8,60,614.4,1620,13.152343,3466,1621,581,6022,OK,,,,,,,,
S2,2019,10,30,5,35,38,45.38393,-71.933853,225.2,21,70.6,10.8,60,614.4,1621,0.117432,39,19,11,64,OK,,,,,,,,
S1,2019,10,30,5,35,41,45.383759,-71.933846,225.39999,20,70.7,10.8,60,614.4,2872,0.039144,8,6,4,15,OK,,,,,,,,
S2,2019,10,30,5,35,44,45.383617,-71.933838,225.8,21,70.8,10.8,60,614.4,3366,0.039144,10,7,6,16,OK,,,,,,,,
S1,2019,10,30,5,35,48,45.383476,-71.933838,225.89999,21,70.8,10.8,60,614.4,1956,0.06524,15,9,5,28,OK,,,,,,,,
S2,2019,10,30,5,35,51,45.383343,-71.933838,226,15,70.8,10.8,60,614.4,2183,0.404487,221,87,47,331,OK,,,,,,,,
S1,2019,10,30,5,35,54,0,0,0,0,70.8,10.8,60,614.4,1806,13.465494,5090,2083,824,8373,OK,,,,,,,,
S2,2019,10,30,5,35,57,45.38319,-71.933846,226.7,15,70.9,10.8,60,614.4,1632,10.2296,2302,1134,353,4270,OK,,,,,,,,
S1,2019,10,30,5,36,0,45.38319,-71.933846,226.89999,22,70.9,10.8,60,614.4,2212,10.086073,5033,1885,775,8011,OK,,,,,,,,
S2,2019,10,30,5,36,4,45.38319,-71.933846,226.89999,22,70.9,10.8,60,614.4,1630,10.151312,2279,1115,330,4252,OK,,,,,,,,
S1,2019,10,30,5,36,7,45.38319,-71.933846,226.8,23,70.9,10.8,60,614.4,2293,9.864258,5117,1891,774,7972,OK,,,,,,,,
S2,2019,10,30,5,36,10,45.38319,-71.933853,226.7,22,70.8,10.8,60,614.4,1631,10.138265,2264,1112,332,4234,OK,,,,,,,,
S1,2019,10,30,5,36,13,45.38319,-71.933853,226.60001,20,70.9,10.8,60,614.4,2191,10.555799,5172,1938,779,8102,OK,,,,,,,,
S2,2019,10,30,5,36,17,45.383198,-71.933853,226.5,22,70.8,10.8,60,614.4,1630,10.138265,2271,1113,330,4240,OK,,,,,,,,
S1,2019,10,30,5,41,22,45.383209,-71.933846,230.39999,25,69,10.8,60,614.4,2208,10.112168,5032,1886,775,8085,OK,,,,,,,,
S2,2019,10,30,5,41,24,45.383209,-71.933846,230.39999,24,70.1,10.7,60,614.4,1642,4.553738,971,486,140,1850,OK,,,,,,,,
S1,2019,10,30,5,41,28,45.383209,-71.933846,230.39999,24,70,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,41,31,45.383209,-71.933846,230.39999,25,70,10.6,60,614.4,1643,9.237955,1960,983,283,3719,OK,,1964,985.5,284,,Maurice Duplessis,,
S1,2019,10,30,5,41,34,0,0,0,0,70.2,10.7,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,41,37,45.383209,-71.933846,230.39999,24,70,10.6,60,614.4,1644,9.2771,1968,988,285,3738,OK,,,,,,,,
S1,2019,10,30,5,41,40,45.383209,-71.933846,230.39999,24,70,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,41,44,45.383209,-71.933846,230.5,25,70,10.6,60,614.4,1626,1.34394,309,150,45,581,OK,,,,,,,,
S1,2019,10,30,5,41,47,45.383209,-71.933846,230.5,25,70.1,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,41,50,0,0,0,0,70.1,10.6,60,614.4,1825,0.039144,15,6,2,26,OK,,,,,,,,
S1,2019,10,30,5,41,53,45.383209,-71.933846,230.5,24,70.1,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,41,56,45.383209,-71.933846,230.5,25,70.2,10.7,60,614.4,1635,0.013048,4,2,1,7,OK,,,,,,,,
S1,2019,10,30,5,42,0,45.383209,-71.933846,230.5,24,70.2,10.7,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,42,3,45.383209,-71.933846,230.5,25,70.1,10.6,60,614.4,1635,0.013048,4,2,1,7,OK,,,,,,,,
S1,2019,10,30,5,42,6,45.383209,-71.933846,230.5,25,70.2,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,42,9,45.383209,-71.933846,230.5,25,70.2,10.6,60,614.4,1632,0.026096,9,4,1,16,OK,,,,,,,,
S1,2019,10,30,5,42,12,45.383209,-71.933846,230.5,24,70.2,10.6,60,614.4,0,0,0,0,0,0,OK,,,,,,,,
S2,2019,10,30,5,42,16,45.383209,-71.933846,230.5,24,70.4,10.7,60,614.4,2011,0,5,2,1,9,OK,,,,,,,,
S1,2019,10,30,5,42,19,45.383209,-71.933846,230.5,23,70.4,10.7,60,614.4,2260,3.13151,1607,598,248,2484,OK,,,,,,,,
S2,2019,10,30,5,42,22,45.383209,-71.933846,230.5,23,70.4,10.7,60,614.4,1625,10.059977,2333,1128,343,4312,OK,,,,,,,,
S1,2019,10,30,5,44,7,45.383224,-71.933868,231.8,22,68.7,10.7,60,614.4,2109,10.399224,4913,1875,775,8132,OK,,,,,,,,
S2,2019,10,30,5,44,9,0,0,0,0,70.2,10.7,60,614.4,1632,10.190456,2286,1126,347,4245,OK,,,,,,,,
S1,2019,10,30,5,44,18,45.38319,-71.933823,229.8,22,70.1,10.7,60,614.4,1723,8.428982,1597,870,284,2923,OK,,,,,,,,
S2,2019,10,30,5,44,20,45.383137,-71.933807,230.2,22,70,10.7,60,614.4,1661,0.195719,62,32,20,98,OK,,,,,,,,
S1,2019,10,30,5,44,24,45.383057,-71.933807,231,22,70,10.7,60,614.4,2775,0.078288,14,10,7,26,OK,,,,,,,,
S2,2019,10,30,5,44,27,45.382957,-71.933815,231.2,21,70,10.7,60,614.4,3555,0.665446,185,124,115,244,OK,,,,,,,,
S1,2019,10,30,5,44,30,0,0,0,0,70,10.7,60,614.4,3034,0.052192,11,8,6,22,OK,,,,,,,,
S2,2019,10,30,5,44,33,45.382706,-71.933823,231,21,70,10.7,60,614.4,2344,0.326199,103,62,53,136,OK,,,,,,,,
S1,2019,10,30,5,44,36,45.38258,-71.933823,231,22,70.2,10.7,60,614.4,1745,12.343369,4381,1834,719,7219,OK,,,,,,,,
S2,2019,10,30,5,44,40,45.382458,-71.933838,231,22,70.2,10.7,60,614.4,1623,0.326199,119,59,40,177,OK,,,,,,,,
S1,2019,10,30,5,44,43,45.382351,-71.933838,231.2,22,70.3,10.7,60,614.4,2390,0.691542,227,136,120,388,OK,,,,,,,,
S2,2019,10,30,5,44,46,0,0,0,0,70.3,10.7,60,614.4,1805,0.13048,89,41,34,139,OK,,,,,,,,
S1,2019,10,30,5,44,49,45.382195,-71.933647,231.89999,21,70.4,10.7,60,614.4,2894,0.052192,13,9,7,25,OK,,,,,,,,
S2,2019,10,30,5,44,52,45.382198,-71.933403,232.2,22,70.6,10.7,60,614.4,1819,0.313151,119,65,54,177,OK,,,,,,,,
S1,2019,10,30,5,44,56,45.382195,-71.933105,232.7,22,70.6,10.7,60,614.4,2320,0.652398,229,135,121,439,OK,,,,,,,,
S2,2019,10,30,5,44,59,45.382195,-71.932831,232.8,22,70.6,10.7,60,614.4,1783,0.234863,79,43,33,122,OK,,,,,,,,
S1,2019,10,30,5,45,2,45.382191,-71.93251,233.3,22,70.7,10.7,60,614.4,1621,0.63935,258,125,87,408,OK,,,,,,,,
S2,2019,10,30,5,45,5,45.382191,-71.932266,233.39999,22,70.7,10.7,60,614.4,4145,0.143528,41,28,27,50,OK,,,,,,,,
S1,2019,10,30,5,45,9,45.382187,-71.932037,233.39999,22,70.7,10.7,60,614.4,3366,0.078288,20,14,12,33,OK,,,,,,,,
S2,2019,10,30,5,45,12,45.382217,-71.931892,233.60001,22,70.7,10.7,60,614.4,1654,2.948839,1081,556,410,1859,OK,,,,,,,,
S1,2019,10,30,5,45,15,45.382305,-71.931831,233.7,22,70.7,10.7,60,614.4,2610,0.052192,12,8,6,23,OK,,,,,,,,
S2,2019,10,30,5,45,18,45.382488,-71.931808,233.39999,22,70.7,10.7,60,614.4,3827,0.274007,75,51,48,102,OK,,,,,,,,
S1,2019,10,30,5,45,21,45.382648,-71.931801,232.89999,21,70.7,10.7,60,614.4,1620,9.290147,3976,1973,1517,6664,OK,,,,,,,,
S2,2019,10,30,5,45,25,45.382793,-71.931801,232.5,20,70.7,10.7,60,614.4,1801,0.247911,115,62,56,171,OK,,,,,,,,
S1,2019,10,30,5,45,28,45.382927,-71.931801,232.2,20,70.6,10.7,60,614.4,3034,0.052192,11,8,6,21,OK,,,,,,,,
S2,2019,10,30,5,45,31,45.383064,-71.931793,232,22,70.6,10.7,60,614.4,1824,0.417535,130,72,53,229,OK,,,,,,,,
S1,2019,10,30,5,45,34,45.383247,-71.931786,231.60001,21,70.7,10.7,60,614.4,1663,14.600667,4448,2299,1455,7783,OK,,,,,,,,
S2,2019,10,30,5,45,37,45.383385,-71.931786,231.3,21,70.6,10.7,60,614.4,2178,0.287055,88,52,43,137,OK,,,,,,,,
S1,2019,10,30,5,45,41,45.383507,-71.931778,231.10001,21,70.6,10.7,60,614.4,2894,0.052192,13,9,7,24,OK,,,,,,,,
S2,2019,10,30,5,45,44,45.383636,-71.931778,230.8,22,70.6,10.7,60,614.4,3043,0.195719,63,40,37,88,OK,,,,,,,,
S1,2019,10,30,5,45,47,0,0,0,0,70.6,10.7,60,614.4,1663,7.202473,3022,1396,915,5036,OK,,,,,,,,
S2,2019,10,30,5,45,50,45.383919,-71.93177,229.8,22,70.6,10.7,60,614.4,1670,0.300103,127,66,54,200,OK,,,,,,,,
S1,2019,10,30,5,45,53,45.384022,-71.93177,229.7,22,70.6,10.7,60,614.4,1711,12.85224,3848,2048,1363,6765,OK,,,,,,,,
S2,2019,10,30,5,45,57,45.384121,-71.931755,229.8,22,70.7,10.7,60,614.4,1630,0.874213,529,261,236,970,OK,,,,,,,,
S1,2019,10,30,5,46,0,45.384243,-71.931755,229.60001,22,70.7,10.7,60,614.4,1670,15.879367,4777,2482,1570,8374,OK,,,,,,,,
S2,2019,10,30,5,46,3,45.384407,-71.931755,228.89999,22,70.7,10.7,60,614.4,1719,0.352295,126,67,51,204,OK,,,,,,,,
S1,2019,10,30,5,46,6,45.384533,-71.931747,228.3,21,70.7,10.7,60,614.4,2773,0.06524,15,10,8,29,OK,,,,,,,,
S2,2019,10,30,5,46,9,45.384663,-71.931747,227.8,22,70.7,10.7,60,614.4,2194,0.182671,71,41,37,103,OK,,,,,,,,
S1,2019,10,30,5,46,13,45.384792,-71.931747,227.10001,20,70.7,10.7,60,614.4,1645,9.303195,3444,1760,1293,5842,OK,,,,,,,,
S2,2019,10,30,5,46,16,45.384918,-71.931747,226.5,22,70.6,10.7,60,614.4,2998,0.221815,75,47,44,102,OK,,,,,,,,
S1,2019,10,30,5,46,19,45.385101,-71.931747,225.8,21,70.7,10.7,60,614.4,2572,1.317844,349,221,183,651,OK,,,,,,,,
S2,2019,10,30,5,46,22,45.385227,-71.93174,225.2,23,70.6,10.7,60,614.4,2208,0.600206,203,119,103,320,OK,,,,,,,,
S1,2019,10,30,5,46,26,45.385345,-71.931725,224.7,21,70.7,10.7,60,614.4,2844,0.13048,33,22,18,59,OK,,,,,,,,
S2,2019,10,30,5,46,29,45.385433,-71.931717,224.3,22,70.7,10.7,60,614.4,2542,0.652398,178,112,93,292,OK,,,,,,,,
S1,2019,10,30,5,46,32,45.385494,-71.931664,223.7,22,70.7,10.7,60,614.4,3030,0.06524,16,11,9,27,OK,,,,,,,,
S2,2019,10,30,5,46,35,45.385525,-71.931511,222.8,22,70.7,10.7,60,614.4,1835,0.143528,47,26,20,77,OK,,,,,,,,
S1,2019,10,30,5,46,38,45.385509,-71.931343,221.39999,22,70.7,10.7,60,614.4,2506,9.903401,1738,1199,777,3402,OK,,,,,,,,
S2,2019,10,30,5,46,42,45.385494,-71.931145,220.5,22,70.7,10.7,60,614.4,1866,0.365343,122,68,53,195,OK,,,,,,,,
S1,2019,10,30,5,46,45,45.385487,-71.930977,219.89999,21,70.6,10.7,60,614.4,2894,0.052192,13,9,7,25,OK,,,,,,,,
S2,2019,10,30,5,46,48,0,0,0,0,70.7,10.7,60,614.4,1623,0.678494,267,133,96,420,OK,,,,,,,,
S1,2019,10,30,5,46,51,45.385483,-71.930923,219.7,22,70.6,10.7,60,614.4,2894,0.052192,13,9,7,25,OK,,,,,,,,
S2,2019,10,30,5,46,54,45.385483,-71.930923,219.7,22,70.7,10.7,60,614.4,1622,0.691542,268,133,95,418,OK,,,,,,,,
S1,2019,10,30,5,48,17,0,0,0,0,70.6,10.7,60,614.4,1721,7.09809,3426,1560,1101,5638,OK,,,,,,,,
S2,2019,10,30,5,48,20,45.38221,-71.930763,231.3,23,71.5,10.6,60,614.4,1654,4.788601,1918,988,778,3207,OK,,,,,,,,
S1,2019,10,30,5,48,23,45.38221,-71.930763,231.3,23,71.6,10.7,60,614.4,1711,6.249972,2935,1337,926,4895,OK,,,,,,,,
S2,2019,10,30,5,48,26,45.382225,-71.930763,231.7,23,71.5,10.6,60,614.4,1836,1.40918,527,289,241,888,OK,,,,,,,,
S1,2019,10,30,5,48,29,45.382301,-71.930763,232.10001,21,71.5,10.6,60,614.4,2667,0.06524,17,11,9,31,OK,,,,,,,,
S2,2019,10,30,5,48,32,45.382385,-71.930763,232.3,21,71.6,10.7,60,614.4,2044,0.234863,84,48,41,148,OK,,,,,,,,
S1,2019,10,30,5,48,36,45.382484,-71.930763,232.3,20,71.6,10.7,60,614.4,1822,8.624701,4749,2125,1572,7803,OK,,,,,,,,
S2,2019,10,30,5,48,39,45.382599,-71.930756,232.3,20,71.6,10.7,60,614.4,2488,0.848117,246,152,129,466,OK,,,,,,,,
S1,2019,10,30,5,48,42,45.382706,-71.930763,232.10001,22,71.5,10.7,60,614.4,2416,0.06524,17,11,8,31,OK,,,,,,,,
S2,2019,10,30,5,48,45,45.382843,-71.930756,231.60001,22,71.5,10.7,60,614.4,3180,0.208767,53,36,31,91,OK,,,,,,,,
S1,2019,10,30,5,48,48,45.382954,-71.930756,231.5,21,71.5,10.7,60,614.4,1623,6.223876,2500,1205,837,4291,OK,,,,,,,,
S2,2019,10,30,5,48,52,45.383053,-71.93074,231.39999,20,71.4,10.6,60,614.4,1717,0.234863,178,86,81,303,OK,,,,,,,,
S1,2019,10,30,5,48,55,45.383167,-71.93074,231.3,21,71.4,10.6,60,614.4,2610,0.078288,18,12,9,33,OK,,,,,,,,
S2,2019,10,30,5,48,58,0,0,0,0,71.4,10.6,60,614.4,2413,0.482775,197,115,109,257,OK,,,,,,,,
S1,2019,10,30,5,49,1,45.383446,-71.93074,230.8,20,71.3,10.6,60,614.4,2171,0.991645,485,272,267,868,OK,,,,,,,,
S2,2019,10,30,5,49,4,45.383556,-71.930733,230.5,21,71.3,10.6,60,614.4,1650,6.90237,2791,1434,1131,4691,OK,,,,,,,,
S1,2019,10,30,5,49,8,45.383675,-71.930725,230.2,21,71.4,10.7,60,614.4,1819,0.260959,126,68,63,214,OK,,,,,,,,
S2,2019,10,30,5,49,11,45.383789,-71.930717,230,21,71.4,10.7,60,614.4,1705,5.871582,2530,1333,1137,4057,OK,,,,,,,,
S1,2019,10,30,5,49,14,45.383919,-71.930717,229.8,20,71.3,10.6,60,614.4,2444,4.827745,1390,855,721,2255,OK,,,,,,,,
S2,2019,10,30,5,49,17,45.384014,-71.93071,229.5,21,71.4,10.7,60,614.4,1653,0.300103,157,75,60,246,OK,,,,,,,,
S1,2019,10,30,5,49,20,45.384121,-71.93071,229.39999,22,71.4,10.7,60,614.4,1868,0.06524,39,21,21,76,OK,,,,,,,,
S2,2019,10,30,5,49,24,45.384232,-71.93071,229.10001,22,71.3,10.6,60,614.4,1714,5.571479,1973,1047,798,3422,OK,,,,,,,,
S1,2019,10,30,5,49,27,45.384354,-71.93071,229,22,71.3,10.6,60,614.4,2565,0.104384,32,20,17,55,OK,,,,,,,,
S2,2019,10,30,5,49,30,45.384502,-71.93071,228.5,22,71.4,10.7,60,614.4,3325,0.13048,38,25,23,52,OK,,,,,,,,
S1,2019,10,30,5,49,33,45.384613,-71.93071,227.8,21,71.3,10.6,60,614.4,2423,9.407578,2057,1331,972,3766,OK,,,,,,,,
S2,2019,10,30,5,49,37,45.38472,-71.930702,227.2,22,71.4,10.7,60,614.4,2202,6.445693,1607,983,731,2829,OK,,,,,,,,
S1,2019,10,30,5,49,40,45.38483,-71.930702,226.8,22,71.3,10.6,60,614.4,2555,0.156576,39,25,20,67,OK,,,,,,,,
S2,2019,10,30,5,49,43,45.384949,-71.930702,226.3,22,71.3,10.6,60,614.4,2250,0.313151,113,66,59,163,OK,,,,,,,,
S1,2019,10,30,5,49,46,45.385113,-71.930702,225.39999,20,71.3,10.6,60,614.4,1656,7.620008,3195,1484,984,5440,OK,,,,,,,,
S2,2019,10,30,5,49,49,45.385239,-71.930695,224.7,22,71.5,10.7,60,614.4,2265,0.313151,105,62,54,154,OK,,,,,,,,
S1,2019,10,30,5,49,53,45.385361,-71.930695,224.3,21,71.5,10.7,60,614.4,2417,0.104384,25,16,12,44,OK,,,,,,,,
S2,2019,10,30,5,49,56,45.385456,-71.930672,223.7,21,71.4,10.6,60,614.4,1769,0.391439,156,84,70,225,OK,,,,,,,,
S1,2019,10,30,5,49,59,0,0,0,0,71.5,10.7,60,614.4,2804,0.06524,20,13,11,35,OK,,,,,,,,
S2,2019,10,30,5,50,2,45.385513,-71.930397,222.7,23,71.6,10.7,60,614.4,2721,0.417535,140,86,79,190,OK,,,,,,,,
S1,2019,10,30,5,50,5,45.385509,-71.930382,222.39999,22,71.5,10.6,60,614.4,2476,0.078288,22,14,11,38,OK,,,,,,,,
S2,2019,10,30,5,50,9,45.385509,-71.930382,222.39999,23,71.5,10.6,60,614.4,2682,0.430583,138,85,77,187,OK,,,,,,,,
S1,2019,10,30,5,50,12,45.385509,-71.930382,222.2,23,71.6,10.6,60,614.4,2418,0.091336,24,15,12,43,OK,,,,,,,,
S2,2019,10,30,5,50,15,0,0,0,0,71.7,10.7,60,614.4,1927,0.078288,38,21,19,56,OK,,,,,,,,
S1,2019,10,30,5,50,18,45.385506,-71.930145,222.2,23,71.6,10.6,60,614.4,1660,4.449355,1701,879,675,2967,OK,,,,,,,,
S2,2019,10,30,5,50,21,45.385494,-71.929947,222.2,23,71.6,10.6,60,614.4,3900,0.313151,90,61,58,119,OK,,,,,,,,
S1,2019,10,30,5,50,25,45.385483,-71.929718,222.2,22,71.7,10.7,60,614.4,2507,0.052192,14,9,7,26,OK,,,,,,,,
S2,2019,10,30,5,50,28,45.385475,-71.929604,222.2,23,71.7,10.7,60,614.4,3391,0.456679,142,92,87,180,OK,,,,,,,,
S1,2019,10,30,5,50,31,45.385475,-71.929604,222.10001,23,71.7,10.7,60,614.4,2507,0.052192,14,9,7,26,OK,,,,,,,,
S2,2019,10,30,5,50,34,45.385475,-71.929604,222.10001,23,71.7,10.7,60,614.4,3348,0.443631,141,91,86,179,OK,,,,,,,,
S1,2019,10,30,5,51,57,0,0,0,0,71.6,10.6,60,614.4,1997,14.522378,8101,3426,2273,12879,OK,,,,,,,,
S2,2019,10,30,5,52,0,45.382225,-71.92942,234.10001,22,72.4,10.6,60,614.4,1838,7.189426,2443,1348,1070,4188,OK,,,,,,,,
S1,2019,10,30,5,52,3,45.382225,-71.92942,234.10001,22,72.5,10.6,60,614.4,1922,14.96601,7947,3402,2244,12616,OK,,,,,,,,
S2,2019,10,30,5,52,6,45.382229,-71.92942,234.2,20,72.4,10.6,60,614.4,1889,0.652398,445,203,171,756,OK,,,,,,,,
S1,2019,10,30,5,52,9,45.382278,-71.92942,234.39999,21,72.4,10.6,60,614.4,2513,0.104384,34,21,18,56,OK,,,,,,,,
S2,2019,10,30,5,52,12,45.382347,-71.929436,234.5,22,72.5,10.6,60,614.4,2399,0.260959,73,45,37,116,OK,,,,,,,,
S1,2019,10,30,5,52,16,45.382435,-71.929443,234.60001,21,72.5,10.7,60,614.4,1927,5.336616,1482,849,614,2625,OK,,,,,,,,
S2,2019,10,30,5,52,19,45.382545,-71.929443,234.7,21,72.5,10.7,60,614.4,2805,0.287055,81,52,45,124,OK,,,,,,,,
S1,2019,10,30,5,52,22,0,0,0,0,72.4,10.6,60,614.4,2688,0.078288,16,11,8,30,OK,,,,,,,,
S2,2019,10,30,5,52,25,45.382816,-71.929443,234.10001,21,72.4,10.6,60,614.4,1742,0.247911,103,55,46,158,OK,,,,,,,,
S1,2019,10,30,5,52,28,45.382935,-71.929443,233.8,22,72.4,10.6,60,614.4,1665,10.020833,4340,2011,1361,7341,OK,,,,,,,,
S2,2019,10,30,5,52,32,45.383057,-71.929443,233.3,22,72.5,10.7,60,614.4,1756,0.234863,95,51,42,147,OK,,,,,,,,
S1,2019,10,30,5,52,35,45.383183,-71.929443,233.10001,21,72.3,10.6,60,614.4,2507,0.052192,14,9,7,26,OK,,,,,,,,
S2,2019,10,30,5,52,38,0,0,0,0,72.3,10.6,60,614.4,1867,0.13048,70,38,36,100,OK,,,,,,,,
S1,2019,10,30,5,52,41,45.383472,-71.92942,232.5,22,72.3,10.6,60,614.4,2484,4.514594,3596,1508,1184,5747,OK,,,,,,,,
