Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S2,2020,6,10,0,44,28,45.406128,-71.903206,205.39999,13,72.3,12.5,60,614.4,2057,0.443631,263,111,76,415,UE,,,
S3,2020,6,10,0,44,30,45.405949,-71.903206,205.60001,12,72.3,12.5,60,614.4,1992,0.808973,239,138,106,407,OK,,,
S4,2020,6,10,0,44,33,45.405842,-71.903214,206.39999,12,72.3,12.5,60,614.4,5851,0.678494,1938,683,542,3007,OK,,,
S5,2020,6,10,0,44,35,45.405697,-71.903214,206.39999,12,72.3,12.5,60,614.4,1696,0.143528,100,48,43,141,UE,,,
S6,2020,6,10,0,44,38,45.405598,-71.903229,206.2,13,72.3,12.5,60,614.4,1695,0.260959,145,68,54,228,UE,,,
S1,2020,6,10,0,44,40,45.405495,-71.903214,206.5,13,72.3,12.5,60,614.4,1762,2.231201,399,224,72,720,UE,,,
S2,2020,6,10,0,44,43,45.405331,-71.903206,207.39999,12,72.4,12.5,60,614.4,1709,1.200412,416,178,73,720,UE,,,
S4,2020,6,10,0,44,48,45.405079,-71.903229,207.10001,12,72.5,12.5,60,614.4,3467,1.78757,1888,732,553,3056,OK,,,
S5,2020,6,10,0,44,50,45.404976,-71.903229,207.60001,12,72.5,12.5,60,614.4,1642,0.221815,141,69,62,201,UE,,,
S6,2020,6,10,0,44,53,45.404823,-71.903221,208.39999,13,72.5,12.5,60,614.4,1678,0.430583,159,83,63,263,UE,,,
S1,2020,6,10,0,44,55,45.40472,-71.903236,209.89999,13,72.6,12.5,60,614.4,1970,13.269775,7199,3048,1989,11341,OK,,,
S2,2020,6,10,0,44,57,45.40456,-71.903236,210.3,13,72.6,12.5,60,614.4,2515,3.066271,2105,825,523,3323,OK,,,
S3,2020,6,10,0,45,0,45.404449,-71.903252,211.39999,12,72.6,12.5,60,614.4,2348,0.848117,233,143,116,424,OK,,,
S4,2020,6,10,0,45,2,45.404289,-71.903267,211.39999,12,72.7,12.5,60,614.4,1657,0.169623,64,33,25,94,UE,,,
S1,2020,6,10,0,45,10,45.403912,-71.903297,211.2,12,72.7,12.5,60,614.4,4459,0.652398,95,83,68,181,UE,,,
S2,2020,6,10,0,45,12,45.403812,-71.903313,211.60001,12,72.7,12.5,60,614.4,1849,0.182671,75,41,36,104,UE,,,
S3,2020,6,10,0,45,15,45.403687,-71.903313,210.3,12,72.7,12.5,60,614.4,2076,0.495822,141,83,64,250,UE,,,
S4,2020,6,10,0,45,17,45.403622,-71.903328,212.2,12,72.7,12.4,60,614.4,1823,3.509901,1649,711,434,2652,OK,,,
S5,2020,6,10,0,45,20,45.403584,-71.903458,211,13,72.8,12.5,60,614.4,2597,0.391439,92,60,47,162,UE,,,
S6,2020,6,10,0,45,22,45.403584,-71.903587,210.60001,13,72.8,12.5,60,614.4,1943,1.082981,256,150,96,468,UE,,,
S1,2020,6,10,0,45,25,45.403584,-71.903839,211.89999,12,72.8,12.5,60,614.4,2974,0.221815,49,34,27,87,UE,,,
S2,2020,6,10,0,45,27,45.403591,-71.904037,212.3,13,72.8,12.5,60,614.4,1777,1.096029,370,201,154,657,OK,,,
S3,2020,6,10,0,45,29,45.403599,-71.904305,212.3,13,72.8,12.5,60,614.4,2783,0.548014,110,76,57,219,UE,,,
S4,2020,6,10,0,45,32,45.403595,-71.904465,212.7,13,72.9,12.5,60,614.4,2166,8.702989,2292,1382,1051,4457,OK,,,
S5,2020,6,10,0,45,34,45.403629,-71.90464,213.8,13,72.8,12.5,60,614.4,3622,4.684217,731,587,451,1567,OK,,,
S1,2020,6,10,0,46,31,45.404362,-71.904694,219.3,13,72.7,12.5,60,100.8,1755,5.408069,416,185,121,655,OK,,,
S2,2020,6,10,0,46,33,45.404415,-71.904694,219,13,72.7,12.5,60,100.8,1645,2.226852,139,71,52,234,UE,,,
S1,2020,6,10,0,47,39,45.405136,-71.904655,219.89999,13,72.3,12.4,60,100.8,1657,3.896991,200,88,33,326,UE,,,
S5,2020,6,10,0,47,44,45.405136,-71.904655,221.39999,12,72.2,12.4,60,100.8,1679,3.73793,126,66,21,231,UE,,,
S1,2020,6,10,0,47,46,45.405136,-71.904648,222,12,72.2,12.4,60,153.6,1667,5.166992,410,179,68,667,UE,,,
S5,2020,6,10,0,47,51,45.405136,-71.904648,223.10001,12,72.1,12.4,60,153.6,1689,5.166992,257,136,44,473,UE,,,
S1,2020,6,10,0,47,54,45.405136,-71.904648,223,13,72.1,12.4,60,614.4,1666,1.944146,611,267,101,994,OK,,,
S2,2020,6,10,0,47,56,45.405132,-71.904648,222.89999,12,72.1,12.4,60,614.4,1636,0.247911,115,55,41,160,UE,,,
S3,2020,6,10,0,47,59,45.405132,-71.904655,222.60001,12,72.1,12.4,60,614.4,1682,0.247911,96,43,24,153,UE,,,
S4,2020,6,10,0,48,1,45.40514,-71.904655,222,12,72.1,12.5,60,614.4,1636,0.208767,81,38,24,121,UE,,,
S5,2020,6,10,0,48,3,45.405239,-71.904655,221,13,72,12.4,60,614.4,3462,0.313151,55,42,33,122,UE,,,
S1,2020,6,10,0,48,8,45.405563,-71.904655,219.7,12,72,12.4,60,614.4,5785,0.13048,27,22,21,31,UE,,,
S3,2020,6,10,0,51,6,0,0,0,0,71.3,12.4,60,50.4,2193,4.294642,86,53,38,155,UE,,,
S1,2020,6,10,0,51,11,0,0,0,0,71.2,12.3,60,100.8,2123,2.226852,87,53,37,157,UE,,,
S3,2020,6,10,0,51,13,0,0,0,0,71.2,12.3,60,100.8,2183,4.533234,179,110,79,320,UE,,,
S4,2020,6,10,0,51,15,0,0,0,0,71.2,12.3,60,100.8,1741,1.590608,99,53,42,167,UE,,,
S1,2020,6,10,0,51,18,0,0,0,0,71.1,12.3,60,153.6,2096,3.027127,182,110,77,322,UE,,,
S2,2020,6,10,0,51,20,0,0,0,0,71.1,12.3,60,153.6,3348,1.40918,284,95,42,432,UE,,,
S3,2020,6,10,0,51,21,0,0,0,0,71.1,12.3,60,153.6,2210,4.488498,267,165,119,480,OK,,,
S4,2020,6,10,0,51,22,0,0,0,0,71.1,12.3,60,153.6,1738,2.139865,202,108,86,340,UE,,,
S6,2020,6,10,0,51,25,0,0,0,0,71.1,12.3,60,153.6,1628,0.730686,66,33,22,112,UE,,,
S1,2020,6,10,0,51,27,0,0,0,0,71.1,12.3,60,614.4,2119,1.122124,268,163,114,475,OK,,,
S2,2020,6,10,0,51,29,0,0,0,0,71.1,12.3,60,614.4,3347,2.087673,1690,565,249,2574,OK,,,
S3,2020,6,10,0,51,31,0,0,0,0,71.1,12.4,60,153.6,2200,18.006184,1067,658,474,1915,OK,,,
S4,2020,6,10,0,51,33,0,0,0,0,71.1,12.4,60,614.4,1756,0.835069,301,162,128,508,OK,,,
S5,2020,6,10,0,51,35,0,0,0,0,71.1,12.4,60,614.4,2121,0.352295,109,64,52,158,UE,,,
S6,2020,6,10,0,51,37,0,0,0,0,71.1,12.4,60,614.4,1641,0.795925,262,133,87,446,UE,,,
S1,2020,6,10,0,51,40,0,0,0,0,71.1,12.4,60,614.4,2082,4.201443,1030,619,437,1763,OK,,,
S2,2020,6,10,0,51,42,0,0,0,0,71.1,12.4,60,614.4,3416,2.04853,1701,567,253,2603,OK,,,
S3,2020,6,10,0,51,45,0,0,0,0,71.1,12.4,60,153.6,2134,17.953991,1119,677,493,2002,OK,,,
S4,2020,6,10,0,51,47,0,0,0,0,71.1,12.4,60,614.4,1746,2.883599,1154,617,516,2015,OK,,,
S5,2020,6,10,0,51,48,0,0,0,0,71.1,12.4,60,614.4,2063,0.326199,109,63,52,157,UE,,,
S6,2020,6,10,0,51,51,0,0,0,0,71,12.3,60,614.4,1641,0.782878,260,132,87,442,UE,,,
S1,2020,6,10,0,51,53,0,0,0,0,71,12.4,60,614.4,2034,3.927436,1019,602,434,1720,OK,,,
S2,2020,6,10,0,51,56,0,0,0,0,71,12.4,60,614.4,3425,2.035482,1700,566,252,2602,OK,,,
S3,2020,6,10,0,51,58,0,0,0,0,70.9,12.3,60,153.6,2139,18.058376,1132,685,501,2024,OK,,,
S4,2020,6,10,0,52,0,0,0,0,0,70.9,12.3,60,614.4,1735,2.870551,1158,617,516,2015,OK,,,
S5,2020,6,10,0,52,2,0,0,0,0,70.9,12.3,60,614.4,2063,0.326199,109,63,52,157,UE,,,
S6,2020,6,10,0,52,5,0,0,0,0,71,12.4,60,614.4,1637,0.76983,261,132,87,443,UE,,,
S1,2020,6,10,0,52,7,0,0,0,0,71,12.4,60,614.4,2030,3.90134,1017,600,433,1715,OK,,,
S2,2020,6,10,0,52,9,0,0,0,0,70.9,12.4,60,614.4,3416,2.04853,1701,567,253,2602,OK,,,
S3,2020,6,10,0,52,12,0,0,0,0,70.9,12.4,60,153.6,2149,18.058376,1130,685,502,2022,OK,,,
S4,2020,6,10,0,52,14,0,0,0,0,70.9,12.4,60,614.4,1734,2.844455,1155,615,515,2008,OK,,,
S5,2020,6,10,0,52,16,0,0,0,0,70.9,12.4,60,614.4,2063,0.326199,109,63,52,157,UE,,,
S6,2020,6,10,0,52,18,0,0,0,0,70.9,12.4,60,614.4,1637,0.76983,261,132,87,442,UE,,,
S1,2020,6,10,0,52,21,0,0,0,0,70.9,12.4,60,614.4,2039,3.979628,1026,607,437,1732,OK,,,
S2,2020,6,10,0,52,23,0,0,0,0,70.9,12.4,60,614.4,3431,2.035482,1703,567,253,2604,OK,,,
S3,2020,6,10,0,52,26,0,0,0,0,70.9,12.4,60,153.6,2150,18.214951,1138,690,506,2034,OK,,,
S4,2020,6,10,0,52,28,0,0,0,0,70.9,12.4,60,614.4,1737,2.883599,1163,620,519,2024,OK,,,
S5,2020,6,10,0,52,29,0,0,0,0,70.9,12.4,60,614.4,2063,0.326199,109,63,52,157,UE,,,
S6,2020,6,10,0,52,32,0,0,0,0,70.9,12.4,60,614.4,1645,0.795925,263,134,88,448,UE,,,
S1,2020,6,10,0,52,44,0,0,0,0,70.9,12.4,60,614.4,2036,3.966579,1023,605,435,1727,OK,,,
S2,2020,6,10,0,52,47,0,0,0,0,70.8,12.4,60,614.4,3423,2.04853,1702,567,253,2604,OK,,,
S3,2020,6,10,0,52,49,0,0,0,0,70.8,12.4,60,153.6,2143,18.110567,1127,683,498,2019,OK,,,
S4,2020,6,10,0,52,51,0,0,0,0,70.8,12.4,60,614.4,1741,2.857503,1154,616,516,2013,OK,,,
S5,2020,6,10,0,52,53,0,0,0,0,70.8,12.4,60,614.4,2063,0.326199,109,63,52,158,UE,,,
S6,2020,6,10,0,52,55,0,0,0,0,70.8,12.4,60,614.4,1637,0.782878,263,133,88,447,UE,,,
S1,2020,6,10,0,52,58,0,0,0,0,70.8,12.4,60,614.4,2036,3.940484,1018,602,433,1720,OK,,,
S2,2020,6,10,0,53,0,0,0,0,0,70.7,12.3,60,614.4,3425,2.035482,1700,566,252,2602,OK,,,
S3,2020,6,10,0,53,3,0,0,0,0,70.8,12.4,60,153.6,2136,18.006184,1128,682,499,2017,OK,,,
S4,2020,6,10,0,53,5,0,0,0,0,70.8,12.4,60,614.4,1738,2.870551,1157,617,516,2014,OK,,,
S5,2020,6,10,0,53,7,0,0,0,0,70.7,12.4,60,614.4,2063,0.326199,109,63,52,157,UE,,,
S6,2020,6,10,0,53,9,0,0,0,0,70.7,12.4,60,614.4,1637,0.76983,261,132,87,443,UE,,,
S1,2020,6,10,0,53,11,0,0,0,0,70.7,12.3,60,614.4,2032,3.914388,1016,600,432,1715,OK,,,
S2,2020,6,10,0,53,14,0,0,0,0,70.7,12.4,60,614.4,3431,2.035482,1703,567,253,2605,OK,,,
S3,2020,6,10,0,53,16,0,0,0,0,70.6,12.3,60,153.6,2143,18.006184,1128,683,500,2017,OK,,,
S4,2020,6,10,0,53,18,0,0,0,0,70.6,12.3,60,614.4,1733,2.844455,1157,616,516,2013,OK,,,
S5,2020,6,10,0,53,20,45.406258,-71.905655,313.39999,3,70.7,12.3,60,614.4,2063,0.326199,109,63,52,158,UE,,,
S6,2020,6,10,0,53,23,0,0,0,0,70.7,12.4,60,614.4,1645,0.782878,261,133,88,443,UE,,,
S1,2020,6,10,0,53,25,0,0,0,0,70.6,12.3,60,614.4,2038,3.953532,1023,605,436,1727,OK,,,
S2,2020,6,10,0,53,28,0,0,0,0,70.7,12.4,60,614.4,3422,2.035482,1696,565,252,2600,OK,,,
S3,2020,6,10,0,53,30,0,0,0,0,70.7,12.4,60,153.6,2164,18.214951,1115,680,494,2002,OK,,,
S4,2020,6,10,0,53,32,0,0,0,0,70.7,12.4,60,614.4,1749,2.987983,1171,627,519,2024,OK,,,
S5,2020,6,10,0,53,34,0,0,0,0,70.6,12.3,60,614.4,2063,0.326199,109,63,52,158,UE,,,
S6,2020,6,10,0,53,36,0,0,0,0,70.7,12.4,60,614.4,1645,0.782878,261,133,88,442,UE,,,
S1,2020,6,10,0,54,7,0,0,0,0,70.5,12.3,60,614.4,1797,8.298502,3902,1703,1072,6378,OK,,,
S2,2020,6,10,0,54,9,0,0,0,0,70.6,12.4,60,614.4,1651,0.495822,187,96,72,315,UE,,,
S3,2020,6,10,0,54,11,0,0,0,0,70.5,12.3,60,153.6,2072,2.139865,167,97,79,255,UE,,,
S4,2020,6,10,0,54,13,0,0,0,0,70.5,12.3,60,614.4,1632,0.339247,150,76,61,220,UE,,,
S5,2020,6,10,0,54,15,0,0,0,0,70.6,12.3,60,614.4,2065,2.779215,927,534,448,1639,OK,,,
S6,2020,6,10,0,54,18,0,0,0,0,70.6,12.3,60,614.4,1621,1.252604,481,233,157,797,OK,,,
S1,2020,6,10,0,54,20,0,0,0,0,70.6,12.3,60,614.4,1797,8.311551,3902,1703,1071,6377,OK,,,
S2,2020,6,10,0,54,23,0,0,0,0,70.7,12.4,60,614.4,1651,0.495822,187,96,72,315,UE,,,
S3,2020,6,10,0,54,25,0,0,0,0,70.6,12.3,60,614.4,2114,0.50887,163,95,79,246,UE,,,
S4,2020,6,10,0,54,28,0,0,0,0,70.6,12.3,60,614.4,1626,0.339247,151,76,61,220,UE,,,
S5,2020,6,10,0,54,30,0,0,0,0,70.6,12.3,60,614.4,2070,2.805311,931,537,450,1646,OK,,,
S6,2020,6,10,0,54,32,0,0,0,0,70.7,12.4,60,614.4,1621,1.239556,479,232,157,794,OK,,,
S1,2020,6,10,0,54,35,0,0,0,0,70.6,12.3,60,614.4,1810,8.233262,3911,1701,1071,6383,OK,,,
S2,2020,6,10,0,54,37,0,0,0,0,70.5,12.3,60,614.4,1642,0.50887,200,102,77,334,UE,,,
S3,2020,6,10,0,54,40,0,0,0,0,70.6,12.4,60,614.4,2088,0.495822,162,94,78,242,UE,,,
S4,2020,6,10,0,54,42,0,0,0,0,70.5,12.3,60,614.4,1626,0.339247,151,76,61,220,UE,,,
S5,2020,6,10,0,54,45,0,0,0,0,70.6,12.4,60,614.4,2069,2.818359,933,538,451,1650,OK,,,
S6,2020,6,10,0,54,47,0,0,0,0,70.5,12.3,60,614.4,1621,1.239556,480,232,157,794,OK,,,
S1,2020,6,10,0,55,49,0,0,0,0,70.3,12.3,60,50.4,1712,4.294642,154,69,43,252,UE,,,
S1,2020,6,10,0,55,56,0,0,0,0,70.3,12.4,60,100.8,1781,4.215113,320,140,87,536,UE,,,
S5,2020,6,10,0,56,1,0,0,0,0,70.3,12.3,60,100.8,2180,1.590608,79,47,38,138,UE,,,
S1,2020,6,10,0,56,3,0,0,0,0,70.3,12.3,60,153.6,1725,6.054253,662,295,183,1083,OK,,,
S5,2020,6,10,0,56,9,0,0,0,0,70.2,12.3,60,153.6,2199,2.087673,158,94,77,276,UE,,,
S6,2020,6,10,0,56,10,0,0,0,0,70.2,12.3,60,153.6,1621,1.252604,120,58,39,199,UE,,,
S1,2020,6,10,0,56,11,0,0,0,0,70.2,12.3,60,153.6,1940,7.620008,990,418,262,1606,OK,,,
S2,2020,6,10,0,56,13,45.406479,-71.905983,236.39999,5,70.2,12.3,60,614.4,1701,0.143528,55,29,23,87,UE,,,
S3,2020,6,10,0,56,15,45.406487,-71.905983,236.39999,5,70.2,12.3,60,614.4,1870,0.443631,151,84,67,231,UE,,,
S4,2020,6,10,0,56,17,45.406467,-71.905983,233.5,5,70.2,12.3,60,614.4,1622,0.260959,118,59,47,170,UE,,,
S5,2020,6,10,0,56,19,45.40641,-71.905968,227.60001,5,70.1,12.3,60,614.4,3704,0.143528,38,26,24,49,UE,,,
S2,2020,6,10,0,56,26,45.406151,-71.906013,229.2,5,70.2,12.4,60,614.4,1730,0.182671,102,47,36,151,UE,,,
S1,2020,6,10,1,2,59,0,0,0,0,73.5,12.1,60,100.8,1932,4.056052,278,109,41,429,UE,,,
S3,2020,6,10,1,3,1,0,0,0,0,73.5,12.1,60,100.8,2892,1.670139,56,39,30,119,UE,,,
S6,2020,6,10,1,3,5,0,0,0,0,73.5,12.1,60,100.8,5770,0.07953,57,23,22,92,UE,,,
S1,2020,6,10,1,3,6,0,0,0,0,73.5,12.1,60,153.6,1934,5.166992,533,209,79,844,UE,,,
S2,2020,6,10,1,3,8,0,0,0,0,73.5,12.1,60,153.6,1718,4.958225,412,173,60,712,UE,,,
S3,2020,6,10,1,3,19,0,0,0,0,73.4,12.1,60,614.4,1640,0.13048,55,28,21,89,UE,,,
S4,2020,6,10,1,3,21,0,0,0,0,73.4,12.1,60,614.4,1712,0.247911,130,60,45,203,UE,,,
S3,2020,6,10,1,3,34,0,0,0,0,73.5,12.1,60,614.4,1697,0.156576,55,29,21,78,UE,,,
S4,2020,6,10,1,3,36,0,0,0,0,73.5,12.1,60,614.4,2468,0.352295,210,78,38,327,UE,,,
S5,2020,6,10,1,3,39,0,0,0,0,73.5,12.1,60,614.4,2287,0.143528,47,28,24,61,UE,,,
S2,2020,6,10,1,3,46,0,0,0,0,73.5,12.1,60,614.4,1667,0.208767,104,54,48,135,UE,,,
S2,2020,6,10,1,4,49,0,0,0,0,73.7,12,60,50.4,1092,10423.574,138,40,31,198,UE,,,
S2,2020,6,10,1,4,56,45.403553,-71.907654,241.2,4,73.6,12,60,100.8,36913,5211.5493,292,87,69,418,UE,,,
S1,2020,6,10,1,5,2,45.403873,-71.907707,253.60001,4,73.5,12,60,153.6,1625,3.653429,217,105,34,362,UE,,,
S2,2020,6,10,1,5,4,45.403927,-71.907684,254.7,4,73.5,12,60,153.6,0,3419.4524,263,67,54,367,UE,,,
S2,2020,6,10,1,5,13,45.404297,-71.90773,243.39999,4,73.5,12,60,614.4,41533,854.53699,350,73,63,461,UE,,,
S4,2020,6,10,1,5,17,45.404514,-71.907738,239.2,4,73.5,12,60,614.4,1655,0.391439,181,85,61,293,UE,,,
S5,2020,6,10,1,5,20,45.404598,-71.907745,235.39999,4,73.5,12,60,614.4,2069,0.13048,47,27,23,69,UE,,,
S6,2020,6,10,1,5,22,45.404736,-71.907753,235.39999,4,73.4,12,60,614.4,1667,0.404487,135,70,48,231,UE,,,
S1,2020,6,10,1,5,25,45.404831,-71.907761,232.2,4,73.5,12,60,614.4,1752,4.775553,1344,730,477,2388,OK,,,
S2,2020,6,10,1,5,27,45.404945,-71.907768,228.5,4,73.5,12,60,614.4,2851,0.561062,452,174,115,716,OK,,,
S3,2020,6,10,1,5,30,45.404984,-71.907768,228.5,4,73.5,12,60,614.4,1796,0.326199,131,71,60,218,UE,,,
S4,2020,6,10,1,5,32,0,0,0,0,73.5,12,60,614.4,1727,0.482775,251,115,85,390,UE,,,
S5,2020,6,10,1,5,35,0,0,0,0,73.5,12,60,614.4,3665,0.365343,108,72,68,137,UE,,,
S6,2020,6,10,1,5,37,0,0,0,0,73.6,12,60,614.4,1696,1.14822,364,192,132,618,OK,,,
S1,2020,6,10,1,5,40,45.405643,-71.90773,232.3,4,73.6,12,60,614.4,2209,1.200412,363,216,178,643,OK,,,
S2,2020,6,10,1,5,41,45.405746,-71.907715,232.5,4,73.6,12,60,614.4,2143,0.939453,604,255,183,917,OK,,,
S3,2020,6,10,1,5,44,45.405872,-71.907715,232.7,4,72.3,9.7,60,614.4,1639,8.285454,2654,1343,850,4508,OK,,,
S4,2020,6,10,1,5,46,45.405994,-71.90773,231.8,4,73.9,12,60,614.4,3870,0.939453,1163,453,362,1850,OK,,,
S5,2020,6,10,1,5,49,45.40617,-71.90773,233.5,4,74,12,60,614.4,2517,0.300103,126,74,71,163,UE,,,
S6,2020,6,10,1,5,51,45.406281,-71.907722,230.8,4,74.2,12,60,614.4,3104,0.169623,51,33,30,73,UE,,,
S1,2020,6,10,1,5,54,45.406406,-71.90773,226.89999,4,74.3,12,60,614.4,2354,3.692573,832,530,387,1426,OK,,,
S2,2020,6,10,1,5,56,45.406467,-71.90773,227.10001,4,74.4,12,60,614.4,1668,0.521918,258,134,119,352,OK,,,
S3,2020,6,10,1,5,58,45.406536,-71.90773,230.7,4,74.5,12,60,614.4,1908,12.356418,3068,1770,1162,5585,OK,,,
S4,2020,6,10,1,6,1,45.406586,-71.907806,233.10001,4,74.5,12,60,614.4,2135,0.391439,256,108,77,409,UE,,,
S5,2020,6,10,1,6,3,45.406643,-71.907936,233.10001,4,74.5,12,60,614.4,1623,0.169623,74,37,29,113,UE,,,
S6,2020,6,10,1,6,6,45.406666,-71.908066,239.5,4,74.5,12,60,614.4,1711,1.082981,329,175,117,575,OK,,,
S1,2020,6,10,1,6,8,45.4067,-71.908287,238.2,4,74.5,12,60,614.4,2027,11.63878,2729,1632,1090,4998,OK,,,
S2,2020,6,10,1,6,11,45.4067,-71.90844,231.39999,4,74.4,12,60,614.4,2643,1.14822,848,332,219,1350,OK,,,
S3,2020,6,10,1,6,13,45.406727,-71.9086,224.2,4,74.4,12,60,614.4,2212,0.247911,97,56,51,181,UE,,,
S4,2020,6,10,1,6,16,45.406723,-71.908852,223,4,74.4,12,60,614.4,2004,0.208767,124,53,37,198,UE,,,
S6,2020,6,10,1,6,21,45.406727,-71.909241,221.8,4,74.4,12,60,614.4,1791,0.287055,97,53,40,167,UE,,,
S1,2020,6,10,1,6,23,45.406723,-71.909393,220.7,4,74.5,12,60,614.4,2487,1.304796,430,260,232,753,OK,,,
S2,2020,6,10,1,6,26,45.406727,-71.909569,220.2,4,74.5,12,60,614.4,1966,2.126817,1201,515,355,2016,OK,,,
S3,2020,6,10,1,6,28,45.406738,-71.909698,216.8,4,74.5,12,60,614.4,2089,0.430583,165,94,84,287,UE,,,
S4,2020,6,10,1,6,30,45.406742,-71.909935,216.8,4,74.5,12,60,614.4,2287,0.274007,180,73,48,294,UE,,,
S6,2020,6,10,1,6,35,45.406776,-71.910339,216.10001,4,74.5,12,60,614.4,1806,1.004693,268,149,97,475,UE,,,
S1,2020,6,10,1,6,38,45.406761,-71.910454,212.60001,4,74.5,12,60,614.4,1707,19.063068,8341,3762,2416,13721,OK,,,
S2,2020,6,10,1,6,40,45.406693,-71.91053,213,4,74.5,12,60,614.4,1637,12.382514,3895,1964,1211,7016,OK,,,
S3,2020,6,10,1,6,43,45.406544,-71.910561,210.39999,4,74.6,12,60,614.4,2204,0.391439,78,50,31,154,UE,,,
S4,2020,6,10,1,6,45,45.406418,-71.910561,211.2,4,74.5,12,60,614.4,2292,2.179009,1482,614,438,2505,OK,,,
S1,2020,6,10,1,6,53,45.405952,-71.910484,211.89999,4,74.7,12,60,614.4,1960,5.062608,2939,1272,909,4701,OK,,,
S2,2020,6,10,1,6,55,45.405895,-71.910339,215.7,4,74.7,12,60,614.4,2064,2.466064,1531,654,472,2500,OK,,,
S3,2020,6,10,1,6,57,45.405865,-71.910065,218.8,4,74.7,12,60,614.4,2271,9.01614,1848,1185,791,3474,OK,,,
S4,2020,6,10,1,7,0,45.405865,-71.909882,217.60001,4,74.7,12,60,614.4,2204,0.548014,333,135,85,537,UE,,,
S5,2020,6,10,1,7,2,45.405861,-71.909599,217.60001,4,74.7,12,60,614.4,1984,0.300103,98,56,45,149,UE,,,
S6,2020,6,10,1,7,5,45.405857,-71.909424,216.5,4,74.7,12,60,614.4,1741,1.239556,365,197,133,630,OK,,,
S3,2020,6,10,1,8,35,45.40416,-71.909248,224.7,5,74,12,60,24,1692,7.682639,93,49,32,27,UE,,,
S2,2020,6,10,1,9,11,45.404743,-71.909142,212.2,10,73.8,12,60,100.8,2702,0.556713,80,32,23,120,UE,,,
S3,2020,6,10,1,10,32,45.405586,-71.909111,231,11,73.5,12,60,100.8,1858,4.056052,264,106,41,425,UE,,,
S1,2020,6,10,1,10,37,45.405594,-71.909111,232.5,11,73.4,12,60,153.6,1636,2.348633,133,66,21,236,UE,,,
S3,2020,6,10,1,10,40,45.405594,-71.909111,233.3,11,73.4,12,60,153.6,1837,4.018772,389,157,60,628,UE,,,
S1,2020,6,10,1,10,45,45.405602,-71.909119,232.60001,12,73.3,12,60,614.4,1637,0.874213,197,98,32,351,UE,,,
S2,2020,6,10,1,10,47,45.405605,-71.909119,232,12,73.3,12,60,614.4,1627,0.247911,114,55,41,159,UE,,,
S3,2020,6,10,1,10,49,45.405609,-71.909119,232.39999,12,73.3,12,60,614.4,1844,4.018772,1561,629,242,2516,OK,,,
S4,2020,6,10,1,10,52,45.405613,-71.909126,232,12,73.2,12,60,614.4,2346,0.326199,201,79,47,345,UE,,,
S5,2020,6,10,1,10,54,45.405621,-71.909126,232,12,73.2,12,60,614.4,1638,0.143528,59,30,23,82,UE,,,
S6,2020,6,10,1,10,57,45.405624,-71.909134,231.5,12,73.2,12,60,614.4,1763,0.534966,203,85,36,336,UE,,,
S1,2020,6,10,1,10,59,45.405636,-71.909134,231.8,12,73.2,12,60,614.4,1647,2.805311,606,306,96,1087,UE,,,
S2,2020,6,10,1,11,2,45.405685,-71.909134,231.60001,12,73.1,12,60,614.4,1704,4.201443,1377,584,208,2366,OK,,,
S3,2020,6,10,1,11,4,45.40572,-71.909142,230.39999,12,73.1,12,60,614.4,1852,1.761474,427,243,150,771,OK,,,
S4,2020,6,10,1,11,7,45.405773,-71.909149,228.2,12,73,12,60,614.4,1816,3.040175,1433,620,382,2440,OK,,,
S5,2020,6,10,1,11,9,45.405811,-71.909195,226.10001,12,73,12,60,614.4,1623,0.561062,202,100,66,347,UE,,,
S6,2020,6,10,1,11,12,45.405849,-71.909325,221.60001,12,73,12,60,614.4,1639,1.265652,432,219,148,735,OK,,,
S1,2020,6,10,1,11,14,45.405857,-71.909424,221,12,73,12,60,614.4,2220,4.279731,1170,707,557,2099,OK,,,
S2,2020,6,10,1,11,16,45.405865,-71.909561,219.39999,12,73,12,60,614.4,2370,5.532335,3582,1427,908,5807,OK,,,
S3,2020,6,10,1,11,19,45.405865,-71.909637,219,12,73,12,60,614.4,1638,0.169623,65,33,24,104,UE,,,
S4,2020,6,10,1,11,21,45.405872,-71.909767,219,12,73,12,60,614.4,1627,4.958225,1591,790,478,2757,OK,,,
S5,2020,6,10,1,11,24,45.405876,-71.909859,219.3,12,73,12,60,614.4,1731,10.333983,2859,1540,970,5008,OK,,,
S6,2020,6,10,1,11,26,45.40588,-71.909943,219.2,12,72.9,12,60,614.4,1726,1.200412,362,194,131,621,OK,,,
S1,2020,6,10,1,11,29,45.40588,-71.910088,219.5,12,72.9,12,60,614.4,2183,0.208767,64,38,31,113,UE,,,
S2,2020,6,10,1,11,31,45.405884,-71.910179,219.7,12,72.9,12,60,614.4,2430,1.082981,715,282,177,1148,OK,,,
S3,2020,6,10,1,11,34,45.405891,-71.910286,221.10001,12,72.9,12,60,614.4,1818,0.221815,94,51,45,141,UE,,,
S4,2020,6,10,1,11,36,45.405895,-71.910347,221.5,12,72.9,12,60,614.4,1676,0.182671,88,41,30,144,UE,,,
S5,2020,6,10,1,11,39,45.405899,-71.910416,222.39999,12,72.8,12,60,614.4,1897,6.249972,1871,1057,794,3244,OK,,,
