S1,2020,3,10,23,7,53,45.420956,-71.871307,264.10001,12,36.4,12.5,60,153.6,64417,3419.3481,107,17,18,127,UE,,,,,
S4,2020,3,10,23,7,54,45.420952,-71.871307,264.20001,12,36.4,12.5,60,153.6,50449,3419.8704,261,72,55,371,UE,,,,,
S1,2020,3,10,23,7,55,45.420952,-71.871307,264.79999,13,36.5,12.6,60,614.4,59805,854.69354,160,25,27,189,UE,,,,,
S4,2020,3,10,23,7,57,45.420948,-71.871307,265.20001,12,36.5,12.6,60,614.4,64991,854.31512,1559,434,328,2219,OK,1569.5,440.6666667,331.8333333,,Enseigne Hart
S1,2020,3,10,23,8,0,45.420944,-71.8713,265.5,12,36.4,12.5,60,614.4,61574,853.44092,640,100,107,757,OK,,,,,
S4,2020,3,10,23,8,2,45.420948,-71.871307,266,13,36.5,12.5,60,614.4,64991,854.31512,1559,434,328,2219,OK,,,,,
S1,2020,3,10,23,8,5,45.420952,-71.871307,266.29999,13,36.4,12.4,60,614.4,61113,853.44092,639,99,106,756,UE,,,,,
S4,2020,3,10,23,8,7,45.420952,-71.871307,266.39999,13,36.4,12.4,60,614.4,22326,854.30206,1557,432,327,2213,OK,,,,,
S1,2020,3,10,23,8,10,45.420952,-71.871307,266.70001,13,36.5,12.4,60,614.4,61174,853.44092,638,99,106,754,UE,,,,,
S4,2020,3,10,23,8,12,45.420956,-71.871307,266.70001,13,36.5,12.4,60,614.4,11930,854.44556,1582,449,337,2265,OK,,,,,
S1,2020,3,10,23,8,15,45.420959,-71.871307,267.29999,12,36.5,12.4,60,614.4,61174,853.44092,638,99,106,754,UE,,,,,
S4,2020,3,10,23,8,17,45.420959,-71.871307,267.60001,12,36.4,12.3,60,614.4,7806,854.43262,1581,448,336,2262,OK,,,,,
S1,2020,3,10,23,8,19,45.420963,-71.871307,268.20001,13,36.5,12.3,60,614.4,61235,853.44092,637,99,106,753,UE,,,,,
S4,2020,3,10,23,8,22,45.420967,-71.871307,268.39999,12,36.5,12.3,60,614.4,6090,854.43262,1579,447,335,2259,OK,,,,,
S1,2020,3,10,23,11,26,45.42131,-71.871307,263.60001,13,36.5,12.3,60,2.4,40943,0,1,0,0,672,UE,,,,,
S4,2020,3,10,23,11,27,45.421322,-71.871307,263.20001,13,36.5,12.3,60,2.4,40799,216389.86,2324,1,2,2990,UE,,,,,
S1,2020,3,10,23,11,28,45.421337,-71.871315,263.10001,13,37.4,10.8,60,24,4625,21890.512,2,0,1,3,UE,,,,,
S4,2020,3,10,23,11,29,45.421341,-71.871315,263.10001,13,37.4,10.8,60,24,1932,21885.5,9,1,21,12,UE,,,,,
