Lambda,Intensity
605,2.57E-04
605.5,2.58E-04
606,2.56E-04
606.5,2.53E-04
607,2.49E-04
607.5,2.52E-04
608,2.56E-04
608.5,2.55E-04
609,2.49E-04
609.5,2.42E-04
610,2.41E-04
610.5,2.42E-04
611,2.42E-04
611.5,2.46E-04
612,2.47E-04
612.5,2.50E-04
613,2.42E-04
613.5,2.37E-04
614,2.33E-04
614.5,2.32E-04
615,2.29E-04
615.5,2.30E-04
616,2.33E-04
616.5,2.36E-04
617,2.35E-04
617.5,2.33E-04
618,2.26E-04
618.5,2.23E-04
619,2.15E-04
619.5,2.12E-04
620,2.07E-04
620.5,2.03E-04
621,2.02E-04
621.5,1.98E-04
622,1.97E-04
622.5,1.99E-04
623,2.02E-04
623.5,2.00E-04
624,1.94E-04
624.5,1.88E-04
625,1.85E-04
625.5,1.81E-04
626,1.78E-04
626.5,1.73E-04
627,1.72E-04
627.5,1.72E-04
628,1.73E-04
628.5,1.72E-04
629,1.66E-04
629.5,1.63E-04
630,1.57E-04
630.5,1.58E-04
631,1.60E-04
631.5,1.58E-04
632,1.54E-04
632.5,1.53E-04
633,1.54E-04
633.5,1.58E-04
634,1.55E-04
634.5,1.50E-04
635,1.43E-04
635.5,1.39E-04
636,1.41E-04
636.5,1.39E-04
637,1.38E-04
637.5,1.37E-04
638,1.41E-04
638.5,1.47E-04
639,1.50E-04
639.5,1.44E-04
640,1.39E-04
640.5,1.31E-04
641,1.34E-04
641.5,1.29E-04
642,1.24E-04
642.5,1.18E-04
643,1.15E-04
643.5,1.19E-04
644,1.21E-04
644.5,1.23E-04
645,1.19E-04
645.5,1.15E-04
646,1.14E-04
646.5,1.11E-04
647,1.10E-04
647.5,1.06E-04
648,1.03E-04
648.5,1.03E-04
649,1.05E-04
649.5,1.10E-04
650,1.10E-04
650.5,1.10E-04
651,1.06E-04
651.5,1.05E-04
652,1.04E-04
652.5,1.04E-04
653,1.03E-04
653.5,1.02E-04
654,9.95E-05
654.5,9.67E-05
655,9.02E-05
655.5,8.70E-05
656,8.51E-05
656.5,8.53E-05
657,8.44E-05
657.5,8.74E-05
658,9.15E-05
658.5,9.08E-05
659,8.40E-05
659.5,7.85E-05
660,7.82E-05
660.5,8.09E-05
661,8.17E-05
661.5,7.71E-05
662,7.18E-05
662.5,7.15E-05
663,7.17E-05
663.5,7.14E-05
664,6.75E-05
664.5,6.92E-05
665,7.11E-05
665.5,7.38E-05
666,6.75E-05
666.5,6.17E-05
667,5.39E-05
667.5,5.38E-05
668,5.35E-05
668.5,5.49E-05
669,5.47E-05
669.5,5.56E-05
670,5.16E-05
670.5,5.04E-05
671,4.74E-05
671.5,4.75E-05
672,4.75E-05
672.5,4.80E-05
673,4.71E-05
673.5,4.59E-05
674,4.21E-05
674.5,4.75E-05
675,4.81E-05
675.5,4.39E-05
676,3.61E-05
676.5,3.87E-05
677,4.80E-05
677.5,4.79E-05
678,3.77E-05
678.5,2.85E-05
679,2.71E-05
679.5,3.80E-05
680,5.04E-05
680.5,5.53E-05
681,4.76E-05
681.5,3.64E-05
682,3.04E-05
682.5,2.93E-05
683,3.19E-05
683.5,3.51E-05
684,3.78E-05
684.5,3.95E-05
685,4.16E-05
685.5,3.81E-05
686,3.38E-05
686.5,3.22E-05
687,3.62E-05
687.5,3.33E-05
688,2.25E-05
688.5,1.54E-05
689,1.88E-05
689.5,2.67E-05
690,2.54E-05
690.5,1.76E-05
691,1.16E-05
691.5,1.66E-05
692,2.53E-05
692.5,2.66E-05
693,2.25E-05
693.5,1.89E-05
694,1.59E-05
694.5,1.60E-05
695,2.14E-05
695.5,2.35E-05
696,2.26E-05
696.5,2.03E-05
697,2.01E-05
697.5,1.88E-05
698,1.61E-05
698.5,1.29E-05
699,7.18E-06
699.5,4.48E-06
700,6.93E-06
700.5,1.53E-05
701,1.50E-05
701.5,1.59E-05
702,1.23E-05
702.5,2.10E-05
703,2.17E-05
703.5,2.42E-05
704,2.25E-05
704.5,2.73E-05
705,2.57E-05
705.5,2.35E-05
706,2.13E-05
706.5,2.48E-05
707,2.73E-05
707.5,2.66E-05
708,2.21E-05
708.5,1.60E-05
709,1.10E-05
709.5,7.25E-06
710,1.27E-05
710.5,2.18E-05
711,2.94E-05
711.5,2.77E-05
712,1.87E-05
712.5,7.89E-06
713,2.59E-07
713.5,0.00E+00
714,6.09E-06
714.5,1.04E-05
715,1.26E-05
715.5,1.15E-05
716,6.34E-06
716.5,2.44E-07
717,0.00E+00
717.5,0.00E+00
718,7.22E-06
718.5,8.21E-06
719,8.01E-06
719.5,5.14E-06
720,5.65E-06
720.5,5.99E-06
721,5.20E-06
721.5,8.13E-06
722,9.50E-06
722.5,1.18E-05
723,1.57E-05
723.5,1.86E-05
724,1.11E-05
724.5,1.48E-06
725,0.00E+00
725.5,1.93E-07
726,5.24E-06
726.5,8.18E-06
727,1.42E-05
727.5,2.44E-05
728,2.71E-05
728.5,2.07E-05
729,1.63E-05
729.5,1.27E-05
730,5.76E-06
730.5,7.76E-06
731,1.14E-05
731.5,1.33E-05
732,9.53E-06
732.5,8.40E-06
733,7.01E-06
733.5,3.41E-07
734,0.00E+00
734.5,0.00E+00
735,0.00E+00
735.5,0.00E+00
736,0.00E+00
736.5,0.00E+00
737,2.32E-06
737.5,6.12E-06
738,2.32E-06
738.5,1.08E-06
739,3.08E-06
739.5,6.12E-06
740,6.12E-06
740.5,4.80E-06
741,5.26E-06
741.5,1.87E-06
742,1.50E-06
742.5,2.43E-06
743,6.33E-06
743.5,2.79E-06
744,1.91E-06
744.5,1.13E-06
745,2.59E-06
745.5,4.11E-07
746,1.85E-06
746.5,2.30E-06
747,3.74E-06
747.5,9.85E-06
748,1.43E-05
748.5,8.07E-06
749,1.65E-06
749.5,3.56E-06
750,4.73E-06
750.5,9.17E-06
751,1.24E-05
751.5,7.79E-06
752,4.09E-06
752.5,2.05E-06
753,2.33E-06
753.5,1.30E-07
754,8.38E-06
754.5,1.25E-05
755,1.63E-05
755.5,1.03E-05
756,4.68E-06
756.5,0.00E+00
757,9.52E-07
757.5,1.02E-05
758,8.87E-06
758.5,1.86E-06
759,0.00E+00
759.5,0.00E+00
760,0.00E+00
760.5,0.00E+00
761,0.00E+00
761.5,2.11E-06
762,5.86E-06
762.5,8.66E-07
763,0.00E+00
763.5,1.03E-06
764,9.48E-06
764.5,1.27E-05
765,6.01E-06
765.5,9.28E-07
766,5.60E-07
766.5,6.02E-06
767,3.97E-06
767.5,3.66E-06
768,0.00E+00
768.5,0.00E+00
769,3.44E-07
769.5,0.00E+00
770,7.78E-08
770.5,3.13E-06
771,5.69E-06
771.5,4.60E-06
772,1.22E-07
772.5,0.00E+00
773,0.00E+00
773.5,0.00E+00
774,0.00E+00
774.5,0.00E+00
775,4.33E-06
775.5,7.45E-06
776,8.29E-07
776.5,0.00E+00
777,0.00E+00
777.5,0.00E+00
778,0.00E+00
778.5,0.00E+00
779,1.99E-06
779.5,0.00E+00
780,1.42E-06
780.5,6.29E-06
781,2.17E-06
781.5,0.00E+00
782,0.00E+00
782.5,0.00E+00
783,0.00E+00
783.5,0.00E+00
784,1.07E-06
784.5,0.00E+00
785,0.00E+00
785.5,3.48E-07
786,0.00E+00
786.5,6.59E-06
787,5.04E-06
787.5,1.09E-05
788,1.20E-05
788.5,1.83E-05
789,1.30E-05
789.5,3.64E-06
790,0.00E+00
790.5,0.00E+00
791,0.00E+00
791.5,0.00E+00
792,9.66E-07
792.5,1.02E-05
793,7.14E-06
793.5,4.74E-07
794,0.00E+00
794.5,0.00E+00
795,0.00E+00
795.5,0.00E+00
796,0.00E+00
796.5,0.00E+00
797,0.00E+00
797.5,0.00E+00
798,1.80E-07
798.5,6.85E-06
799,6.98E-06
799.5,7.32E-07
800,0.00E+00
800.5,0.00E+00
801,0.00E+00
801.5,0.00E+00
802,0.00E+00
802.5,2.54E-06
803,7.87E-06
803.5,2.09E-06
804,0.00E+00
804.5,0.00E+00
805,0.00E+00
805.5,2.09E-07
806,2.26E-07
806.5,1.09E-05
807,1.63E-05
807.5,1.24E-05
808,9.11E-07
808.5,0.00E+00
809,0.00E+00
809.5,4.78E-06
810,1.62E-06
810.5,0.00E+00
811,0.00E+00
811.5,0.00E+00
812,0.00E+00
812.5,0.00E+00
813,1.23E-06
813.5,9.04E-06
814,5.75E-06
814.5,0.00E+00
815,0.00E+00
815.5,0.00E+00
816,0.00E+00
816.5,0.00E+00
817,0.00E+00
817.5,0.00E+00
818,0.00E+00
818.5,0.00E+00
819,0.00E+00
819.5,0.00E+00
820,2.94E-06
820.5,1.48E-05
821,5.20E-06
821.5,0.00E+00
822,1.50E-06
822.5,5.57E-06
823,1.80E-07
823.5,1.26E-06
824,0.00E+00
824.5,0.00E+00
825,5.06E-06
825.5,7.75E-06
826,5.15E-06
826.5,3.04E-08
827,0.00E+00
827.5,4.82E-06
828,1.83E-06
828.5,0.00E+00
829,0.00E+00
829.5,7.59E-06
830,1.65E-07
830.5,0.00E+00
831,0.00E+00
831.5,0.00E+00
832,0.00E+00
832.5,0.00E+00
833,0.00E+00
833.5,0.00E+00
834,2.09E-05
834.5,3.22E-05
835,1.57E-05
835.5,0.00E+00
836,0.00E+00
836.5,0.00E+00
837,0.00E+00
837.5,0.00E+00
838,1.34E-06
838.5,0.00E+00
839,0.00E+00
839.5,0.00E+00
840,0.00E+00
840.5,5.92E-07
841,1.24E-05
841.5,1.83E-05
842,1.19E-05
842.5,1.10E-05
843,4.54E-06
843.5,5.53E-06
844,9.85E-06
844.5,8.06E-06
845,6.34E-07
845.5,0.00E+00
846,5.21E-06
846.5,5.95E-06
847,1.47E-05
847.5,1.00E-05
848,4.33E-06
848.5,0.00E+00
849,0.00E+00
849.5,0.00E+00
850,0.00E+00
850.5,0.00E+00
851,0.00E+00
851.5,0.00E+00
852,0.00E+00
852.5,0.00E+00
853,1.65E-06
853.5,1.20E-05
854,0.00E+00
854.5,0.00E+00
855,0.00E+00
855.5,0.00E+00
